"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","22.337293126205708"
"Bell/Cudahy/Maywood Community of Schools","18.309384658200408"
"Boyle Heights Community of Schools","13.570976205555054"
"Canoga Park/Chatsworth Community of Schools","20.436315332345579"
"Carson Community of Schools","23.491604100694413"
"Cleveland Community of Schools","19.062869343093524"
"Downtown Community of Schools","8.5857381349868831"
"Eagle Rock/Highland Park Community of Schools","8.0172370596783082"
"East Los Angeles Community of Schools","23.717713306402253"
"Fairfax Community of Schools","20.054264480358619"
"Fremont Community of Schools","22.979701263883566"
"Gardena Community of Schools","24.376371170878365"
"Glassell Park/Los Feliz Community of Schools","13.331008952285243"
"H.E.E.T. (C/D) Community of Schools","32.926508034067957"
"H.E.E.T. (W) Community of Schools","16.6088815994353"
"Hamilton Community of Schools","12.681504026377528"
"Harbor City/Lomita Community of Schools","31.454281885068788"
"Historic Central Avenue Community of Schools","17.939364946480897"
"Hollywood Community of Schools","19.210911797901208"
"Huntington Park/Vernon Community of Schools","6.4564552446593009"
"Kennedy/NAHS/VAAS Community of Schools","18.511525275636611"
"Kreatwn/PcoUnion Community of Schools","28.886188417634518"
"LA Mid-City Community of Schools","25.089555775476352"
"Lincoln Heights/El Sereno Community of Schools","8.6350623385077281"
"MacArthur Park Community of Schools","22.981241561575363"
"Manual Arts/Vermont Square Community of Schools","10.506519295222686"
"Monroe Community of Schools","16.815052126661591"
"North Hollywood/Valley Village Community of Schools","25.017303635014219"
"Panorama City Community of Schools","1.4961996528816806"
"Reseda Community of Schools","20.058839261834716"
"Rivera Community of Schools","13.329151638701584"
"San Fernando Valley/Sylmar Community of Schools","16.729509567992586"
"San Pedro Community of Schools","22.250447326701465"
"South Gate Community of Schools","13.25451316173157"
"South Mid-City Community of Schools","25.636772179578049"
"Sun Valley Community of Schools","20.042551879374674"
"Sunland/Tujunga Community of Schools","48.0830064532456"
"Taft Community of Schools","30.507541315395891"
"Van Nuys/Valley Glen Community of Schools","17.797307083328217"
"Venice Community of Schools","15.914697222885335"
"West LA Community of Schools","26.708029871904181"
"Westchester Community of Schools","26.045057950253941"
"Wilmington Community of Schools","23.544646535993877"
"District Wide","18.929497753446288"
