"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","9.111949410456873"
"Bell/Cudahy/Maywood Community of Schools","15.729008065835336"
"Boyle Heights Community of Schools","11.281758149189969"
"Canoga Park/Chatsworth Community of Schools","16.203314200958488"
"Carson Community of Schools","13.053765195398549"
"Cleveland Community of Schools","18.966256555727806"
"Downtown Community of Schools","7.5386355069732378"
"Eagle Rock/Highland Park Community of Schools","13.438263776320099"
"East Los Angeles Community of Schools","12.726694241170856"
"Fairfax Community of Schools","5.9445374654473762"
"Fremont Community of Schools","7.2737852778585976"
"Gardena Community of Schools","6.9876318915519535"
"Glassell Park/Los Feliz Community of Schools","18.908357494012353"
"H.E.E.T. (C/D) Community of Schools","5.0628638933423336"
"H.E.E.T. (W) Community of Schools","3.4864464394665737"
"Hamilton Community of Schools","9.70863313232867"
"Harbor City/Lomita Community of Schools","5.7841583471189111"
"Historic Central Avenue Community of Schools","15.033870425723837"
"Hollywood Community of Schools","8.0974573983769087"
"Huntington Park/Vernon Community of Schools","6.5594320989453889"
"Kennedy/NAHS/VAAS Community of Schools","26.845637583892618"
"Kreatwn/PcoUnion Community of Schools","8.7113325725436219"
"LA Mid-City Community of Schools","19.039685845183556"
"Lincoln Heights/El Sereno Community of Schools",9.3106979919928
"MacArthur Park Community of Schools",8.6333419666753
"Manual Arts/Vermont Square Community of Schools","7.11794433767528"
"Monroe Community of Schools","15.218018133470029"
"North Hollywood/Valley Village Community of Schools","23.57621749060635"
"Panorama City Community of Schools","23.822758675454619"
"Reseda Community of Schools","9.0343139670493926"
"Rivera Community of Schools","6.9354861082213253"
"San Fernando Valley/Sylmar Community of Schools","13.538822573730171"
"San Pedro Community of Schools","14.444604940054889"
"SO Los Angeles Community of Schools","2.9865604778496762"
"South Gate Community of Schools","13.310705134604506"
"South Mid-City Community of Schools","7.6688096729252679"
"Sun Valley Community of Schools","18.556445959505712"
"Sunland/Tujunga Community of Schools","20.048562072575795"
"Taft Community of Schools","8.9827082865483945"
"Van Nuys/Valley Glen Community of Schools","9.2355165370072587"
"Venice Community of Schools","9.3187960115553068"
"West LA Community of Schools","11.420840398148068"
"Westchester Community of Schools","15.683814303638645"
"Wilmington Community of Schools","10.477238200010477"
"District Wide","12.130338556203837"
