"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.6527011725170766"
"Bell/Cudahy/Maywood Community of Schools","13.224014810896589"
"Boyle Heights Community of Schools","5.25955924893494"
"Canoga Park/Chatsworth Community of Schools","7.4915252121038076"
"Carson Community of Schools","5.7168991538989244"
"Cleveland Community of Schools","24.78580929798326"
"Downtown Community of Schools","6.0379181258302141"
"Eagle Rock/Highland Park Community of Schools","7.5457144533968288"
"East Los Angeles Community of Schools","13.978194017332962"
"Fairfax Community of Schools","3.9635747480652803"
"Fremont Community of Schools","7.2970911141331385"
"Gardena Community of Schools","1.999120387029707"
"Glassell Park/Los Feliz Community of Schools","11.719207781553965"
"H.E.E.T. (C/D) Community of Schools","5.0832810884999233"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","6.4724220882191128"
"Harbor City/Lomita Community of Schools","2.3161015378914209"
"Historic Central Avenue Community of Schools","12.405408758218583"
"Hollywood Community of Schools","5.4102307463413322"
"Huntington Park/Vernon Community of Schools","2.1821355833575793"
"Kennedy/NAHS/VAAS Community of Schools","12.135767299855647"
"Kreatwn/PcoUnion Community of Schools","6.0964457721148566"
"LA Mid-City Community of Schools","10.719645537054243"
"Lincoln Heights/El Sereno Community of Schools","5.6857535691025811"
"MacArthur Park Community of Schools","6.1709348966368411"
"Manual Arts/Vermont Square Community of Schools","7.1272662479397741"
"Monroe Community of Schools","4.8143274384568482"
"North Hollywood/Valley Village Community of Schools","20.666494445879618"
"Panorama City Community of Schools","19.878081102570896"
"Reseda Community of Schools","8.2167918357956324"
"Rivera Community of Schools","4.86168506004181"
"San Fernando Valley/Sylmar Community of Schools","6.7755650538939731"
"San Pedro Community of Schools","8.83073094368402"
"SO Los Angeles Community of Schools","4.9890739280974667"
"South Gate Community of Schools","7.2057690495590618"
"South Mid-City Community of Schools","1.2820348457071062"
"Sun Valley Community of Schools","8.2528678715853765"
"Sunland/Tujunga Community of Schools","4.4663793295964629"
"Taft Community of Schools","10.275182223934753"
"Van Nuys/Valley Glen Community of Schools","10.869860594037883"
"Venice Community of Schools","17.663081371026969"
"West LA Community of Schools","15.830995329856378"
"Westchester Community of Schools","6.7174205105239588"
"Wilmington Community of Schools","5.2382349243598876"
"District Wide","8.58192403257652"
