"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","465.86052540965341"
"Bell/Cudahy/Maywood Community of Schools","406.501249974031"
"Boyle Heights Community of Schools","311.11220561315378"
"Canoga Park/Chatsworth Community of Schools","295.24091376710493"
"Carson Community of Schools","287.97035922926659"
"Cleveland Community of Schools","330.76482436203042"
"Downtown Community of Schools","291.73952940769084"
"Eagle Rock/Highland Park Community of Schools","244.4920101856294"
"East Los Angeles Community of Schools","307.34149605908891"
"Fairfax Community of Schools","242.80416740243686"
"Fremont Community of Schools","442.32859766840346"
"Gardena Community of Schools","403.12019586630987"
"Glassell Park/Los Feliz Community of Schools","312.5933300149328"
"H.E.E.T. (C/D) Community of Schools","279.1276758102735"
"H.E.E.T. (W) Community of Schools","417.544997567699"
"Hamilton Community of Schools","253.85005923168049"
"Harbor City/Lomita Community of Schools","305.43835580979987"
"Historic Central Avenue Community of Schools","435.48039848902982"
"Hollywood Community of Schools","245.83447145588636"
"Huntington Park/Vernon Community of Schools","475.66371681415927"
"Kennedy/NAHS/VAAS Community of Schools","278.40524869430095"
"Kreatwn/PcoUnion Community of Schools","392.53796756797959"
"LA Mid-City Community of Schools","359.63668819236625"
"Lincoln Heights/El Sereno Community of Schools","255.13289371382498"
"MacArthur Park Community of Schools","396.00226287007354"
"Manual Arts/Vermont Square Community of Schools","402.94076063904993"
"Monroe Community of Schools","398.72753907096484"
"North Hollywood/Valley Village Community of Schools","313.49501927626034"
"Panorama City Community of Schools","383.94668212112435"
"Reseda Community of Schools","302.13969840964648"
"Rivera Community of Schools","486.24361420569949"
"San Fernando Valley/Sylmar Community of Schools","389.58750298956483"
"San Pedro Community of Schools","259.77238990598715"
"South Gate Community of Schools","397.78699513466228"
"South Mid-City Community of Schools","511.67441039816504"
"Sun Valley Community of Schools","377.23557528425232"
"Sunland/Tujunga Community of Schools","337.14084436169679"
"Taft Community of Schools","250.20790396644611"
"Van Nuys/Valley Glen Community of Schools","342.77100145363619"
"Venice Community of Schools","232.15077137369943"
"West LA Community of Schools","182.69974000421615"
"Westchester Community of Schools","230.20846655582554"
"Wilmington Community of Schools","346.02869059076954"
"District Wide","338.5437277404036"
