"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","18.009725251635881"
"Bell/Cudahy/Maywood Community of Schools","25.198866732047513"
"Boyle Heights Community of Schools","12.799385629489786"
"Canoga Park/Chatsworth Community of Schools","89.904241528790266"
"Carson Community of Schools","29.930072467054249"
"Cleveland Community of Schools","44.605875230994705"
"Downtown Community of Schools","18.22051795963327"
"Eagle Rock/Highland Park Community of Schools","81.1131216072877"
"East Los Angeles Community of Schools","31.129589020248069"
"Fairfax Community of Schools","55.136327271941013"
"Fremont Community of Schools","13.287663142975257"
"Gardena Community of Schools","29.083750013982574"
"Glassell Park/Los Feliz Community of Schools","34.368985427550179"
"H.E.E.T. (C/D) Community of Schools","28.468940386038831"
"H.E.E.T. (W) Community of Schools","5.9358923624851609"
"Hamilton Community of Schools","105.64425188438483"
"Harbor City/Lomita Community of Schools","22.908049634107538"
"Historic Central Avenue Community of Schools","16.387121650279546"
"Hollywood Community of Schools","20.952380952380953"
"Huntington Park/Vernon Community of Schools","18.7609927692007"
"Kennedy/NAHS/VAAS Community of Schools","75.695361873817248"
"Kreatwn/PcoUnion Community of Schools","25.252997624347632"
"LA Mid-City Community of Schools","57.577890090205358"
"Lincoln Heights/El Sereno Community of Schools","16.468947798925125"
"MacArthur Park Community of Schools","20.879823565490874"
"Manual Arts/Vermont Square Community of Schools","31.313299345356338"
"Monroe Community of Schools","48.964865561377891"
"North Hollywood/Valley Village Community of Schools","47.737717651627932"
"Panorama City Community of Schools","14.409637165336177"
"Reseda Community of Schools","40.656282750894441"
"Rivera Community of Schools","23.724066151879942"
"San Fernando Valley/Sylmar Community of Schools","49.601021781048694"
"San Pedro Community of Schools","29.671000959944148"
"South Gate Community of Schools","21.574973031283712"
"South Mid-City Community of Schools","13.03044781305651"
"Sun Valley Community of Schools","36.063652346391379"
"Sunland/Tujunga Community of Schools","59.940059940059939"
"Taft Community of Schools","75.4223652453741"
"Van Nuys/Valley Glen Community of Schools","52.213434279306277"
"Venice Community of Schools","53.255225669018778"
"West LA Community of Schools","103.30373284065399"
"Westchester Community of Schools","70.758889085441368"
"Wilmington Community of Schools","37.516200177349312"
"District Wide","39.844152627912777"
