"School name","Cases among staff and students"
"Unassigned",327
"102ND ST EEC",1
"107TH ST EL",11
"109TH ST EL",4
"10TH ST EL",7
"112TH ST EEC",1
"112TH ST EL",4
"116TH ST EL",3
"118TH ST EL",1
"122ND ST EL",3
"135TH ST EL",8
"153RD ST EL",3
"156TH ST EL",2
"15TH ST EL",5
"186TH ST EL",18
"1ST ST EL",11
"20TH ST EL",4
"232ND PL EL",4
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",1
"2ND ST EL",0
"32ND ST USC PA MAG",1
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",15
"42ND ST EL",1
"49TH ST EL",5
"4TH ST EEC",2
"4TH ST EL",3
"4TH ST PC",0
"52ND ST EL",7
"54TH ST EL",1
"59TH ST EL",0
"61ST ST EL",6
"66TH ST EEC",0
"66TH ST EL",3
"6TH AVE EL",8
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",7
"7TH ST EL AI MAG",12
"92ND ST EL",4
"93RD ST EL",4
"95TH ST EEC",1
"95TH ST EL",7
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",9
"9TH ST EL",4
"ACAD ENRICH SCI MAG",7
"ADAMS MS",16
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",3
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",2
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",2
"AMANECER PC",0
"AMBLER AVE EL",10
"AMESTOY EL",5
"ANATOLA AVE EL",1
"ANDASOL AVE EL",6
"ANGELES MESA EL",3
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",1
"ANTON EL",1
"APPERSON ST EL",2
"ARAGON AVE EL",0
"ARLETA SH",11
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",1
"ARMINTA ST EL",4
"ARMSTRONG MS",7
"ARROYO SECO MUS/S MAG",5
"ASCOT AVE EL",5
"ATWATER AVE EL",3
"AUDUBON MS",9
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",2
"BAKEWELL PC",3
"BALA",5
"BALBOA EL G/HG/HA MAG",7
"BALDWIN HILLS EL",1
"BANCROFT MS",7
"BANDINI ST EL",1
"BANNEKER CTC",11
"BANNING SH",25
"BARRETT EL",4
"BARTON HILL EL",9
"BASSETT ST EL",7
"BEACHY AVE EL",0
"BECKFORD CES",16
"BEETHOVEN ST EL",4
"BELL SH",12
"BELLINGHAM EL",4
"BELMONT SH",6
"BELVEDERE EL",1
"BELVEDERE MS",10
"BERENDO MS",8
"BERNSTEIN SH",12
"BERNSTEIN SH STEM",10
"BERTRAND AVE EL",1
"BETHUNE MS",13
"BLYTHE ST EL",1
"BONITA ST EL",5
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",5
"BRADDOCK DR EL",4
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",20
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",3
"BRIDGE ST EL",6
"BRIDGES SCHOOL",7
"BRIGHT EL",2
"BROAD AVE EL",6
"BROADACRES AV EL",8
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",7
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",11
"BUCHANAN ST EL",3
"BUDLONG AVE EL",7
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",6
"BURKE HS",0
"BURROUGHS MS",22
"BURTON ST EL",2
"BUSHNELL WAY EL",1
"BYRD MS",7
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",2
