"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","14.029180695847362"
"Bell/Cudahy/Maywood Community of Schools","6.0234916173074993"
"Boyle Heights Community of Schools","14.614541468761418"
"Canoga Park/Chatsworth Community of Schools","9.2349222135398161"
"Carson Community of Schools","7.19366238344019"
"Cleveland Community of Schools","13.436525851875739"
"Downtown Community of Schools","9.9500012437501546"
"Eagle Rock/Highland Park Community of Schools","8.0755874989905525"
"East Los Angeles Community of Schools","12.370368843164341"
"Fairfax Community of Schools","6.4587661603711632"
"Fremont Community of Schools","3.6313457767448618"
"Gardena Community of Schools","12.218556655225655"
"Glassell Park/Los Feliz Community of Schools","14.78954477781174"
"H.E.E.T. (C/D) Community of Schools","11.315417256011315"
"H.E.E.T. (W) Community of Schools","7.5217661106827887"
"Hamilton Community of Schools","7.2861514548015744"
"Harbor City/Lomita Community of Schools","17.714791851195749"
"Historic Central Avenue Community of Schools","18.110934238244575"
"Hollywood Community of Schools","7.6846230692384543"
"Huntington Park/Vernon Community of Schools","10.175010175010174"
"Kennedy/NAHS/VAAS Community of Schools","5.8888913425936149"
"Kreatwn/PcoUnion Community of Schools","11.183284717109492"
"LA Mid-City Community of Schools","10.978689144516144"
"Lincoln Heights/El Sereno Community of Schools","13.1670625929238"
"MacArthur Park Community of Schools","10.401903548349349"
"Manual Arts/Vermont Square Community of Schools","9.7433599002279951"
"Monroe Community of Schools","9.300044809306808"
"North Hollywood/Valley Village Community of Schools","9.8088099461332856"
"Panorama City Community of Schools","8.7170025134023916"
"Reseda Community of Schools","9.1335044343164036"
"Rivera Community of Schools","8.4195701426734431"
"San Fernando Valley/Sylmar Community of Schools","11.658301324137593"
"San Pedro Community of Schools","13.096547750013098"
"SO Los Angeles Community of Schools","6.5944211197327061"
"South Gate Community of Schools","4.2603953646898436"
"South Mid-City Community of Schools","2.9455081001472756"
"Sun Valley Community of Schools","13.996213655884672"
"Sunland/Tujunga Community of Schools","12.42668257282036"
"Taft Community of Schools","8.8556964267264924"
"Van Nuys/Valley Glen Community of Schools","10.647296473970318"
"Venice Community of Schools","7.3351426685249024"
"West LA Community of Schools","9.7901002506265655"
"Westchester Community of Schools","5.2482418389839411"
"Wilmington Community of Schools","19.428571428571427"
"District Wide","10.061285062838644"
