"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","9.111949410456873"
"Bell/Cudahy/Maywood Community of Schools","16.982841040607859"
"Boyle Heights Community of Schools","14.275195720446588"
"Canoga Park/Chatsworth Community of Schools","14.321830205362591"
"Carson Community of Schools","11.42204454597373"
"Cleveland Community of Schools","18.139542553717781"
"Downtown Community of Schools","8.2815734989648035"
"Eagle Rock/Highland Park Community of Schools","15.101177891875567"
"East Los Angeles Community of Schools","15.885724452577936"
"Fairfax Community of Schools","5.9437130375345477"
"Fremont Community of Schools","9.2566879570489675"
"Gardena Community of Schools","6.9876318915519535"
"Glassell Park/Los Feliz Community of Schools","21.59866088302525"
"H.E.E.T. (C/D) Community of Schools","5.059277872405012"
"H.E.E.T. (W) Community of Schools","3.4864464394665737"
"Hamilton Community of Schools","8.6188321482439125"
"Harbor City/Lomita Community of Schools","9.254653355390257"
"Historic Central Avenue Community of Schools","15.917230401910066"
"Hollywood Community of Schools","8.095927748342584"
"Huntington Park/Vernon Community of Schools","7.2686039919173124"
"Kennedy/NAHS/VAAS Community of Schools","27.45411013567438"
"Kreatwn/PcoUnion Community of Schools","7.8397212543554007"
"LA Mid-City Community of Schools","19.027006457290319"
"Lincoln Heights/El Sereno Community of Schools","8.25644518752451"
"MacArthur Park Community of Schools","4.9329123914759281"
"Manual Arts/Vermont Square Community of Schools","9.7835174413433652"
"Monroe Community of Schools","16.820857863751051"
"North Hollywood/Valley Village Community of Schools","18.41512102417537"
"Panorama City Community of Schools","27.793218454697051"
"Reseda Community of Schools","8.1993424127384991"
"Rivera Community of Schools","7.6282940360610265"
"San Fernando Valley/Sylmar Community of Schools","15.794669299111549"
"San Pedro Community of Schools","13.63753048389167"
"SO Los Angeles Community of Schools","2.9867686150353934"
"South Gate Community of Schools","12.735820325261775"
"South Mid-City Community of Schools","6.3901030084604971"
"Sun Valley Community of Schools","16.494618630671745"
"Sunland/Tujunga Community of Schools","17.820944064511817"
"Taft Community of Schools","4.4913541432741972"
"Van Nuys/Valley Glen Community of Schools","8.6925814250400677"
"Venice Community of Schools","9.2782452982491943"
"West LA Community of Schools","17.570523689458565"
"Westchester Community of Schools","13.44116131633773"
"Wilmington Community of Schools","9.4295143800094312"
"District Wide","12.27704661359096"
