"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","20.332642023504537"
"Bell/Cudahy/Maywood Community of Schools","16.946280291476022"
"Boyle Heights Community of Schools","12.806556957162067"
"Canoga Park/Chatsworth Community of Schools","13.18072977307177"
"Carson Community of Schools","14.137739281237334"
"Cleveland Community of Schools","11.469862935137925"
"Downtown Community of Schools","6.7449075947659525"
"Eagle Rock/Highland Park Community of Schools","9.0901745313510016"
"East Los Angeles Community of Schools","10.781671159029651"
"Fairfax Community of Schools","13.06149589750288"
"Fremont Community of Schools","13.84796473384981"
"Gardena Community of Schools","16.295934164425976"
"Glassell Park/Los Feliz Community of Schools","11.318269745236037"
"H.E.E.T. (C/D) Community of Schools","8.8552389807619925"
"H.E.E.T. (W) Community of Schools","14.566642388929353"
"Hamilton Community of Schools","8.93096365097794"
"Harbor City/Lomita Community of Schools","28.896166441918705"
"Historic Central Avenue Community of Schools","13.977217136068209"
"Hollywood Community of Schools","8.5601780517034758"
"Huntington Park/Vernon Community of Schools","8.8957179248716187"
"Kennedy/NAHS/VAAS Community of Schools","8.90769402071039"
"Kreatwn/PcoUnion Community of Schools","19.008934199073565"
"LA Mid-City Community of Schools","14.02622904832036"
"Lincoln Heights/El Sereno Community of Schools","11.462554531417513"
"MacArthur Park Community of Schools","21.691032926987983"
"Manual Arts/Vermont Square Community of Schools","8.442469844553024"
"Monroe Community of Schools","10.641788529925595"
"North Hollywood/Valley Village Community of Schools","15.043752246115787"
"Panorama City Community of Schools","10.514141520344864"
"Reseda Community of Schools","12.457357506995285"
"Rivera Community of Schools","13.364359611332976"
"San Fernando Valley/Sylmar Community of Schools","10.319717755719381"
"San Pedro Community of Schools","12.118387322302494"
"South Gate Community of Schools","9.9960682131694849"
"South Mid-City Community of Schools","10.584250635055039"
"Sun Valley Community of Schools","13.898111401084053"
"Sunland/Tujunga Community of Schools","10.137104336146379"
"Taft Community of Schools","27.61606209882072"
"Van Nuys/Valley Glen Community of Schools","9.2281001802555558"
"Venice Community of Schools","10.312940448498322"
"West LA Community of Schools","7.2066878062842319"
"Westchester Community of Schools","13.053467000835422"
"Wilmington Community of Schools","4.7276294484038335"
"District Wide","12.611711999407598"
