"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","746.117351283403"
"Bell/Cudahy/Maywood Community of Schools","640.44494069564121"
"Boyle Heights Community of Schools","646.25650248333932"
"Canoga Park/Chatsworth Community of Schools","653.13026359740456"
"Carson Community of Schools","619.03224318464879"
"Cleveland Community of Schools","784.42711636757087"
"Downtown Community of Schools","505.28820964576545"
"Eagle Rock/Highland Park Community of Schools","463.47863844890406"
"East Los Angeles Community of Schools","570.88075656116428"
"Fairfax Community of Schools","443.13311943278961"
"Fremont Community of Schools","1001.9631531259438"
"Gardena Community of Schools","806.507045480582"
"Glassell Park/Los Feliz Community of Schools","510.2398829154846"
"H.E.E.T. (C/D) Community of Schools","557.76236441846584"
"H.E.E.T. (W) Community of Schools","746.2839150258643"
"Hamilton Community of Schools","514.92172211350294"
"Harbor City/Lomita Community of Schools","598.07984890614341"
"Historic Central Avenue Community of Schools","858.40289809418812"
"Hollywood Community of Schools","552.76487526009373"
"Huntington Park/Vernon Community of Schools","747.406713157853"
"Kennedy/NAHS/VAAS Community of Schools","575.312291684781"
"Kreatwn/PcoUnion Community of Schools","659.91953612673547"
"LA Mid-City Community of Schools","622.50896439568635"
"Lincoln Heights/El Sereno Community of Schools","478.15795906443208"
"MacArthur Park Community of Schools","626.00167116419868"
"Manual Arts/Vermont Square Community of Schools","538.4114318283597"
"Monroe Community of Schools","982.60604211168743"
"North Hollywood/Valley Village Community of Schools","595.51303200263942"
"Panorama City Community of Schools","1012.3734533183352"
"Reseda Community of Schools","635.51678522862881"
"Rivera Community of Schools","934.96940100142183"
"San Fernando Valley/Sylmar Community of Schools","789.43036932933239"
"San Pedro Community of Schools","683.25314350104634"
"South Gate Community of Schools","645.35054268113811"
"South Mid-City Community of Schools","924.37844793161082"
"Sun Valley Community of Schools","819.59096621853223"
"Sunland/Tujunga Community of Schools","544.7941888619855"
"Taft Community of Schools","395.38930919735242"
"Van Nuys/Valley Glen Community of Schools","769.62513947947775"
"Venice Community of Schools","447.40089051016577"
"West LA Community of Schools","363.52987508709572"
"Westchester Community of Schools","418.80781089414182"
"Wilmington Community of Schools","962.75798454975211"
"District Wide","663.54483560774031"
