"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","63.837851856285042"
"Bell/Cudahy/Maywood Community of Schools","70.1448525255552"
"Boyle Heights Community of Schools","53.079836900137529"
"Canoga Park/Chatsworth Community of Schools","112.84794783917077"
"Carson Community of Schools","114.97374615245337"
"Cleveland Community of Schools","102.63769800901032"
"Downtown Community of Schools","89.105234932552293"
"Eagle Rock/Highland Park Community of Schools","98.386462022825654"
"East Los Angeles Community of Schools","108.61293670010377"
"Fairfax Community of Schools","100.65697617784897"
"Fremont Community of Schools","58.810124162874637"
"Gardena Community of Schools","115.86323681777164"
"Glassell Park/Los Feliz Community of Schools","99.9754962019113"
"H.E.E.T. (C/D) Community of Schools","60.693422350352776"
"H.E.E.T. (W) Community of Schools","29.544424967008727"
"Hamilton Community of Schools","68.812509639683455"
"Harbor City/Lomita Community of Schools","124.42232492001422"
"Historic Central Avenue Community of Schools","42.31094699592277"
"Hollywood Community of Schools","81.082112332112345"
"Huntington Park/Vernon Community of Schools","63.828278291293351"
"Kennedy/NAHS/VAAS Community of Schools","151.29240826113642"
"Kreatwn/PcoUnion Community of Schools","76.473989517467771"
"LA Mid-City Community of Schools","85.796240331916209"
"Lincoln Heights/El Sereno Community of Schools","45.106991583695468"
"MacArthur Park Community of Schools",68.981674302374
"Manual Arts/Vermont Square Community of Schools","79.018222967963467"
"Monroe Community of Schools","102.01632261161785"
"North Hollywood/Valley Village Community of Schools","124.85400136936646"
"Panorama City Community of Schools","60.441220912662438"
"Reseda Community of Schools","111.05693699550355"
"Rivera Community of Schools","54.164568743229431"
"San Fernando Valley/Sylmar Community of Schools","94.603284527107235"
"San Pedro Community of Schools","136.0544217687075"
"SO Los Angeles Community of Schools","72.947401657103654"
"South Gate Community of Schools","70.893812070282664"
"South Mid-City Community of Schools","88.0408740582513"
"Sun Valley Community of Schools","94.389092815941268"
"Sunland/Tujunga Community of Schools","124.4833939152517"
"Taft Community of Schools","174.76859343646836"
"Van Nuys/Valley Glen Community of Schools","69.7844960140042"
"Venice Community of Schools","117.55686174290825"
"West LA Community of Schools","128.89664472118665"
"Westchester Community of Schools","168.95725633589709"
"Wilmington Community of Schools","73.819177086527432"
"District Wide","91.349340030594846"
