"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.198254058905116"
"Bell/Cudahy/Maywood Community of Schools",5.291285253188
"Boyle Heights Community of Schools","3.8330330790754727"
"Canoga Park/Chatsworth Community of Schools","4.4596402556860415"
"Carson Community of Schools","1.9078144078144079"
"Cleveland Community of Schools","4.8321317432398478"
"Downtown Community of Schools","6.0575466935890967"
"Eagle Rock/Highland Park Community of Schools","8.3371545291591982"
"East Los Angeles Community of Schools","3.9660506068057431"
"Fairfax Community of Schools","6.1065718926708925"
"Fremont Community of Schools","6.2423920846468368"
"Gardena Community of Schools","11.73750249421928"
"Glassell Park/Los Feliz Community of Schools","5.206543583976341"
"H.E.E.T. (C/D) Community of Schools","2.3019198011141291"
"H.E.E.T. (W) Community of Schools","6.3183168004043724"
"Hamilton Community of Schools","5.2540324699206646"
"Harbor City/Lomita Community of Schools","11.283020464578367"
"Historic Central Avenue Community of Schools","1.0067451927917044"
"Hollywood Community of Schools","3.97561622051418"
"Huntington Park/Vernon Community of Schools","6.5358409176320649"
"Kennedy/NAHS/VAAS Community of Schools","6.7438462403057207"
"Kreatwn/PcoUnion Community of Schools","5.1016764108686115"
"LA Mid-City Community of Schools","1.4409637165336178"
"Lincoln Heights/El Sereno Community of Schools","7.9025827077122015"
"MacArthur Park Community of Schools","4.4703392987527755"
"Manual Arts/Vermont Square Community of Schools","1.0750029562581298"
"Monroe Community of Schools","2.6862945253317574"
"North Hollywood/Valley Village Community of Schools","2.5324790437359135"
"Panorama City Community of Schools","4.5733798801774475"
"Reseda Community of Schools","4.8640498078700327"
"Rivera Community of Schools","11.96391682685022"
"San Fernando Valley/Sylmar Community of Schools","11.705870494052766"
"San Pedro Community of Schools","5.7353152033647188"
"South Gate Community of Schools","6.1517429938482575"
"South Mid-City Community of Schools","9.2007605962092871"
"Sun Valley Community of Schools","3.1079548103370578"
"Sunland/Tujunga Community of Schools","2.5401341190814875"
"Taft Community of Schools","6.0347298704041759"
"Van Nuys/Valley Glen Community of Schools","11.192776927955824"
"Venice Community of Schools","2.3679287727025171"
"West LA Community of Schools","6.24284673811258"
"Westchester Community of Schools","2.6406126221283337"
"Wilmington Community of Schools","9.5796910549634777"
"District Wide","5.9054034677946463"
