"School name","Cases among staff and students"
"Unassigned",366
"102ND ST EEC",2
"107TH ST EL",8
"109TH ST EL",2
"10TH ST EL",3
"112TH ST EEC",3
"112TH ST EL",2
"116TH ST EL",1
"118TH ST EL",2
"122ND ST EL",5
"135TH ST EL",5
"153RD ST EL",6
"156TH ST EL",3
"15TH ST EL",5
"186TH ST EL",9
"1ST ST EL",0
"20TH ST EL",3
"232ND PL EL",2
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",1
"28TH ST EL",6
"2ND ST EL",0
"32ND ST USC PA MAG",15
"36TH ST EEC",2
"37TH ST EEC",0
"3RD ST EL",21
"42ND ST EL",1
"49TH ST EL",7
"4TH ST EEC",1
"4TH ST EL",4
"4TH ST PC",0
"52ND ST EL",1
"54TH ST EL",3
"59TH ST EL",2
"61ST ST EL",8
"66TH ST EEC",1
"66TH ST EL",1
"6TH AVE EL",3
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",9
"7TH ST EL AI MAG",1
"92ND ST EL",7
"93RD ST EL",18
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",4
"ACAD ENRICH SCI MAG",7
"ADAMS MS",6
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",4
"ALEXANDER SCS",11
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",2
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",3
"AMANECER PC",0
"AMBLER AVE EL",5
"AMESTOY EL",15
"ANATOLA AVE EL",0
"ANDASOL AVE EL",4
"ANGELES MESA EL",3
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",1
"ANNANDALE EL",1
"ANTON EEC",2
"ANTON EL",6
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",11
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",0
"ARMINTA ST EL",4
"ARMSTRONG MS",25
"ARROYO SECO MUS/S MAG",4
"ASCOT AVE EL",7
"ATWATER AVE EL",7
"AUDUBON MS",1
"AURORA EL",2
"AVALON GARDENS EL",0
"BACA ARTS ACAD",5
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",1
"BALDWIN HILLS EL",9
"BANCROFT MS",7
"BANDINI ST EL",1
"BANNEKER CTC",4
"BANNING SH",13
"BARRETT EL",2
"BARTON HILL EL",0
"BASSETT ST EL",3
"BEACHY AVE EL",1
"BECKFORD CES",11
"BEETHOVEN ST EL",2
"BELL SH",16
"BELLINGHAM EL",8
"BELMONT SH",1
"BELVEDERE EL",5
"BELVEDERE MS",4
"BERENDO MS",10
"BERNSTEIN SH",8
"BERNSTEIN SH STEM",4
"BERTRAND AVE EL",5
"BETHUNE MS",5
"BLYTHE ST EL",0
"BONITA ST EL",3
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",13
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",16
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",5
"BRIDGE ST EL",2
"BRIDGES SCHOOL",11
"BRIGHT EL",2
"BROAD AVE EL",8
"BROADACRES AV EL",2
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",6
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",7
"BUCHANAN ST EL",4
"BUDLONG AVE EL",2
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",9
"BURKE HS",3
"BURROUGHS MS",17
"BURTON ST EL",4
"BUSHNELL WAY EL",0
"BYRD MS",7
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",5
"CAHUENGA EL",6
"CALABASH CA",3
"CALAHAN ST EL",3
"CALVERT CES",3
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",4
"CANOGA PARK EEC",0
"CANOGA PARK EL",4
"CANOGA PRK SH",19
"CANTARA ST EL",1
"CANTERBURY AVE EL",3
"CANYON CEL",12
"CAPISTRANO AVE EL",3
"CARDENAS EL",3
"CARLSON HOSPITAL",0
"CARNEGIE MS",10
"CAROLDALE LC",10
"CARPENTER COMM CHTR",7
"CARSON ACAD ED & EMP",4
"CARSON ACAD MED ARTS",9
"CARSON SH",12
"CARSON ST EL",4
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",1
"CARVER MS",3
"CASTELAR ST EEC",1
"CASTELAR ST EL",16
"CASTLE HTS EL",5
"CASTLEBAY LN CHTR",16
"CASTRO MS",3
"CATSKILL AVE EL",8
"CDS AGGELER",0
"CDS ALONZO",2
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",1
"CENTURY PARK EL",4
"CHANDLER EL",2
"CHAPMAN EL",10
"CHARNOCK ROAD EL",5
"CHASE ST EEC",0
"CHASE ST EL",13
"CHATSWORTH CHS",18
"CHATSWORTH UP/CD MAG",12
"CHAVEZ EL",1
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",5
"CHAVEZ LA TECH PREP",5
"CHEREMOYA AVE EL",1
"CHEVIOT HILLS HS",0
"CIENEGA EL",2
"CIMARRON AVE EL",1
"CITY OF ANGELS",3
"CITY TERRACE EL",4
"CLEVELAND CHS",62
"CLEVELAND EEC",2
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",1
"CLOVER AVE EL",4
"COCHRAN MS",10
"COEUR D ALENE AVE EL",6
"COHASSET ST EL",5
"COLDWATER CYN EL",3
"COLFAX CEL",15
"COLISEUM ST EL",2
"COLLINS EEC",1
"COLUMBUS AVE EL",0
