"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0072129833700663"
"Bell/Cudahy/Maywood Community of Schools","24.522492575134191"
"Boyle Heights Community of Schools","12.805122048819527"
"Canoga Park/Chatsworth Community of Schools","68.986181858724663"
"Carson Community of Schools","27.205702315205265"
"Cleveland Community of Schools","29.167540173729162"
"Downtown Community of Schools","12.429565793834936"
"Eagle Rock/Highland Park Community of Schools","50.810290420923145"
"East Los Angeles Community of Schools","17.987726835612932"
"Fairfax Community of Schools","60.601469585637453"
"Fremont Community of Schools","11.091967197355675"
"Gardena Community of Schools","39.203387172651716"
"Glassell Park/Los Feliz Community of Schools","49.166142227816238"
"H.E.E.T. (C/D) Community of Schools","34.203625584311936"
"H.E.E.T. (W) Community of Schools","21.831461120152422"
"Hamilton Community of Schools","65.350934518363616"
"Harbor City/Lomita Community of Schools","39.442210799531779"
"Historic Central Avenue Community of Schools","20.294953321607359"
"Hollywood Community of Schools","20.0213561131874"
"Huntington Park/Vernon Community of Schools","21.103807283158378"
"Kennedy/NAHS/VAAS Community of Schools","42.878582148216971"
"Kreatwn/PcoUnion Community of Schools","22.467702677401235"
"LA Mid-City Community of Schools","51.235413918100186"
"Lincoln Heights/El Sereno Community of Schools","13.180223075275549"
"MacArthur Park Community of Schools","13.08335404864391"
"Manual Arts/Vermont Square Community of Schools","32.358334232175949"
"Monroe Community of Schools","43.034444769593577"
"North Hollywood/Valley Village Community of Schools","44.582063420011671"
"Panorama City Community of Schools","43.268190668493546"
"Reseda Community of Schools","41.6440340394713"
"Rivera Community of Schools","22.214902369334244"
"San Fernando Valley/Sylmar Community of Schools","38.519365300264667"
"San Pedro Community of Schools","32.265378376964264"
"South Gate Community of Schools","22.204814743996991"
"South Mid-City Community of Schools","21.785859524777784"
"Sun Valley Community of Schools","35.325331268930995"
"Sunland/Tujunga Community of Schools","62.546910182636978"
"Taft Community of Schools","68.964526371747539"
"Van Nuys/Valley Glen Community of Schools","31.485959044490254"
"Venice Community of Schools","66.573804744151744"
"West LA Community of Schools","79.541839007317847"
"Westchester Community of Schools","75.853350189633375"
"Wilmington Community of Schools","24.984952244670826"
"District Wide","35.021520313993193"
