"School name","Cases among staff and students"
"Unassigned",37
"102ND ST EEC",0
"107TH ST EL",4
"109TH ST EL",5
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",2
"116TH ST EL",2
"118TH ST EL",0
"122ND ST EL",4
"135TH ST EL",1
"153RD ST EL",1
"156TH ST EL",3
"15TH ST EL",3
"186TH ST EL",2
"1ST ST EL",0
"20TH ST EL",0
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",4
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",2
"32ND ST USC PA MAG",0
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",1
"42ND ST EL",0
"49TH ST EL",8
"4TH ST EEC",0
"4TH ST EL",1
"4TH ST PC",0
"52ND ST EL",3
"54TH ST EL",0
"59TH ST EL",2
"61ST ST EL",6
"66TH ST EEC",0
"66TH ST EL",5
"6TH AVE EL",0
"74TH ST EL",0
"75TH ST EEC",0
"75TH ST EL",1
"7TH ST EL AI MAG",0
"92ND ST EL",4
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",3
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",3
"9TH ST EL",1
"ACAD ENRICH SCI MAG",2
"ADAMS MS",4
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",4
"ALTA CALIFORNIA EL",8
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",1
"AMESTOY EL",1
"ANATOLA AVE EL",1
"ANDASOL AVE EL",2
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",1
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",1
"APPERSON ST EL",0
"ARAGON AVE EL",3
"ARLETA SH",1
"ARLINGTON HTS EL",4
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",0
"ATWATER AVE EL",1
"AUDUBON MS",2
"AURORA EL",0
"AVALON GARDENS EL",0
"BACA ARTS ACAD",3
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",0
"BALDWIN HILLS EL",1
"BANCROFT MS",1
"BANDINI ST EL",2
"BANNEKER CTC",1
"BANNING SH",2
"BARRETT EL",2
"BARTON HILL EL",3
"BASSETT ST EL",0
"BEACHY AVE EL",0
"BECKFORD CES",2
"BEETHOVEN ST EL",1
"BELL SH",5
"BELLINGHAM EL",1
"BELMONT SH",0
"BELVEDERE EL",0
"BELVEDERE MS",0
"BERENDO MS",0
"BERNSTEIN SH",1
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",3
"BETHUNE MS",1
"BLYTHE ST EL",1
"BONITA ST EL",1
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",2
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",1
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",4
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",4
"BRIDGE ST EL",0
"BRIDGES SCHOOL",2
"BRIGHT EL",3
"BROAD AVE EL",1
"BROADACRES AV EL",6
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",1
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",3
"BUCHANAN ST EL",0
"BUDLONG AVE EL",0
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",1
"BURKE HS",0
"BURROUGHS MS",2
"BURTON ST EL",1
"BUSHNELL WAY EL",1
"BYRD MS",1
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",2
"CALAHAN ST EL",0
"CALVERT CES",2
"CAMELLIA AVE EL",6
"CANFIELD AVE EL",2
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",4
"CANTARA ST EL",3
"CANTERBURY AVE EL",3
"CANYON CEL",0
"CAPISTRANO AVE EL",0
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",5
"CAROLDALE LC",4
"CARPENTER COMM CHTR",1
"CARSON ACAD ED & EMP",0
"CARSON ACAD MED ARTS",1
"CARSON SH",0
"CARSON ST EL",0
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",0
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",1
"CASTRO MS",0
"CATSKILL AVE EL",0
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",2
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",1
"CHANDLER EL",1
"CHAPMAN EL",1
"CHARNOCK ROAD EL",6
"CHASE ST EEC",0
"CHASE ST EL",2
"CHATSWORTH CHS",6
"CHATSWORTH UP/CD MAG",0
"CHAVEZ EL",1
"CHAVEZ LA ARTES MAG",2
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",0
"CHAVEZ LA TECH PREP",2
"CHEREMOYA AVE EL",1
"CHEVIOT HILLS HS",0
"CIENEGA EL",1
"CIMARRON AVE EL",1
"CITY OF ANGELS",0
"CITY TERRACE EL",2
"CLEVELAND CHS",7
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",3
"CLOVER AVE EL",0
"COCHRAN MS",5
"COEUR D ALENE AVE EL",1
"COHASSET ST EL",4
"COLDWATER CYN EL",2
"COLFAX CEL",3
"COLISEUM ST EL",0
"COLLINS EEC",0
"COLUMBUS AVE EL",0
"COLUMBUS MS",0
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",1
"COMPTON AVE EL",0
"CONTRERAS LC ALC",0
"CONTRERAS LC BUS TR",0
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",1
"CORONA AVE EL",3
"CORTINES SCH OF VAPA",1
"COUGHLIN EL",2
"COWAN AVE EL",9
"CRENSHAW ARTS TECH",4
"CRENSHAW MAG STEMM",2
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",0
"CRUZ EEC",0
"CURTISS MS",2
"DACOTAH EEC",0
"DAHLIA HTS EL",4
"DANA MS",5
"DANUBE AVE EL",0
"DARBY AVE EL",0
"DAYTON EEC",0
"DAYTON HEIGHTS EL",1
"DBM",1
"DE LA TORRE JR EL",2
"DEARBORN EL CA",1
"DEL AMO EL",1
"DEL OLMO EL",1
"DELEVAN DRIVE EL",1
"DENA EL",1
"DENKER AVE EL",0
"DIXIE CYN CC",1
"DODSON MS",2
"DOLORES ST EEC",0
"DOLORES ST EL",1
"DOMINGUEZ EL",3
"DORRIS PLACE EL",0
"DORSEY SH",0
"DREW MS",0
"DREW MS UP PBLC SRVC",0
"DYER ST EL",2
"DYMALLY SH",3
"EAGLE ROCK EL",1
"EAGLE ROCK HS",2
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",4
"EAST VALLEY SH",0
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",2
"EDISON MS",0
"EINSTEIN HS",0
"EL DORADO AVE EL",2
"EL ORO WAY CES",2
"EL SERENO EEC",0
"EL SERENO EL",0
"EL SERENO MS",3
"ELA OCC CTR",0
"ELEMENTARY CDS",0
"ELIZABETH LC",2
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",0
"EMELITA ST EL",2
"EMERSON CC",1
"ENADIA WAY",0
"ENCINO CEL",2
"ERWIN EL",3
"ESCALANTE EEC",0
"ESCALANTE EL",2
"ESCUTIA PC",0
"ESHELMAN AVE EL",4
"ESPERANZA EL",1
"ESTRELLA EEC",1
"ESTRELLA EL",4
"EUCLID AVE EL",3
"EVANS CAS",2
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",2
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",4
"FAIRBURN AVE EL",1
"FAIRFAX SH",8
"FARMDALE EL",0
"FERNANGELES EL",3
"FIGUEROA ST EL",0
"FISHBURN AVE EL",0
"FLEMING MS",2
"FLETCHER DR EL",0
"FLORENCE AVE EL",2
"FLOURNOY EL",1
"FORD BLVD EL",2
"FOSHAY LC",2
"FRANKLIN AVE EL",0
"FRANKLIN HS",1
"FREMONT SH",5
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",0
"FROST MS",4
"FULLBRIGHT AVE EL",2
"FULTON COLLEGE PREP",4
"GAGE MS",5
"GAL KING SCH FOR STEM",2
"GARCETTI LA",1
"GARDEN GROVE EL",1
"GARDENA EEC",0
"GARDENA EL",2
"GARDENA SH",2
"GARDNER ST EL",3
"GARFIELD SH",6
"GARVANZA EL T/L MAG",0
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",2
"GAULT ST EL",2
"GERMAIN ACAD AA",1
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",0
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",0
"GLEN ALTA EL",0
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",0
"GLENWOOD EL",2
"GOMPERS MS",1
"GOMPERS MS UP MED MAG",0
"GRAHAM EEC",1
"GRAHAM EL",2
"GRANADA EL",0
"GRAND VW BL EL",1
"GRANT EEC",0
"GRANT EL",0
"GRANT SH",5
"GRAPE ST EL",1
"GRATTS EEC",0
"GRATTS LA FOR YS",1
"GREY HS",0
"GRIDLEY ST EL",3
"GRIFFIN AVE EL",2
"GRIFFITH JOYNER EL",1
"GRIFFITH MS STEAM MG",4
"GULF AVE EL",0
"HADDON AVE EEC",0
"HADDON AVE EL",5
"HALE CA",5
"HALLDALE EL",1
"HAMASAKI MED/SCI MAG",0
"HAMILTON SH",8
"HAMLIN CA",0
"HANCOCK PARK EL",1
"HARBOR CITY EL",0
"HARBOR OCC CTR",0
"HARDING ST EL",0
"HARMONY EL",0
"HARRISON ST EL",3
"HART ST EL",4
"HARTE PREP MS",0
"HARVARD EL",0
"HASKELL EL STEAM MAG",0
"HAWAIIAN AVE EEC",0
"HAWAIIAN AVE EL",0
"HAWKINS SH C/DAGS",1
"HAYNES CES",0
"HAZELTINE AVE EL",2
