"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","66.633013629480061"
"Bell/Cudahy/Maywood Community of Schools","63.151032824956204"
"Boyle Heights Community of Schools","52.91590320338662"
"Canoga Park/Chatsworth Community of Schools","45.074094877502482"
"Carson Community of Schools","57.28105906313646"
"Cleveland Community of Schools","55.543920672354609"
"Downtown Community of Schools","39.061526059024459"
"Eagle Rock/Highland Park Community of Schools","41.41808472201415"
"East Los Angeles Community of Schools","54.945054945054949"
"Fairfax Community of Schools","52.882072977260705"
"Fremont Community of Schools","52.602723487486479"
"Gardena Community of Schools","65.365369877834368"
"Glassell Park/Los Feliz Community of Schools","53.125030743652054"
"H.E.E.T. (C/D) Community of Schools","34.749034749034749"
"H.E.E.T. (W) Community of Schools","46.044202434336967"
"Hamilton Community of Schools","46.251274874884373"
"Harbor City/Lomita Community of Schools","54.559526981589329"
"Historic Central Avenue Community of Schools","64.97914848220347"
"Hollywood Community of Schools","31.57169645248938"
"Huntington Park/Vernon Community of Schools","68.801601200900677"
"Kennedy/NAHS/VAAS Community of Schools","56.167393050884812"
"Kreatwn/PcoUnion Community of Schools","59.020263623844187"
"LA Mid-City Community of Schools","57.686391139370322"
"Lincoln Heights/El Sereno Community of Schools","47.527997814804692"
"MacArthur Park Community of Schools","43.389652225363228"
"Manual Arts/Vermont Square Community of Schools","63.224238592470385"
"Monroe Community of Schools","42.135676879552157"
"North Hollywood/Valley Village Community of Schools","47.840682418954643"
"Panorama City Community of Schools","64.3243088710369"
"Reseda Community of Schools","44.061182098571159"
"Rivera Community of Schools","61.823094360359953"
"San Fernando Valley/Sylmar Community of Schools","67.306074373212184"
"San Pedro Community of Schools","80.470710391970229"
"South Gate Community of Schools","49.857506016754584"
"South Mid-City Community of Schools","78.7493437554687"
"Sun Valley Community of Schools","63.274452939625625"
"Sunland/Tujunga Community of Schools","65.197221595325857"
"Taft Community of Schools","66.485083749758729"
"Van Nuys/Valley Glen Community of Schools","62.729317078944248"
"Venice Community of Schools","41.109969167523118"
"West LA Community of Schools","35.871222311900276"
"Westchester Community of Schools","53.409293217019759"
"Wilmington Community of Schools","72.660392139053826"
"District Wide","55.193506189588291"
