"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","45.405528123048988"
"Bell/Cudahy/Maywood Community of Schools","88.15187674068018"
"Boyle Heights Community of Schools","71.7299900035865"
"Canoga Park/Chatsworth Community of Schools","72.8798306652978"
"Carson Community of Schools","42.35880398671096"
"Cleveland Community of Schools","105.1100291785441"
"Downtown Community of Schools","73.494143677182777"
"Eagle Rock/Highland Park Community of Schools","111.60714285714286"
"East Los Angeles Community of Schools","62.87269898885144"
"Fairfax Community of Schools","68.247054336698852"
"Fremont Community of Schools","46.620366244112468"
"Gardena Community of Schools","63.830663427088908"
"Glassell Park/Los Feliz Community of Schools","85.887888893965012"
"H.E.E.T. (C/D) Community of Schools",21.034180543383
"H.E.E.T. (W) Community of Schools","16.479291024279487"
"Hamilton Community of Schools","84.427047355898381"
"Harbor City/Lomita Community of Schools","51.866608513196518"
"Historic Central Avenue Community of Schools","65.489647253023293"
"Hollywood Community of Schools","50.363071964251375"
"Huntington Park/Vernon Community of Schools","102.24721598612994"
"Kennedy/NAHS/VAAS Community of Schools","81.190798376184034"
"Kreatwn/PcoUnion Community of Schools","65.563312896480838"
"LA Mid-City Community of Schools","42.401628222523748"
"Lincoln Heights/El Sereno Community of Schools","55.751719011336185"
"MacArthur Park Community of Schools","45.572504588898028"
"Manual Arts/Vermont Square Community of Schools","61.131944634531337"
"Monroe Community of Schools","68.199372237103745"
"North Hollywood/Valley Village Community of Schools","91.280109234378656"
"Panorama City Community of Schools","70.061033939181627"
"Reseda Community of Schools","52.7086383601757"
"Rivera Community of Schools","42.531774780075281"
"San Fernando Valley/Sylmar Community of Schools","94.789997070127356"
"San Pedro Community of Schools","45.672527974423382"
"SO Los Angeles Community of Schools","34.765892614292873"
"South Gate Community of Schools","73.159064689496049"
"South Mid-City Community of Schools","39.463299131807425"
"Sun Valley Community of Schools","64.277679575767323"
"Sunland/Tujunga Community of Schools","70.642389991568493"
"Taft Community of Schools","76.619893900926584"
"Van Nuys/Valley Glen Community of Schools","62.479611188826652"
"Venice Community of Schools","49.940166027495358"
"West LA Community of Schools","38.085790457295204"
"Westchester Community of Schools","22.643389262504815"
"Wilmington Community of Schools","56.23461505814447"
"District Wide","65.387917116237318"
