"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.6541026437432627"
"Bell/Cudahy/Maywood Community of Schools","12.58209819069428"
"Boyle Heights Community of Schools","5.2614963695675048"
"Canoga Park/Chatsworth Community of Schools","8.7393489185055717"
"Carson Community of Schools","5.7231156641675724"
"Cleveland Community of Schools","29.751574354142907"
"Downtown Community of Schools","6.0411097518614172"
"Eagle Rock/Highland Park Community of Schools","6.70690811535882"
"East Los Angeles Community of Schools","15.253009291624826"
"Fairfax Community of Schools","4.9534376857539133"
"Fremont Community of Schools","7.2991247685845675"
"Gardena Community of Schools","2.9991002699190239"
"Glassell Park/Los Feliz Community of Schools","9.92251418468505"
"H.E.E.T. (C/D) Community of Schools","6.7777081179998984"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","5.3965375814877179"
"Harbor City/Lomita Community of Schools","2.3161015378914209"
"Historic Central Avenue Community of Schools","12.40079365079365"
"Hollywood Community of Schools","5.4064769593973585"
"Huntington Park/Vernon Community of Schools","2.1831360020958104"
"Kennedy/NAHS/VAAS Community of Schools","10.85880361534285"
"Kreatwn/PcoUnion Community of Schools","6.9728928789331475"
"LA Mid-City Community of Schools","11.905754050932815"
"Lincoln Heights/El Sereno Community of Schools","7.7580722742013064"
"MacArthur Park Community of Schools","6.1746690377395774"
"Manual Arts/Vermont Square Community of Schools","4.4559308439533023"
"Monroe Community of Schools","5.6205035971223021"
"North Hollywood/Valley Village Community of Schools","24.349391634139323"
"Panorama City Community of Schools","18.577001671930152"
"Reseda Community of Schools","8.2248340639727591"
"Rivera Community of Schools","6.2486114196845151"
"San Fernando Valley/Sylmar Community of Schools","7.344549779098541"
"San Pedro Community of Schools","8.8351994345472367"
"SO Los Angeles Community of Schools","4.988377081400337"
"South Gate Community of Schools","7.2074469559624985"
"South Mid-City Community of Schools","1.281115082567867"
"Sun Valley Community of Schools","7.5713253260832163"
"Sunland/Tujunga Community of Schools","4.4705724568030938"
"Taft Community of Schools","10.269180904458109"
"Van Nuys/Valley Glen Community of Schools","11.966407031895914"
"Venice Community of Schools","16.737802326554522"
"West LA Community of Schools","16.703296703296704"
"Westchester Community of Schools","8.95235111121058"
"Wilmington Community of Schools","5.2416945350092785"
"District Wide","8.9513243223335159"
