"School name","Cases among staff and students"
"Unassigned",36
"102ND ST EEC",0
"107TH ST EL",7
"109TH ST EL",1
"10TH ST EL",1
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",5
"122ND ST EL",0
"135TH ST EL",8
"153RD ST EL",1
"156TH ST EL",0
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",0
"20TH ST EL",2
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",0
"32ND ST USC PA MAG",0
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",1
"4TH ST EL",0
"4TH ST PC",0
"52ND ST EL",6
"54TH ST EL",1
"59TH ST EL",2
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",0
"74TH ST EL",0
"75TH ST EEC",0
"75TH ST EL",0
"7TH ST EL AI MAG",4
"92ND ST EL",1
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",0
"ACAD ENRICH SCI MAG",0
"ADAMS MS",1
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",0
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",1
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",1
"ANATOLA AVE EL",0
"ANDASOL AVE EL",1
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",0
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",1
"ANTON EL",1
"APPERSON ST EL",4
"ARAGON AVE EL",0
"ARLETA SH",0
"ARLINGTON HTS EL",3
"ARMINTA ST EEC",0
"ARMINTA ST EL",2
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",1
"ATWATER AVE EL",1
"AUDUBON MS",5
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",0
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",1
"BANCROFT MS",1
"BANDINI ST EL",0
"BANNEKER CTC",0
"BANNING SH",9
"BARRETT EL",0
"BARTON HILL EL",3
"BASSETT ST EL",3
"BEACHY AVE EL",0
"BECKFORD CES",1
"BEETHOVEN ST EL",1
"BELL SH",3
"BELLINGHAM EL",1
"BELMONT SH",0
"BELVEDERE EL",2
"BELVEDERE MS",0
"BERENDO MS",0
"BERNSTEIN SH",2
"BERNSTEIN SH STEM",0
"BERTRAND AVE EL",1
"BETHUNE MS",3
"BLYTHE ST EL",1
"BONITA ST EL",0
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",0
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",1
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",2
"BRIDGES SCHOOL",1
"BRIGHT EL",0
"BROAD AVE EL",1
"BROADACRES AV EL",0
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",3
"BUCHANAN ST EL",0
"BUDLONG AVE EL",3
"BURBANK BLVD EL",1
"BURBANK MS A/T/C MAG",1
"BURKE HS",0
"BURROUGHS MS",3
"BURTON ST EL",4
"BUSHNELL WAY EL",0
"BYRD MS",2
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",2
"CALAHAN ST EL",1
"CALVERT CES",0
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",0
"CANTARA ST EL",2
"CANTERBURY AVE EL",1
"CANYON CEL",0
"CAPISTRANO AVE EL",2
"CARDENAS EL",1
"CARLSON HOSPITAL",1
"CARNEGIE MS",2
"CAROLDALE LC",4
"CARPENTER COMM CHTR",0
"CARSON ACAD ED & EMP",3
"CARSON ACAD MED ARTS",5
"CARSON SH",7
"CARSON ST EL",0
"CARSON-GORE ACADEMY",0
"CARTHAY EL ES MAG",2
"CARVER MS",1
