"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","14.218683349921799"
"Bell/Cudahy/Maywood Community of Schools","2.9095141111434386"
"Boyle Heights Community of Schools","8.0412426400293064"
"Canoga Park/Chatsworth Community of Schools","9.4525518254331811"
"Carson Community of Schools","15.922970289610729"
"Cleveland Community of Schools","12.3545959096784"
"Downtown Community of Schools","4.7147571900047156"
"Eagle Rock/Highland Park Community of Schools","14.883019466989463"
"East Los Angeles Community of Schools","6.0600092415140931"
"Fairfax Community of Schools","9.3692174361136473"
"Fremont Community of Schools","9.1648527895520679"
"Gardena Community of Schools","11.585203378245305"
"Glassell Park/Los Feliz Community of Schools","9.20207762463703"
"H.E.E.T. (C/D) Community of Schools","34.779584383966615"
"H.E.E.T. (W) Community of Schools","6.2174877204617527"
"Hamilton Community of Schools","15.12783016489335"
"Harbor City/Lomita Community of Schools","5.4344134230011543"
"Historic Central Avenue Community of Schools","3.9776456315506854"
"Hollywood Community of Schools","7.0529322565856756"
"Huntington Park/Vernon Community of Schools","3.2207675088973704"
"Kennedy/NAHS/VAAS Community of Schools","5.1714330040854319"
"Kreatwn/PcoUnion Community of Schools","10.904368686618357"
"LA Mid-City Community of Schools","6.9274145503415214"
"Lincoln Heights/El Sereno Community of Schools","1.9585569352501078"
"MacArthur Park Community of Schools","8.5543199315654412"
"Manual Arts/Vermont Square Community of Schools","7.3195725369638414"
"Monroe Community of Schools",0
"North Hollywood/Valley Village Community of Schools","12.481693516176275"
"Panorama City Community of Schools","4.4750070854278849"
"Reseda Community of Schools","13.296104241457254"
"Rivera Community of Schools","7.0349873370227929"
"San Fernando Valley/Sylmar Community of Schools","3.2112831645268818"
"San Pedro Community of Schools","7.3737476150535057"
"South Gate Community of Schools","8.5590508670976924"
"South Mid-City Community of Schools","4.5136538027533293"
"Sun Valley Community of Schools","6.1612870928737014"
"Sunland/Tujunga Community of Schools",2.5315814789499
"Taft Community of Schools","12.606132512698824"
"Van Nuys/Valley Glen Community of Schools","10.407865897709044"
"Venice Community of Schools","9.0024194002138067"
"West LA Community of Schools","16.394450478513026"
"Westchester Community of Schools","25.974025974025974"
"Wilmington Community of Schools","9.377674102380757"
"District Wide","8.5435943199069868"
