"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","26.288117770767617"
"Bell/Cudahy/Maywood Community of Schools","52.78521505205385"
"Boyle Heights Community of Schools","50.159979936008028"
"Canoga Park/Chatsworth Community of Schools","40.439016068190291"
"Carson Community of Schools","38.024699522211385"
"Cleveland Community of Schools","47.772702510162176"
"Downtown Community of Schools","56.884570444622106"
"Eagle Rock/Highland Park Community of Schools","49.758376696212459"
"East Los Angeles Community of Schools","55.959349070560236"
"Fairfax Community of Schools","31.950157753903909"
"Fremont Community of Schools","29.798588630483955"
"Gardena Community of Schools","37.709312161762753"
"Glassell Park/Los Feliz Community of Schools","46.391049256378771"
"H.E.E.T. (C/D) Community of Schools","17.347558331164887"
"H.E.E.T. (W) Community of Schools","19.818748536115162"
"Hamilton Community of Schools","51.3050027835693"
"Harbor City/Lomita Community of Schools","38.581600084178035"
"Historic Central Avenue Community of Schools","43.771885942971487"
"Hollywood Community of Schools","26.385944480333372"
"Huntington Park/Vernon Community of Schools","61.862047633776676"
"Kennedy/NAHS/VAAS Community of Schools","47.544090719264993"
"Kreatwn/PcoUnion Community of Schools","35.247259525571884"
"LA Mid-City Community of Schools","36.151111646683134"
"Lincoln Heights/El Sereno Community of Schools","29.008132825603106"
"MacArthur Park Community of Schools","35.137034434293746"
"Manual Arts/Vermont Square Community of Schools","45.276731382208062"
"Monroe Community of Schools","42.398101869593226"
"North Hollywood/Valley Village Community of Schools","52.543085329970573"
"Panorama City Community of Schools","45.5941317670408"
"Reseda Community of Schools","29.992751751660016"
"Rivera Community of Schools","47.133641460720796"
"San Fernando Valley/Sylmar Community of Schools","45.166343641550746"
"San Pedro Community of Schools","49.496113337985427"
"SO Los Angeles Community of Schools","29.392388384938933"
"South Gate Community of Schools","45.344365262857366"
"South Mid-City Community of Schools","33.998038574697617"
"Sun Valley Community of Schools","40.368888115538539"
"Sunland/Tujunga Community of Schools","90.861595075301551"
"Taft Community of Schools","36.18599601954044"
"Van Nuys/Valley Glen Community of Schools","41.307293215690159"
"Venice Community of Schools","41.271925710533722"
"West LA Community of Schools","18.539117538005193"
"Westchester Community of Schools","45.072453969756388"
"Wilmington Community of Schools","40.238465855543907"
"District Wide","41.917532296665705"
