"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0122775693622481"
"Bell/Cudahy/Maywood Community of Schools","21.793614470960012"
"Boyle Heights Community of Schools","12.799385629489786"
"Canoga Park/Chatsworth Community of Schools","51.557884175909926"
"Carson Community of Schools","28.125056703743354"
"Cleveland Community of Schools","31.914214591178911"
"Downtown Community of Schools","14.089292966127683"
"Eagle Rock/Highland Park Community of Schools","50.819803675074226"
"East Los Angeles Community of Schools","17.286682339925321"
"Fairfax Community of Schools","55.182263771220832"
"Fremont Community of Schools","10.35679146600383"
"Gardena Community of Schools","38.122147846659267"
"Glassell Park/Los Feliz Community of Schools","48.13643240269564"
"H.E.E.T. (C/D) Community of Schools","32.320620555914672"
"H.E.E.T. (W) Community of Schools","25.804402628079163"
"Hamilton Community of Schools","53.495643077069396"
"Harbor City/Lomita Community of Schools","34.368197960820254"
"Historic Central Avenue Community of Schools","18.36210062431142"
"Hollywood Community of Schools","29.577048210588583"
"Huntington Park/Vernon Community of Schools","21.121141480357341"
"Kennedy/NAHS/VAAS Community of Schools","48.598157558085518"
"Kreatwn/PcoUnion Community of Schools","20.583254586791163"
"LA Mid-City Community of Schools","35.890533871691339"
"Lincoln Heights/El Sereno Community of Schools","12.083264678420388"
"MacArthur Park Community of Schools","14.383785550833606"
"Manual Arts/Vermont Square Community of Schools","34.31237990667033"
"Monroe Community of Schools","38.724001135904032"
"North Hollywood/Valley Village Community of Schools","38.129852429358365"
"Panorama City Community of Schools","43.25945579604609"
"Reseda Community of Schools","36.189269881480143"
"Rivera Community of Schools","19.923218979164911"
"San Fernando Valley/Sylmar Community of Schools","34.788658897199511"
"San Pedro Community of Schools","33.153605890872292"
"South Gate Community of Schools","22.818659496262676"
"South Mid-City Community of Schools","15.974672882266661"
"Sun Valley Community of Schools","31.583934305416644"
"Sunland/Tujunga Community of Schools","57.482755173447963"
"Taft Community of Schools","74.73787845033884"
"Van Nuys/Valley Glen Community of Schools","35.0635303626401"
"Venice Community of Schools","59.404318079396944"
"West LA Community of Schools","79.508636625653466"
"Westchester Community of Schools","73.389851954953812"
"Wilmington Community of Schools","17.044679787282398"
"District Wide","33.298070201919757"
