"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","18.31240970964657"
"Bell/Cudahy/Maywood Community of Schools","18.49235526033538"
"Boyle Heights Community of Schools","19.3698347107438"
"Canoga Park/Chatsworth Community of Schools","18.347950533925363"
"Carson Community of Schools","21.726603753979276"
"Cleveland Community of Schools","9.575517317323067"
"Downtown Community of Schools","15.536394002951914"
"Eagle Rock/Highland Park Community of Schools","12.183978068839476"
"East Los Angeles Community of Schools","14.70042089626145"
"Fairfax Community of Schools","11.933601441579054"
"Fremont Community of Schools","21.58778131577527"
"Gardena Community of Schools","23.308393352446217"
"Glassell Park/Los Feliz Community of Schools","13.402200022680645"
"H.E.E.T. (C/D) Community of Schools","15.607928827844544"
"H.E.E.T. (W) Community of Schools","18.758597690608195"
"Hamilton Community of Schools","23.078698361412417"
"Harbor City/Lomita Community of Schools","24.863939000469653"
"Historic Central Avenue Community of Schools","25.972209735582929"
"Hollywood Community of Schools","16.108447021795968"
"Huntington Park/Vernon Community of Schools","9.7181729834791053"
"Kennedy/NAHS/VAAS Community of Schools","26.024046218706083"
"Kreatwn/PcoUnion Community of Schools","16.054746686199941"
"LA Mid-City Community of Schools","18.320438563113914"
"Lincoln Heights/El Sereno Community of Schools","8.1726054266100032"
"MacArthur Park Community of Schools","23.23825015976297"
"Manual Arts/Vermont Square Community of Schools","10.578092769873592"
"Monroe Community of Schools","21.310034362430407"
"North Hollywood/Valley Village Community of Schools","19.255240774228117"
"Panorama City Community of Schools","9.0330156722821915"
"Reseda Community of Schools","24.966631137230049"
"Rivera Community of Schools","29.151303142037754"
"San Fernando Valley/Sylmar Community of Schools","18.065215427693975"
"San Pedro Community of Schools","15.906283917811296"
"South Gate Community of Schools","15.395531279703334"
"South Mid-City Community of Schools","24.238751704287232"
"Sun Valley Community of Schools","24.72378892065209"
"Sunland/Tujunga Community of Schools","27.886931169983519"
"Taft Community of Schools","33.64687233628927"
"Van Nuys/Valley Glen Community of Schools","12.947218505890985"
"Venice Community of Schools","18.436153296614663"
"West LA Community of Schools","13.408005610734657"
"Westchester Community of Schools","23.530642125078433"
"Wilmington Community of Schools","24.865312888520513"
"District Wide","18.666184998609321"
