"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.070290628587541"
"Bell/Cudahy/Maywood Community of Schools","16.215339711366955"
"Boyle Heights Community of Schools","15.651289274954024"
"Canoga Park/Chatsworth Community of Schools","10.353467376224298"
"Carson Community of Schools","12.679896024852596"
"Cleveland Community of Schools","14.501422952127177"
"Downtown Community of Schools","16.403392221511407"
"Eagle Rock/Highland Park Community of Schools","16.588960483349922"
"East Los Angeles Community of Schools","12.269436832849371"
"Fairfax Community of Schools","16.099602876462381"
"Fremont Community of Schools","18.435082699780992"
"Gardena Community of Schools","15.680125441003527"
"Glassell Park/Los Feliz Community of Schools","16.669444907484582"
"H.E.E.T. (C/D) Community of Schools","13.335111348179757"
"H.E.E.T. (W) Community of Schools","9.9454986673031787"
"Hamilton Community of Schools","9.4419790388065348"
"Harbor City/Lomita Community of Schools","6.3211125158027812"
"Historic Central Avenue Community of Schools","9.644689633887582"
"Hollywood Community of Schools","5.6618195200664321"
"Huntington Park/Vernon Community of Schools","15.577901189372755"
"Kennedy/NAHS/VAAS Community of Schools","17.721572825031366"
"Kreatwn/PcoUnion Community of Schools",14.903268473067
"LA Mid-City Community of Schools","15.287013681877244"
"Lincoln Heights/El Sereno Community of Schools","4.8662589823030382"
"MacArthur Park Community of Schools","13.049889728431795"
"Manual Arts/Vermont Square Community of Schools","11.769090445460074"
"Monroe Community of Schools","14.541473136766831"
"North Hollywood/Valley Village Community of Schools","12.122289658070615"
"Panorama City Community of Schools","17.124020720065072"
"Reseda Community of Schools","8.070518396298322"
"Rivera Community of Schools","17.501407721925457"
"San Fernando Valley/Sylmar Community of Schools","14.884182455269931"
"San Pedro Community of Schools","13.77932412415171"
"South Gate Community of Schools","17.769063447811035"
"South Mid-City Community of Schools","14.49884734163634"
"Sun Valley Community of Schools","14.26019604016872"
"Sunland/Tujunga Community of Schools","5.0011252531819661"
"Taft Community of Schools","35.619892997841433"
"Van Nuys/Valley Glen Community of Schools","14.151277152763038"
"Venice Community of Schools","21.425510641336952"
"West LA Community of Schools","25.867300747167032"
"Westchester Community of Schools","2.5266562231542773"
"Wilmington Community of Schools","16.97178158448553"
"District Wide","14.585182398430291"
