"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","54.021608643457384"
"Bell/Cudahy/Maywood Community of Schools","68.147279901322733"
"Boyle Heights Community of Schools","112.84391008207568"
"Canoga Park/Chatsworth Community of Schools","105.2778358781287"
"Carson Community of Schools","139.93368747548931"
"Cleveland Community of Schools","81.351689612015008"
"Downtown Community of Schools","73.209453067805114"
"Eagle Rock/Highland Park Community of Schools","73.765975221742309"
"East Los Angeles Community of Schools","101.05384726432798"
"Fairfax Community of Schools","78.516254986843222"
"Fremont Community of Schools","101.615689462453"
"Gardena Community of Schools","124.87705687984176"
"Glassell Park/Los Feliz Community of Schools","102.01305767138194"
"H.E.E.T. (C/D) Community of Schools","45.696007311361164"
"H.E.E.T. (W) Community of Schools","140.67103887463171"
"Hamilton Community of Schools","84.898779131640936"
"Harbor City/Lomita Community of Schools","84.58314396808565"
"Historic Central Avenue Community of Schools","95.250795344141125"
"Hollywood Community of Schools","66.983722955321852"
"Huntington Park/Vernon Community of Schools","84.2630880861356"
"Kennedy/NAHS/VAAS Community of Schools","109.2487709513268"
"Kreatwn/PcoUnion Community of Schools","73.379156604124091"
"LA Mid-City Community of Schools","118.22660098522168"
"Lincoln Heights/El Sereno Community of Schools","63.970781208993095"
"MacArthur Park Community of Schools",75.475626577831
"Manual Arts/Vermont Square Community of Schools","70.774152891560419"
"Monroe Community of Schools","83.636056433217874"
"North Hollywood/Valley Village Community of Schools","128.30755077831844"
"Panorama City Community of Schools","71.065989847715727"
"Reseda Community of Schools","93.53527359067526"
"Rivera Community of Schools","64.886486816592623"
"San Fernando Valley/Sylmar Community of Schools","90.225563909774436"
"San Pedro Community of Schools","120.06274812237636"
"SO Los Angeles Community of Schools","121.44553003862187"
"South Gate Community of Schools","62.1435882438953"
"South Mid-City Community of Schools","84.7816871555744"
"Sun Valley Community of Schools","90.415913200723338"
"Sunland/Tujunga Community of Schools","128.4997652408135"
"Taft Community of Schools","94.80868186982984"
"Van Nuys/Valley Glen Community of Schools","88.95801299611766"
"Venice Community of Schools","97.421441008208276"
"West LA Community of Schools","121.0987496307965"
"Westchester Community of Schools","132.44021088556656"
"Wilmington Community of Schools","97.769491371273958"
"District Wide","91.899988070674638"
