"School name","Cases among staff and students"
"Unassigned",368
"102ND ST EEC",2
"107TH ST EL",12
"109TH ST EL",5
"10TH ST EL",8
"112TH ST EEC",1
"112TH ST EL",1
"116TH ST EL",4
"118TH ST EL",2
"122ND ST EL",3
"135TH ST EL",10
"153RD ST EL",7
"156TH ST EL",4
"15TH ST EL",8
"186TH ST EL",21
"1ST ST EL",9
"20TH ST EL",7
"232ND PL EL",2
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",1
"28TH ST EL",5
"2ND ST EL",0
"32ND ST USC PA MAG",7
"36TH ST EEC",2
"37TH ST EEC",1
"3RD ST EL",10
"42ND ST EL",1
"49TH ST EL",7
"4TH ST EEC",2
"4TH ST EL",2
"4TH ST PC",1
"52ND ST EL",10
"54TH ST EL",3
"59TH ST EL",2
"61ST ST EL",4
"66TH ST EEC",1
"66TH ST EL",3
"6TH AVE EL",13
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",13
"7TH ST EL AI MAG",0
"92ND ST EL",0
"93RD ST EL",10
"95TH ST EEC",1
"95TH ST EL",9
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",12
"9TH ST EL",4
"ACAD ENRICH SCI MAG",12
"ADAMS MS",18
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",6
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",4
"AMANECER PC",0
"AMBLER AVE EL",2
"AMESTOY EL",13
"ANATOLA AVE EL",1
"ANDASOL AVE EL",7
"ANGELES MESA EL",3
"ANGELOU COMMUNITY SH",8
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",2
"ANNANDALE EL",0
"ANTON EEC",1
"ANTON EL",5
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",14
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",1
"ARMINTA ST EL",6
"ARMSTRONG MS",10
"ARROYO SECO MUS/S MAG",5
"ASCOT AVE EL",3
"ATWATER AVE EL",6
"AUDUBON MS",3
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",5
"BAKEWELL PC",3
"BALA",0
"BALBOA EL G/HG/HA MAG",8
"BALDWIN HILLS EL",4
"BANCROFT MS",4
"BANDINI ST EL",1
"BANNEKER CTC",9
"BANNING SH",38
"BARRETT EL",5
"BARTON HILL EL",3
"BASSETT ST EL",5
"BEACHY AVE EL",0
"BECKFORD CES",20
"BEETHOVEN ST EL",3
"BELL SH",18
"BELLINGHAM EL",8
"BELMONT SH",2
"BELVEDERE EL",2
"BELVEDERE MS",11
"BERENDO MS",10
"BERNSTEIN SH",16
"BERNSTEIN SH STEM",9
"BERTRAND AVE EL",5
"BETHUNE MS",4
"BLYTHE ST EL",1
"BONITA ST EL",6
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",3
"BRADDOCK DR EL",10
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",3
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",17
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",6
"BRIDGE ST EL",5
"BRIDGES SCHOOL",12
"BRIGHT EL",4
"BROAD AVE EL",3
"BROADACRES AV EL",11
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",7
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",18
"BUCHANAN ST EL",3
"BUDLONG AVE EL",4
"BURBANK BLVD EL",4
"BURBANK MS A/T/C MAG",9
"BURKE HS",1
"BURROUGHS MS",22
"BURTON ST EL",6
"BUSHNELL WAY EL",1
"BYRD MS",7
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",6
"CAHUENGA EL",5
"CALABASH CA",4
"CALAHAN ST EL",10
"CALVERT CES",3
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",6
"CANOGA PARK EEC",3
"CANOGA PARK EL",5
"CANOGA PRK SH",18
"CANTARA ST EL",1
"CANTERBURY AVE EL",9
"CANYON CEL",5
"CAPISTRANO AVE EL",1
"CARDENAS EL",2
"CARLSON HOSPITAL",1
"CARNEGIE MS",3
"CAROLDALE LC",9
"CARPENTER COMM CHTR",6
"CARSON ACAD ED & EMP",8
"CARSON ACAD MED ARTS",7
"CARSON SH",19
"CARSON ST EL",10
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",3
"CARVER MS",5
"CASTELAR ST EEC",0
"CASTELAR ST EL",13
"CASTLE HTS EL",2
"CASTLEBAY LN CHTR",12
"CASTRO MS",2
"CATSKILL AVE EL",10
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",1
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",6
"CHANDLER EL",2
"CHAPMAN EL",3
"CHARNOCK ROAD EL",8
"CHASE ST EEC",0
"CHASE ST EL",16
"CHATSWORTH CHS",24
"CHATSWORTH UP/CD MAG",17
"CHAVEZ EL",6
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",5
"CHAVEZ LA TECH PREP",3
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",0
"CIENEGA EL",22
"CIMARRON AVE EL",2
"CITY OF ANGELS",5
"CITY TERRACE EL",3
"CLEVELAND CHS",41
"CLEVELAND EEC",1
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",2
"CLOVER AVE EL",7
"COCHRAN MS",5
"COEUR D ALENE AVE EL",1
"COHASSET ST EL",6
"COLDWATER CYN EL",3
"COLFAX CEL",10
"COLISEUM ST EL",3
"COLLINS EEC",1
"COLUMBUS AVE EL",2
"COLUMBUS MS",1
"COMMONWLTH AVE EL",7
"COMMUNITY EL MAG CS",6
"COMPTON AVE EL",4
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",12
"CONTRERAS LC GLBL ST",4
"CONTRERAS LC SOC JUS",2
"CORONA AVE EL",4
"CORTINES SCH OF VAPA",26
"COUGHLIN EL",7
"COWAN AVE EL",15
"CRENSHAW ARTS TECH",3
"CRENSHAW MAG STEMM",9
"CRESCENT HTS BL EEC",2
"CRESCENT HTS BL EL MG",5
"CRESTWOOD ST STEAM MG",3
"CRUZ EEC",0
"CURTISS MS",8
"DACOTAH EEC",0
"DAHLIA HTS EL",14
"DANA MS",20
"DANUBE AVE EL",2
"DARBY AVE EL",5
"DAYTON EEC",0
"DAYTON HEIGHTS EL",4
"DBM",9
"DE LA TORRE JR EL",8
"DEARBORN EL CA",18
"DEL AMO EL",13
"DEL OLMO EL",9
"DELEVAN DRIVE EL",6
"DENA EL",7
"DENKER AVE EL",10
"DIXIE CYN CC",9
"DODSON MS",41
"DOLORES ST EEC",2
"DOLORES ST EL",4
"DOMINGUEZ EL",3
"DORRIS PLACE EL",5
"DORSEY SH",15
"DREW MS",5
"DREW MS UP PBLC SRVC",1
"DYER ST EL",10
"DYMALLY SH",1
"EAGLE ROCK EL",5
"EAGLE ROCK HS",23
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",10
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",3
"EDISON MS",4
"EINSTEIN HS",1
"EL DORADO AVE EL",4
"EL ORO WAY CES",6
"EL SERENO EEC",1
"EL SERENO EL",3
"EL SERENO MS",10
"ELA OCC CTR",4
