"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","6.1860772022434833"
"Bell/Cudahy/Maywood Community of Schools","9.33147740616033"
"Boyle Heights Community of Schools","6.995452955578874"
"Canoga Park/Chatsworth Community of Schools","11.387273583043591"
"Carson Community of Schools","7.7450334972698753"
"Cleveland Community of Schools","13.74192661811186"
"Downtown Community of Schools","5.330092637010031"
"Eagle Rock/Highland Park Community of Schools","10.784112844956809"
"East Los Angeles Community of Schools","9.8177980315314954"
"Fairfax Community of Schools","1.2613203501425292"
"Fremont Community of Schools","8.7452199422815475"
"Gardena Community of Schools","9.5277794319061524"
"Glassell Park/Los Feliz Community of Schools","7.3964497041420119"
"H.E.E.T. (C/D) Community of Schools","12.086052695189752"
"H.E.E.T. (W) Community of Schools","10.665756522110113"
"Hamilton Community of Schools","8.1461970836614448"
"Harbor City/Lomita Community of Schools","7.236937328122738"
"Historic Central Avenue Community of Schools","4.0854262631627325"
"Hollywood Community of Schools","11.636871427116819"
"Huntington Park/Vernon Community of Schools","5.80585229911751"
"Jefferson/South Central (West) Community of Schools","8.25695648583932"
"Kennedy/NAHS/VAAS Community of Schools","7.5806390478717356"
"Kreatwn/PcoUnion Community of Schools","7.3147538585326606"
"LA Mid-City Community of Schools","8.9174246477617256"
"Lincoln Heights/El Sereno Community of Schools","6.941552131056504"
"MacArthur Park Community of Schools","4.6736251752609439"
"Manual Arts/Vermont Square Community of Schools","6.5954359583168456"
"Monroe Community of Schools","5.4546446299023614"
"North Hollywood/Valley Village Community of Schools","16.291253311840311"
"Panorama City Community of Schools","9.3117094746643918"
"Reseda Community of Schools","12.938155616154779"
"Rivera Community of Schools","8.9209683305624274"
"San Fernando Valley/Sylmar Community of Schools","17.807677087455481"
"San Pedro Community of Schools","12.850421098414456"
"South Gate Community of Schools","11.958104429422564"
"South Mid-City Community of Schools","12.5052756631704"
"Sun Valley Community of Schools","7.0423086252631091"
"Sunland/Tujunga Community of Schools","7.6818682303536221"
"Taft Community of Schools","9.9397498241428881"
"Van Nuys/Valley Glen Community of Schools","7.5813095448687173"
"Venice Community of Schools","12.353609724761574"
"West LA Community of Schools","1.0531304302037807"
"Westchester Community of Schools","5.3685510280775217"
"Wilmington Community of Schools","10.971194519278827"
"District Wide","9.0174107217013475"
