"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","9.9844242980949733"
"Bell/Cudahy/Maywood Community of Schools","13.236705384029916"
"Boyle Heights Community of Schools","5.631264782070053"
"Canoga Park/Chatsworth Community of Schools","6.2552996288522218"
"Carson Community of Schools","10.686900531673302"
"Cleveland Community of Schools","20.602672972876132"
"Downtown Community of Schools","10.529214520596764"
"Eagle Rock/Highland Park Community of Schools","9.8546881439142826"
"East Los Angeles Community of Schools","14.284353871059897"
"Fairfax Community of Schools","12.800819252432154"
"Fremont Community of Schools","7.990585637285526"
"Gardena Community of Schools","9.0194707825518332"
"Glassell Park/Los Feliz Community of Schools","13.812154696132596"
"H.E.E.T. (C/D) Community of Schools","3.6733644344855452"
"H.E.E.T. (W) Community of Schools","1.8652192565236043"
"Hamilton Community of Schools","8.5748585148345047"
"Harbor City/Lomita Community of Schools","12.497344314333205"
"Historic Central Avenue Community of Schools","15.933417061877893"
"Hollywood Community of Schools","4.8442571331686279"
"Huntington Park/Vernon Community of Schools","15.704627368454114"
"Kennedy/NAHS/VAAS Community of Schools","12.25622724487221"
"Kreatwn/PcoUnion Community of Schools","4.7082309293106208"
"LA Mid-City Community of Schools","17.304031839418585"
"Lincoln Heights/El Sereno Community of Schools","9.8711269536605446"
"MacArthur Park Community of Schools","9.2216894135005543"
"Manual Arts/Vermont Square Community of Schools","15.713696450668815"
"Monroe Community of Schools","16.432290315327002"
"North Hollywood/Valley Village Community of Schools","17.82776755832516"
"Panorama City Community of Schools","11.323265063481056"
"Reseda Community of Schools","20.711764282112238"
"Rivera Community of Schools","11.957074103966759"
"San Fernando Valley/Sylmar Community of Schools","11.558513453501318"
"San Pedro Community of Schools","13.936432447498845"
"SO Los Angeles Community of Schools","14.394224594193592"
"South Gate Community of Schools","9.6147490250043575"
"South Mid-City Community of Schools","7.4003907406311047"
"Sun Valley Community of Schools","17.742555519413312"
"Sunland/Tujunga Community of Schools","19.8654118348191"
"Taft Community of Schools","7.3728913530730216"
"Van Nuys/Valley Glen Community of Schools","14.848162688348944"
"Venice Community of Schools","12.406178276781839"
"West LA Community of Schools","9.6290875476639837"
"Westchester Community of Schools","10.684902233144568"
"Wilmington Community of Schools","3.3785686130975843"
"District Wide","11.737308929546909"
