"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","11.873429244256229"
"Bell/Cudahy/Maywood Community of Schools","13.939224979091163"
"Boyle Heights Community of Schools","12.877263581488933"
"Canoga Park/Chatsworth Community of Schools","7.6338526666435342"
"Carson Community of Schools","7.1540353230494071"
"Cleveland Community of Schools","9.8460436806301459"
"Downtown Community of Schools","11.389521640091116"
"Eagle Rock/Highland Park Community of Schools","8.0776169235049675"
"East Los Angeles Community of Schools","15.702338282983444"
"Fairfax Community of Schools","2.132355293038926"
"Fremont Community of Schools","10.965393219000832"
"Gardena Community of Schools","4.4997918846253357"
"Glassell Park/Los Feliz Community of Schools","16.870937329429861"
"H.E.E.T. (C/D) Community of Schools","12.91655902867476"
"H.E.E.T. (W) Community of Schools","11.258936781069975"
"Hamilton Community of Schools","8.5418980097377641"
"Harbor City/Lomita Community of Schools","15.015202892929091"
"Historic Central Avenue Community of Schools","13.180440226703571"
"Hollywood Community of Schools","4.8561133611103022"
"Huntington Park/Vernon Community of Schools","8.635646378131403"
"Kennedy/NAHS/VAAS Community of Schools","8.6466544652764767"
"Kreatwn/PcoUnion Community of Schools","7.5148418125798448"
"LA Mid-City Community of Schools","9.863270413887486"
"Lincoln Heights/El Sereno Community of Schools","13.091147111765668"
"MacArthur Park Community of Schools","7.9130618273897451"
"Manual Arts/Vermont Square Community of Schools","16.745303927266281"
"Monroe Community of Schools","9.5301629657867153"
"North Hollywood/Valley Village Community of Schools","4.0632898019552552"
"Panorama City Community of Schools","7.11227436309583"
"Reseda Community of Schools","13.5000135000135"
"Rivera Community of Schools","12.783973409335308"
"San Fernando Valley/Sylmar Community of Schools","9.1185410334346511"
"San Pedro Community of Schools","15.693796590958629"
"SO Los Angeles Community of Schools","3.3269013241067271"
"South Gate Community of Schools","9.020277584008852"
"South Mid-City Community of Schools",4.3960552730683
"Sun Valley Community of Schools","10.316723408645414"
"Sunland/Tujunga Community of Schools","14.932802389248382"
"Taft Community of Schools","11.824698839701426"
"Van Nuys/Valley Glen Community of Schools","10.067451927917045"
"Venice Community of Schools","12.515775091521606"
"West LA Community of Schools","5.7561134721835812"
"Westchester Community of Schools","16.108679893682712"
"Wilmington Community of Schools","11.2894849736955"
"District Wide","10.274038935239028"
