"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0134903855834088"
"Bell/Cudahy/Maywood Community of Schools","19.10584638899503"
"Boyle Heights Community of Schools","11.223974409338348"
"Canoga Park/Chatsworth Community of Schools","43.302742041375076"
"Carson Community of Schools","26.374186038051587"
"Cleveland Community of Schools","25.611473940325265"
"Downtown Community of Schools","24.902465344069064"
"Eagle Rock/Highland Park Community of Schools","34.82795881370614"
"East Los Angeles Community of Schools","12.48145117672348"
"Fairfax Community of Schools","48.79741482140146"
"Fremont Community of Schools","15.591705212826776"
"Gardena Community of Schools","32.61321847482597"
"Glassell Park/Los Feliz Community of Schools","40.39408866995074"
"H.E.E.T. (C/D) Community of Schools","17.188693659281896"
"H.E.E.T. (W) Community of Schools","15.934985260138633"
"Hamilton Community of Schools","56.0645099723256"
"Harbor City/Lomita Community of Schools","48.486704435257487"
"Historic Central Avenue Community of Schools","11.65150352943461"
"Hollywood Community of Schools","28.688093484933969"
"Huntington Park/Vernon Community of Schools","18.043461206558408"
"Kennedy/NAHS/VAAS Community of Schools","32.226646423558392"
"Kreatwn/PcoUnion Community of Schools","30.972246989591447"
"LA Mid-City Community of Schools","37.34322284890159"
"Lincoln Heights/El Sereno Community of Schools","20.370411151974277"
"MacArthur Park Community of Schools","11.80637544273908"
"Manual Arts/Vermont Square Community of Schools","32.485430776500237"
"Monroe Community of Schools","22.465890729363785"
"North Hollywood/Valley Village Community of Schools","39.863325740318906"
"Panorama City Community of Schools","13.01461975619279"
"Reseda Community of Schools","32.70081479530198"
"Rivera Community of Schools","9.9819556954735678"
"San Fernando Valley/Sylmar Community of Schools","28.672405303148356"
"San Pedro Community of Schools","31.499094401035968"
"South Gate Community of Schools","18.550466544233586"
"South Mid-City Community of Schools","17.503427754601944"
"Sun Valley Community of Schools","33.952526822496189"
"Sunland/Tujunga Community of Schools","20.0677285839709"
"Taft Community of Schools","57.61530262437703"
"Van Nuys/Valley Glen Community of Schools","38.155651209653385"
"Venice Community of Schools","69.846748017584943"
"West LA Community of Schools","81.75229055960439"
"Westchester Community of Schools","27.941475309896362"
"Wilmington Community of Schools","22.795140076135766"
"District Wide","29.735509894691251"
