"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","20.1178908403243"
"Bell/Cudahy/Maywood Community of Schools","15.5228151637657"
"Boyle Heights Community of Schools","16.395234451852662"
"Canoga Park/Chatsworth Community of Schools","10.336487110400572"
"Carson Community of Schools","16.297557177263098"
"Cleveland Community of Schools","19.93186924693774"
"Downtown Community of Schools","12.279983626688496"
"Eagle Rock/Highland Park Community of Schools","20.008003201280513"
"East Los Angeles Community of Schools","18.360352518768362"
"Fairfax Community of Schools","16.075447433286893"
"Fremont Community of Schools","16.956774968851143"
"Gardena Community of Schools","16.804086753898549"
"Glassell Park/Los Feliz Community of Schools","23.504294430461563"
"H.E.E.T. (C/D) Community of Schools","9.5022710427792241"
"H.E.E.T. (W) Community of Schools","23.855910301777268"
"Hamilton Community of Schools","17.678880808985586"
"Harbor City/Lomita Community of Schools","12.62769759189807"
"Historic Central Avenue Community of Schools","7.71366862079605"
"Hollywood Community of Schools","12.226088592118874"
"Huntington Park/Vernon Community of Schools","14.79174776177501"
"Kennedy/NAHS/VAAS Community of Schools","16.298185941043084"
"Kreatwn/PcoUnion Community of Schools","19.529978517023633"
"LA Mid-City Community of Schools","12.726694241170856"
"Lincoln Heights/El Sereno Community of Schools","7.0035933821429923"
"MacArthur Park Community of Schools","15.655577299412915"
"Manual Arts/Vermont Square Community of Schools","11.759402622346785"
"Monroe Community of Schools","24.810499118799516"
"North Hollywood/Valley Village Community of Schools","20.996527497375435"
"Panorama City Community of Schools","22.813796643520167"
"Reseda Community of Schools","6.2656641604010028"
"Rivera Community of Schools","16.72711236817895"
"San Fernando Valley/Sylmar Community of Schools","17.361864664264942"
"San Pedro Community of Schools","12.897123941361077"
"South Gate Community of Schools","14.057133078267672"
"South Mid-City Community of Schools","15.940642842651362"
"Sun Valley Community of Schools","18.012879208634171"
"Sunland/Tujunga Community of Schools","10.005753308152189"
"Taft Community of Schools","29.189389301020917"
"Van Nuys/Valley Glen Community of Schools","11.783976149232274"
"Venice Community of Schools","23.404190367649303"
"West LA Community of Schools","29.824038174768866"
"Westchester Community of Schools","2.5248699691965864"
"Wilmington Community of Schools","13.576349998302957"
"District Wide","16.195643371932949"
