"School name","Cases among staff and students"
"Unassigned",1177
"102ND ST EEC",3
"107TH ST EL",79
"109TH ST EL",29
"10TH ST EL",37
"112TH ST EEC",4
"112TH ST EL",27
"116TH ST EL",35
"118TH ST EL",48
"122ND ST EL",77
"135TH ST EL",41
"153RD ST EL",32
"156TH ST EL",11
"15TH ST EL",46
"186TH ST EL",74
"1ST ST EL",27
"20TH ST EL",39
"232ND PL EL",24
"24TH ST EEC",6
"24TH ST EL",56
"28TH ST EEC",8
"28TH ST EL",72
"2ND ST EL",9
"32ND ST USC PA MAG",47
"36TH ST EEC",3
"37TH ST EEC",5
"3RD ST EL",22
"42ND ST EL",15
"49TH ST EL",76
"4TH ST EEC",3
"4TH ST EL",34
"4TH ST PC",12
"52ND ST EL",63
"54TH ST EL",18
"59TH ST EL",26
"61ST ST EL",50
"66TH ST EEC",9
"66TH ST EL",75
"6TH AVE EL",33
"74TH ST EL",23
"75TH ST EEC",5
"75TH ST EL",66
"7TH ST EL AI MAG",30
"92ND ST EL",56
"93RD ST EL",74
"95TH ST EEC",6
"95TH ST EL",49
"96TH ST EL",39
"97TH ST EEC",4
"99TH ST EL",61
"9TH ST EL",17
"ACAD ENRICH SCI MAG",27
"ADAMS MS",57
"ADDAMS HS",9
"AGGELER HS",1
"ALBION ST EEC",4
"ALBION ST EL",10
"ALDAMA EL",24
"ALEXANDER SCS",39
"ALEXANDRIA AVE EEC",6
"ALEXANDRIA AVE EL",43
"ALLESANDRO EL",17
"ALTA CALIFORNIA EL",46
"ALTA LOMA EL",23
"AMANECER PC",10
"AMBLER AVE EL",38
"AMESTOY EL",51
"ANATOLA AVE EL",27
"ANDASOL AVE EL",24
"ANGELES MESA EL",22
"ANGELOU COMMUNITY SH",78
"ANGEL'S GATE HS",1
"ANN ST EL",4
"ANNALEE AVE EL",12
"ANNANDALE EL",5
"ANTON EEC",8
"ANTON EL",27
"APPERSON ST EL",16
"ARAGON AVE EL",10
"ARLETA SH",89
"ARLINGTON HTS EL",34
"ARMINTA ST EEC",9
"ARMINTA ST EL",34
"ARROYO SECO MUS/S MAG",26
"ASCOT AVE EL",76
"ATWATER AVE EL",22
"AUDUBON MS",35
"AURORA EL",43
"AVALON GARDENS EL",12
"BACA ARTS ACAD",55
"BAKEWELL PC",9
"BALA",6
"BALBOA EL G/HG/HA MAG",15
"BALDWIN HILLS EL",29
"BANCROFT MS",28
"BANDINI ST EL",11
"BANNEKER CTC",21
"BANNING SH",190
"BARRETT EL",62
"BARTON HILL EL",56
"BASSETT ST EL",63
"BEACHY AVE EL",29
"BECKFORD CES",22
"BEETHOVEN ST EL",17
"BELL SH",200
"BELLINGHAM EL",33
"BELMONT SH",65
"BELVEDERE EL",45
"BELVEDERE MS",43
"BERENDO MS",37
"BERNSTEIN SH",59
"BERNSTEIN SH STEM",57
"BERTRAND AVE EL",16
"BETHUNE MS",95
"BLYTHE ST EL",25
"BONITA ST EL",20
"BOYLE HEIGHTS HS",3
"BOYLE HTS STEM MAG",6
"BRADDOCK DR EL",27
"BRADLEY EEC",4
"BRADLEY GLBL AWR MAG",12
"BRAINARD EL",2
"BRAVO SH MEDICAL MAG",98
"BREED ST EL",19
"BRENTWOOD EL SCI MAG",22
"BRIDGE ST EL",16
"BRIDGES SCHOOL",99
"BRIGHT EL",22
"BROAD AVE EL",35
"BROADACRES AV EL",21
"BROADOUS EEC",6
"BROADOUS EL",33
"BROADWAY EL",9
"BROCKTON AVE EL",15
"BROOKLYN AVE EEC",3
"BROOKLYN AVE EL",20
"BRYSON AVE EL",59
"BUCHANAN ST EL",18
"BUDLONG AVE EL",71
"BURBANK BLVD EL",32
"BURBANK MS A/T/C MAG",81
