"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","51.054174151460714"
"Bell/Cudahy/Maywood Community of Schools","94.333008266885926"
"Boyle Heights Community of Schools","82.233085111243085"
"Canoga Park/Chatsworth Community of Schools","71.545703775460453"
"Carson Community of Schools","44.790603926642937"
"Cleveland Community of Schools","118.38293942319801"
"Downtown Community of Schools","81.835587672163555"
"Eagle Rock/Highland Park Community of Schools","111.52133690426908"
"East Los Angeles Community of Schools","68.507316064319326"
"Fairfax Community of Schools","69.090508566221757"
"Fremont Community of Schools","49.804534259379288"
"Gardena Community of Schools","65.535496687385447"
"Glassell Park/Los Feliz Community of Schools","92.165898617511516"
"H.E.E.T. (C/D) Community of Schools","26.199500462857845"
"H.E.E.T. (W) Community of Schools","12.750223128904755"
"Hamilton Community of Schools","83.253913481656767"
"Harbor City/Lomita Community of Schools","57.551590890405329"
"Historic Central Avenue Community of Schools","68.870523415977956"
"Hollywood Community of Schools","54.762513234274032"
"Huntington Park/Vernon Community of Schools","102.09894719708795"
"Kennedy/NAHS/VAAS Community of Schools","84.976534888661419"
"Kreatwn/PcoUnion Community of Schools","67.272711178777229"
"LA Mid-City Community of Schools","51.939267293964171"
"Lincoln Heights/El Sereno Community of Schools","51.928783382789319"
"MacArthur Park Community of Schools","45.419563215200412"
"Manual Arts/Vermont Square Community of Schools","79.157833441000122"
"Monroe Community of Schools","72.911375813084732"
"North Hollywood/Valley Village Community of Schools","91.859861005489009"
"Panorama City Community of Schools","71.2537979618725"
"Reseda Community of Schools","61.085821395099742"
"Rivera Community of Schools","46.646076428889465"
"San Fernando Valley/Sylmar Community of Schools","102.08997682901649"
"San Pedro Community of Schools","42.342518402709921"
"SO Los Angeles Community of Schools","35.670970963829639"
"South Gate Community of Schools","84.766695109354643"
"South Mid-City Community of Schools","39.329304264607558"
"Sun Valley Community of Schools","67.688271088036615"
"Sunland/Tujunga Community of Schools","113.73976342129208"
"Taft Community of Schools","77.731282954825161"
"Van Nuys/Valley Glen Community of Schools","65.654810180357629"
"Venice Community of Schools","45.127626568890143"
"West LA Community of Schools","46.020142662442254"
"Westchester Community of Schools","38.335776299470062"
"Wilmington Community of Schools","59.311981020166073"
"District Wide","69.625556351220069"
