"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","47.153796823720249"
"Bell/Cudahy/Maywood Community of Schools","77.034245223558472"
"Boyle Heights Community of Schools","75.272005656805277"
"Canoga Park/Chatsworth Community of Schools","61.385411788530419"
"Carson Community of Schools","47.229610480001995"
"Cleveland Community of Schools","111.548171197088"
"Downtown Community of Schools","87.0657307742686"
"Eagle Rock/Highland Park Community of Schools","99.6579536337148"
"East Los Angeles Community of Schools","74.193069722130829"
"Fairfax Community of Schools","60.05344756833582"
"Fremont Community of Schools","50.392928646336983"
"Gardena Community of Schools","57.265569076592705"
"Glassell Park/Los Feliz Community of Schools","84.7033107154242"
"H.E.E.T. (C/D) Community of Schools","26.106934001670844"
"H.E.E.T. (W) Community of Schools","14.492228542444114"
"Hamilton Community of Schools","70.081688968704142"
"Harbor City/Lomita Community of Schools","51.606849636406288"
"Historic Central Avenue Community of Schools","64.450869639164651"
"Hollywood Community of Schools","41.944396319835143"
"Huntington Park/Vernon Community of Schools","97.483161999291028"
"Kennedy/NAHS/VAAS Community of Schools","82.349535175475268"
"Kreatwn/PcoUnion Community of Schools","59.210817020900535"
"LA Mid-City Community of Schools","39.836789879041021"
"Lincoln Heights/El Sereno Community of Schools","51.828816822153115"
"MacArthur Park Community of Schools","41.557525690106793"
"Manual Arts/Vermont Square Community of Schools","72.663856997529436"
"Monroe Community of Schools","67.875338354472817"
"North Hollywood/Valley Village Community of Schools","80.421498846289722"
"Panorama City Community of Schools","63.127921345296294"
"Reseda Community of Schools","62.64198850728318"
"Rivera Community of Schools","55.676932835294949"
"San Fernando Valley/Sylmar Community of Schools","95.711878589195436"
"San Pedro Community of Schools",38.9898382734
"SO Los Angeles Community of Schools","31.526813045998637"
"South Gate Community of Schools","76.847135901635667"
"South Mid-City Community of Schools","34.051024150034053"
"Sun Valley Community of Schools","66.205320120145231"
"Sunland/Tujunga Community of Schools","133.9782455662284"
"Taft Community of Schools","67.263413876959689"
"Van Nuys/Valley Glen Community of Schools","65.080468138147083"
"Venice Community of Schools","45.094981304372332"
"West LA Community of Schools","43.31683168316831"
"Westchester Community of Schools","40.578011226583108"
"Wilmington Community of Schools","56.155370254606332"
"District Wide","65.236409882423388"
