"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0387775489816304"
"Bell/Cudahy/Maywood Community of Schools","0.75053663369309054"
"Boyle Heights Community of Schools","0.94626179278759259"
"Canoga Park/Chatsworth Community of Schools","2.2213830330763935"
"Carson Community of Schools",0
"Cleveland Community of Schools","0.963623223319682"
"Downtown Community of Schools","1.9929846938775511"
"Eagle Rock/Highland Park Community of Schools","4.1327010300757321"
"East Los Angeles Community of Schools","0.78670159621753866"
"Fairfax Community of Schools",0
"Fremont Community of Schools","1.5556696379956754"
"Gardena Community of Schools","3.5169163677287756"
"Glassell Park/Los Feliz Community of Schools","3.1130342745073625"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.3030844007766385"
"Harbor City/Lomita Community of Schools",0
"Historic Central Avenue Community of Schools","1.0046212577858147"
"Hollywood Community of Schools","2.5863518214382704"
"Huntington Park/Vernon Community of Schools","1.6298590171950127"
"Kennedy/NAHS/VAAS Community of Schools","0.747669141451525"
"Kreatwn/PcoUnion Community of Schools",0
"LA Mid-City Community of Schools","2.8625817624915912"
"Lincoln Heights/El Sereno Community of Schools","2.1129587761742767"
"MacArthur Park Community of Schools","4.4347209082308421"
"Manual Arts/Vermont Square Community of Schools","3.2097920054780453"
"Monroe Community of Schools","1.7862724958692449"
"North Hollywood/Valley Village Community of Schools","4.2150697172531233"
"Panorama City Community of Schools","1.51894888736994"
"Reseda Community of Schools","0.96924582981981722"
"Rivera Community of Schools","4.7687930184870213"
"San Fernando Valley/Sylmar Community of Schools","0.64917360200464813"
"San Pedro Community of Schools",0
"South Gate Community of Schools","2.7147540093523275"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","2.3288128488367579"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","2.2562328432294212"
"Van Nuys/Valley Glen Community of Schools","1.8612500155104168"
"Venice Community of Schools","1.1733646230566148"
"West LA Community of Schools","2.0764119601328903"
"Westchester Community of Schools","5.2656521510189043"
"Wilmington Community of Schools",2.3857238286096
"District Wide","1.7854588006556393"
