"School name","Cases among staff and students"
"Unassigned",90
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",1
"10TH ST EL",1
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",3
"118TH ST EL",5
"122ND ST EL",0
"135TH ST EL",2
"153RD ST EL",5
"156TH ST EL",1
"15TH ST EL",2
"186TH ST EL",3
"1ST ST EL",1
"20TH ST EL",0
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",8
"2ND ST EL",2
"32ND ST USC PA MAG",1
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",0
"52ND ST EL",8
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",1
"74TH ST EL",5
"75TH ST EEC",0
"75TH ST EL",5
"7TH ST EL AI MAG",2
"92ND ST EL",3
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",5
"97TH ST EEC",0
"99TH ST EL",6
"9TH ST EL",0
"ACAD ENRICH SCI MAG",1
"ADAMS MS",6
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",1
"ALBION ST EL",1
"ALDAMA EL",1
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",2
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",5
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",3
"AMESTOY EL",1
"ANATOLA AVE EL",1
"ANDASOL AVE EL",1
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",3
"APPERSON ST EL",0
"ARAGON AVE EL",0
"ARLETA SH",6
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",3
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",1
"ATWATER AVE EL",3
"AUDUBON MS",0
"AURORA EL",0
"AVALON GARDENS EL",2
"BACA ARTS ACAD",2
"BAKEWELL PC",1
"BALA",1
"BALBOA EL G/HG/HA MAG",0
"BALDWIN HILLS EL",0
"BANCROFT MS",1
"BANDINI ST EL",8
"BANNEKER CTC",0
"BANNING SH",7
"BARRETT EL",3
"BARTON HILL EL",0
"BASSETT ST EL",1
"BEACHY AVE EL",3
"BECKFORD CES",4
"BEETHOVEN ST EL",1
"BELL SH",3
"BELLINGHAM EL",2
"BELMONT SH",1
"BELVEDERE EL",5
"BELVEDERE MS",1
"BERENDO MS",1
"BERNSTEIN SH",3
"BERNSTEIN SH STEM",4
"BERTRAND AVE EL",1
"BETHUNE MS",1
"BLYTHE ST EL",2
"BONITA ST EL",7
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",2
"BRADLEY EEC",1
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",2
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",1
"BRIDGES SCHOOL",5
"BRIGHT EL",1
"BROAD AVE EL",3
"BROADACRES AV EL",0
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",2
"BUCHANAN ST EL",2
"BUDLONG AVE EL",0
"BURBANK BLVD EL",2
"BURBANK MS A/T/C MAG",4
"BURKE HS",0
"BURROUGHS MS",4
"BURTON ST EL",2
"BUSHNELL WAY EL",0
"BYRD MS",4
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",2
"CALABASH CA",0
"CALAHAN ST EL",2
"CALVERT CES",0
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",6
"CANTARA ST EL",2
"CANTERBURY AVE EL",3
"CANYON CEL",1
"CAPISTRANO AVE EL",2
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",3
"CAROLDALE LC",8
"CARPENTER COMM CHTR",1
"CARSON ACAD ED & EMP",3
"CARSON ACAD MED ARTS",3
"CARSON SH",1
"CARSON ST EL",1
"CARSON-GORE ACADEMY",0
"CARTHAY EL ES MAG",1
"CARVER MS",5
"CASTELAR ST EEC",0
"CASTELAR ST EL",2
"CASTLE HTS EL",1
"CASTLEBAY LN CHTR",0
"CASTRO MS",0
"CATSKILL AVE EL",3
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",0
"CHANDLER EL",0
"CHAPMAN EL",1
"CHARNOCK ROAD EL",0
"CHASE ST EEC",0
"CHASE ST EL",0
"CHATSWORTH CHS",8
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",1
"CHAVEZ LA TECH PREP",0
"CHEREMOYA AVE EL",2
"CHEVIOT HILLS HS",0
"CIENEGA EL",2
"CIMARRON AVE EL",2
"CITY OF ANGELS",1
"CITY TERRACE EL",1
"CLEVELAND CHS",9
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",1
"CLOVER AVE EL",0
"COCHRAN MS",1
"COEUR D ALENE AVE EL",4
"COHASSET ST EL",4
"COLDWATER CYN EL",3
"COLFAX CEL",3
"COLISEUM ST EL",1
"COLLINS EEC",0
"COLUMBUS AVE EL",0
"COLUMBUS MS",2
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",3
"COMPTON AVE EL",1
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",0
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",0
"CORONA AVE EL",0
"CORTINES SCH OF VAPA",8
"COUGHLIN EL",1
"COWAN AVE EL",0
"CRENSHAW ARTS TECH",2
"CRENSHAW MAG STEMM",0
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",0
"CRESTWOOD ST STEAM MG",3
"CRUZ EEC",1
"CURTISS MS",2
"DACOTAH EEC",0
"DAHLIA HTS EL",1
"DANA MS",12
"DANUBE AVE EL",3
"DARBY AVE EL",6
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",2
"DE LA TORRE JR EL",3
"DEARBORN EL CA",1
"DEL AMO EL",0
"DEL OLMO EL",6
"DELEVAN DRIVE EL",0
"DENA EL",4
"DENKER AVE EL",2
"DIXIE CYN CC",4
"DODSON MS",4
"DOLORES ST EEC",0
"DOLORES ST EL",2
"DOMINGUEZ EL",1
"DORRIS PLACE EL",0
"DORSEY SH",4
"DREW MS",1
"DREW MS UP PBLC SRVC",0
"DYER ST EL",5
"DYMALLY SH",0
"EAGLE ROCK EL",1
"EAGLE ROCK HS",4
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",3
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",3
"EDISON MS",2
"EINSTEIN HS",0
"EL DORADO AVE EL",3
"EL ORO WAY CES",2
"EL SERENO EEC",0
"EL SERENO EL",5
"EL SERENO MS",5
"ELA OCC CTR",2
"ELEMENTARY CDS",0
"ELIZABETH LC",3
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",3
"EMELITA ST EL",0
"EMERSON CC",0
"ENADIA WAY",1
"ENCINO CEL",2
"ERWIN EL",4
"ESCALANTE EEC",1
"ESCALANTE EL",1
"ESCUTIA PC",3
"ESHELMAN AVE EL",1
"ESPERANZA EL",2
"ESTRELLA EEC",1
"ESTRELLA EL",1
"EUCLID AVE EL",1
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",4
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",0
"FAIRBURN AVE EL",0
"FAIRFAX SH",8
"FARMDALE EL",2
"FERNANGELES EL",1
"FIGUEROA ST EL",0
"FISHBURN AVE EL",1
"FLEMING MS",2
"FLETCHER DR EL",2
"FLORENCE AVE EL",2
"FLOURNOY EL",1
"FORD BLVD EL",5
"FOSHAY LC",5
"FRANKLIN AVE EL",1
"FRANKLIN HS",0
"FREMONT SH",5
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",1
"FROST MS",2
"FULLBRIGHT AVE EL",0
"FULTON COLLEGE PREP",4
"GAGE MS",6
"GAL KING SCH FOR STEM",1
"GARCETTI LA",0
"GARDEN GROVE EL",2
"GARDENA EEC",1
"GARDENA EL",1
"GARDENA SH",5
"GARDNER ST EL",0
"GARFIELD SH",4
"GARVANZA EL T/L MAG",4
"GARZA PC",3
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",0
"GERMAIN ACAD AA",2
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",0
"GLEN ALTA EL",0
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",0
"GLENWOOD EL",0
"GOMPERS MS",0
"GOMPERS MS UP MED MAG",1
"GRAHAM EEC",0
"GRAHAM EL",2
"GRANADA EL",2
"GRAND VW BL EL",2
"GRANT EEC",0
"GRANT EL",2
"GRANT SH",4
"GRAPE ST EL",0
"GRATTS EEC",3
"GRATTS LA FOR YS",3
"GREY HS",1
"GRIDLEY ST EL",0
"GRIFFIN AVE EL",1
"GRIFFITH JOYNER EL",4
"GRIFFITH MS STEAM MG",4
"GULF AVE EL",1
"HADDON AVE EEC",0
"HADDON AVE EL",1
"HALE CA",9
"HALLDALE EL",0
"HAMASAKI MED/SCI MAG",2
"HAMILTON SH",10
"HAMLIN CA",0
"HANCOCK PARK EL",7
"HARBOR CITY EL",5
"HARBOR OCC CTR",1
"HARDING ST EL",0
"HARMONY EL",2
"HARRISON ST EL",1
"HART ST EL",0
"HARTE PREP MS",2
"HARVARD EL",0
"HASKELL EL STEAM MAG",4
"HAWAIIAN AVE EEC",0
"HAWAIIAN AVE EL",2
"HAWKINS SH C/DAGS",2
"HAYNES CES",2
"HAZELTINE AVE EL",5
"HELIOTROPE AVE EL",1
"HENRY MS",5
"HERRICK AVE EL",2
"HESBY OAKS LEAD CHTR",1
"HIGHLAND PARK HS",2
"HILLCREST DR EL",2
"HILLSIDE EL",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",0
"HOLLENBECK MS",3
"HOLLYWOOD EL",0
"HOLLYWOOD SH",3
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",5
"HOOPER AVE EEC",0
"HOOPER AVE EL",1
"HOOPER AVE PC",1
"HOOVER ST EL",1
"HOPE HS",0
"HOPE ST EL",1
"HUBBARD ST EL",4
"HUERTA EL",3
"HUGHES EL",2
"HUMPHREYS AVE EL",4
"HUNTINGTON DR EL",0
"HUNTNGTN PK EL",1
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",2
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",1
"IRVING MS MME MAG",7
"ISAACS AVALON HS",1
"IVANHOE EL",1
"JEFFERSON SH",2
"JOHNSON STEM ACADEMY",0
"JONES EL",0
"JONES PC",0
"JORDAN SH",5
"JUSTICE ST ACAD CHTR",5
"KAHLO HS",0
"KENNEDY EL",0
"KENNEDY SH",6
"KENTER CANYON EC",1
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",1
"KIM ACADEMY",1
"KIM EL",3
"KING JR EL",1
"KING MS MAG FLM/MDIA",5
"KING-DREW SH MD/S MG",1
"KINGSLEY EL",0
"KITTRIDGE ST EL",3
"KNOLLWOOD PREP ACAD",2
"KNOX EL",2
"KORENSTEIN EL",0
"LA SALLE AVE EL",0
"LACES MAG",3
"LAFAYETTE PARK PC",2
"LAKE BALBOA CP K-12",0
"LAKE ST PRIMARY",0
"LANAI RD EL",3
"LANE EL",5
"LANGDON AVE EL",4
"LANKERSHIM EL",3
"LASSEN EL",1
"LATONA AVE EL",0
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",3
"LAWSON ACAD A/M/S EL",0
"LE CONTE MS",1
"LEAPWOOD EL",0
"LEE EL MED HLTH MAG",2
"LEGACY SH STEAM",0
"LEGACY SH VAPA",0
"LEICHMAN CPTC",0
"LELAND ST EL",3
"LEMAY ST EEC",1
"LEMAY ST EL",0
"LEWIS HS",0
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",1
"LIECHTY MS",4
"LIGGETT ST EL",2
"LILLIAN ST EL",4
"LIMERICK AVE EL",3
"LINCOLN SH",1
"LIZARRAGA EL",5
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",5
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",3
"LOGAN ST EEC",2
"LOKRANTZ SP ED CTR",0
"LOMA VISTA EL",2
"LOMITA EL M/S/T MAG",2
"LONDON HS",0
"LORENA ST EL",0
"LORETO ST EL",0
"LORNE ST EL",0
"LOS ANGELES ACAD MS",0
"LOS ANGELES EL",0
"LOS ANGELES SH",1
"LOS ANGELES TECH CTR",0
"LOS FELIZ STEMM MAG",0
"LOWMAN SP ED & CTC",0
"LOYOLA VILLG EL F/PAM",1
"MACARTHUR PK EL VAPA",2
"MACES MAG",3
"MACK EL",0
"MACLAY MS",2
"MADISON EL",0
"MADISON MS",6
"MAGNOLIA AVE EL",2
