"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","14.019346698443853"
"Bell/Cudahy/Maywood Community of Schools","21.788420816112538"
"Boyle Heights Community of Schools","10.402996062866105"
"Canoga Park/Chatsworth Community of Schools","78.086871644704729"
"Carson Community of Schools",36.285786857288
"Cleveland Community of Schools","33.651965911468046"
"Downtown Community of Schools","16.548756774647305"
"Eagle Rock/Highland Park Community of Schools","57.114299992860715"
"East Los Angeles Community of Schools","24.912115592216345"
"Fairfax Community of Schools","55.153022601924945"
"Fremont Community of Schools","17.734295911505864"
"Gardena Community of Schools","27.956388034665924"
"Glassell Park/Los Feliz Community of Schools","48.11327238985497"
"H.E.E.T. (C/D) Community of Schools","41.765543426672991"
"H.E.E.T. (W) Community of Schools","9.9027549464260964"
"Hamilton Community of Schools","100.94652209541228"
"Harbor City/Lomita Community of Schools","48.326995714158542"
"Historic Central Avenue Community of Schools","16.391545819191609"
"Hollywood Community of Schools","15.263534462198903"
"Huntington Park/Vernon Community of Schools","19.535218091174773"
"Kennedy/NAHS/VAAS Community of Schools",64.263222157959
"Kreatwn/PcoUnion Community of Schools","19.639934533551553"
"LA Mid-City Community of Schools","55.0780699619577"
"Lincoln Heights/El Sereno Community of Schools","16.468947798925125"
"MacArthur Park Community of Schools","9.1407678244972583"
"Manual Arts/Vermont Square Community of Schools","31.317589720001173"
"Monroe Community of Schools","49.817906960764105"
"North Hollywood/Valley Village Community of Schools","51.011732698520653"
"Panorama City Community of Schools","31.70120176373959"
"Reseda Community of Schools","36.152636431011736"
"Rivera Community of Schools","26.018549695429918"
"San Fernando Valley/Sylmar Community of Schools","46.519128665707342"
"San Pedro Community of Schools","20.942956621901097"
"South Gate Community of Schools","20.353534730531539"
"South Mid-City Community of Schools","21.739445499210131"
"Sun Valley Community of Schools","33.054871086002763"
"Sunland/Tujunga Community of Schools","42.502125106255313"
"Taft Community of Schools","75.460307878056142"
"Van Nuys/Valley Glen Community of Schools","45.0990398651776"
"Venice Community of Schools","58.367551737202653"
"West LA Community of Schools","83.426028921023359"
"Westchester Community of Schools","53.050397877984089"
"Wilmington Community of Schools","30.653602933663333"
"District Wide","37.456407839867815"
