"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.319536525162686"
"Bell/Cudahy/Maywood Community of Schools","9.3763918081590241"
"Boyle Heights Community of Schools","10.018735034514544"
"Canoga Park/Chatsworth Community of Schools","21.78158329577888"
"Carson Community of Schools","11.659428105051447"
"Cleveland Community of Schools","17.743779819407752"
"Downtown Community of Schools","7.566585956416465"
"Eagle Rock/Highland Park Community of Schools","10.91679220977708"
"East Los Angeles Community of Schools","17.133066818960593"
"Fairfax Community of Schools","16.472794546237868"
"Fremont Community of Schools","20.899649528954054"
"Gardena Community of Schools","7.1962291759118227"
"Glassell Park/Los Feliz Community of Schools","8.5071992173376731"
"H.E.E.T. (C/D) Community of Schools","16.215339711366955"
"H.E.E.T. (W) Community of Schools","22.44769686630152"
"Hamilton Community of Schools","4.1411868641552667"
"Harbor City/Lomita Community of Schools","17.281105990783409"
"Historic Central Avenue Community of Schools","14.230823964707556"
"Hollywood Community of Schools","8.8694418164616842"
"Huntington Park/Vernon Community of Schools","20.654841081652716"
"Jefferson/South Central (West) Community of Schools","16.672224074691563"
"Kennedy/NAHS/VAAS Community of Schools","16.0479298170536"
"Kreatwn/PcoUnion Community of Schools","16.798076620226983"
"LA Mid-City Community of Schools","18.094634940740072"
"Lincoln Heights/El Sereno Community of Schools","7.95019994752868"
"MacArthur Park Community of Schools","9.4680532104590434"
"Manual Arts/Vermont Square Community of Schools","15.680125441003527"
"Monroe Community of Schools","12.833675564681725"
"North Hollywood/Valley Village Community of Schools","18.190637885035169"
"Panorama City Community of Schools","13.881605330536447"
"Reseda Community of Schools","12.031763856581374"
"Rivera Community of Schools","16.182277170043371"
"San Fernando Valley/Sylmar Community of Schools","12.524967533965734"
"San Pedro Community of Schools","10.993623698255011"
"South Gate Community of Schools","9.9014802713005583"
"South Mid-City Community of Schools","7.02622185998145"
"Sun Valley Community of Schools","23.262846907204505"
"Sunland/Tujunga Community of Schools","7.7233993254897921"
"Taft Community of Schools","7.1635518481963771"
"Van Nuys/Valley Glen Community of Schools","15.295879672413244"
"Venice Community of Schools","14.820486852993122"
"West LA Community of Schools","4.3375479841245745"
"Westchester Community of Schools","19.308746862328636"
"Wilmington Community of Schools","10.878367761352786"
"District Wide","13.662654257218575"
