"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0055276281268153"
"Bell/Cudahy/Maywood Community of Schools","7.4075071718137622"
"Boyle Heights Community of Schools","11.738466956215518"
"Canoga Park/Chatsworth Community of Schools","11.029310392367718"
"Carson Community of Schools","8.1225237583819929"
"Cleveland Community of Schools","18.092343320306846"
"Downtown Community of Schools","6.5613568886045632"
"Eagle Rock/Highland Park Community of Schools","11.341330425299891"
"East Los Angeles Community of Schools","8.8595690160426361"
"Fairfax Community of Schools","33.118242810136323"
"Fremont Community of Schools","5.8767786437864089"
"Gardena Community of Schools","7.796055196070788"
"Glassell Park/Los Feliz Community of Schools","6.8273366559705062"
"H.E.E.T. (C/D) Community of Schools","5.6839712012125805"
"H.E.E.T. (W) Community of Schools","9.9330512346782687"
"Hamilton Community of Schools","11.791757561464536"
"Harbor City/Lomita Community of Schools","10.107518730495647"
"Historic Central Avenue Community of Schools","13.423719712732398"
"Hollywood Community of Schools","4.70203221832476"
"Huntington Park/Vernon Community of Schools","19.427887566929069"
"Kennedy/NAHS/VAAS Community of Schools","7.0844107541355248"
"Kreatwn/PcoUnion Community of Schools","12.98111248133965"
"LA Mid-City Community of Schools","13.938518462201273"
"Lincoln Heights/El Sereno Community of Schools","5.4012304002851854"
"MacArthur Park Community of Schools","5.19905897032637"
"Manual Arts/Vermont Square Community of Schools","8.7948169212277563"
"Monroe Community of Schools","10.241879043408497"
"North Hollywood/Valley Village Community of Schools","8.0696572816552479"
"Panorama City Community of Schools","9.9631363953372531"
"Reseda Community of Schools","9.8503640157247627"
"Rivera Community of Schools","9.11272440083837"
"San Fernando Valley/Sylmar Community of Schools","4.9502193565952393"
"San Pedro Community of Schools","11.166082594654023"
"South Gate Community of Schools","9.7914422794477627"
"South Mid-City Community of Schools","10.127607859023698"
"Sun Valley Community of Schools","8.9781382334016673"
"Sunland/Tujunga Community of Schools","4.9854176533639105"
"Taft Community of Schools","14.960355059093402"
"Van Nuys/Valley Glen Community of Schools","14.094267156833959"
"Venice Community of Schools","24.426983674632577"
"West LA Community of Schools","31.765885424422009"
"Westchester Community of Schools","7.521436092864664"
"Wilmington Community of Schools","7.9038887132469169"
"District Wide","10.890474985178043"
