"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","12.332990750256938"
"Bell/Cudahy/Maywood Community of Schools","8.5020211623035831"
"Boyle Heights Community of Schools","8.9130973013122059"
"Canoga Park/Chatsworth Community of Schools","15.09080894281338"
"Carson Community of Schools","13.504388926401081"
"Cleveland Community of Schools","23.4672924611323"
"Downtown Community of Schools","10.517348366129932"
"Eagle Rock/Highland Park Community of Schools","9.6221694784784138"
"East Los Angeles Community of Schools","6.5005241047559457"
"Fairfax Community of Schools","15.013887846257788"
"Fremont Community of Schools","24.533662559256708"
"Gardena Community of Schools","14.216998791555103"
"Glassell Park/Los Feliz Community of Schools","7.3697398481833591"
"H.E.E.T. (C/D) Community of Schools","26.2254434484074"
"H.E.E.T. (W) Community of Schools","10.635582404492469"
"Hamilton Community of Schools","9.4295143800094312"
"Harbor City/Lomita Community of Schools","20.171457387796266"
"Historic Central Avenue Community of Schools","12.217844161397721"
"Hollywood Community of Schools","5.6881203606268311"
"Huntington Park/Vernon Community of Schools","10.750465164358074"
"Jefferson/South Central (West) Community of Schools","2.3434570678665168"
"Kennedy/NAHS/VAAS Community of Schools","12.106537530266342"
"Kreatwn/PcoUnion Community of Schools","3.1198327769631549"
"LA Mid-City Community of Schools","13.275315288738108"
"Lincoln Heights/El Sereno Community of Schools","12.880251543736032"
"MacArthur Park Community of Schools","1.5359331561890426"
"Manual Arts/Vermont Square Community of Schools","10.930992643441952"
"Monroe Community of Schools","9.0541984318128321"
"North Hollywood/Valley Village Community of Schools","13.671357651260754"
"Panorama City Community of Schools","12.359220751131641"
"Reseda Community of Schools","15.852099907859669"
"Rivera Community of Schools","8.8977326959321186"
"San Fernando Valley/Sylmar Community of Schools","9.1958250954066862"
"San Pedro Community of Schools","9.7974859651013553"
"South Gate Community of Schools","11.876816454281242"
"South Mid-City Community of Schools","4.6593980057776534"
"Sun Valley Community of Schools","14.069204855438921"
"Sunland/Tujunga Community of Schools","17.914725904693658"
"Taft Community of Schools","13.721603903033998"
"Van Nuys/Valley Glen Community of Schools","21.386741478327053"
"Venice Community of Schools","8.5844278478839389"
"West LA Community of Schools","28.3051504890501"
"Westchester Community of Schools","8.0256821829855536"
"Wilmington Community of Schools","16.995241332426922"
"District Wide","12.501822199556445"
