"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","47.905147807341464"
"Bell/Cudahy/Maywood Community of Schools","66.008397356942112"
"Boyle Heights Community of Schools","55.489432881912059"
"Canoga Park/Chatsworth Community of Schools","105.92851219223238"
"Carson Community of Schools","90.564944121429477"
"Cleveland Community of Schools","75.345636761408514"
"Downtown Community of Schools","59.352073200890281"
"Eagle Rock/Highland Park Community of Schools","80.4627502168024"
"East Los Angeles Community of Schools","76.120353198438835"
"Fairfax Community of Schools",86.547303510575
"Fremont Community of Schools","53.664238298623104"
"Gardena Community of Schools","125.93896975235717"
"Glassell Park/Los Feliz Community of Schools","97.954705744063943"
"H.E.E.T. (C/D) Community of Schools","89.119799764875424"
"H.E.E.T. (W) Community of Schools","49.26108374384237"
"Hamilton Community of Schools","101.91384724773361"
"Harbor City/Lomita Community of Schools","101.55119449592526"
"Historic Central Avenue Community of Schools","63.449336666025765"
"Hollywood Community of Schools","70.565573536002745"
"Huntington Park/Vernon Community of Schools","79.575178847184134"
"Kennedy/NAHS/VAAS Community of Schools","123.38634904785678"
"Kreatwn/PcoUnion Community of Schools","57.795385690981121"
"LA Mid-City Community of Schools","78.071006220083447"
"Lincoln Heights/El Sereno Community of Schools","60.486088199714068"
"MacArthur Park Community of Schools","58.564010463436539"
"Manual Arts/Vermont Square Community of Schools","81.035694759040851"
"Monroe Community of Schools","83.973128598848362"
"North Hollywood/Valley Village Community of Schools","119.11468812877264"
"Panorama City Community of Schools","37.431076431378756"
"Reseda Community of Schools","99.2314076426226"
"Rivera Community of Schools","46.530786599133464"
"San Fernando Valley/Sylmar Community of Schools","71.122435726964071"
"San Pedro Community of Schools","93.262442255730846"
"SO Los Angeles Community of Schools","71.831261835832919"
"South Gate Community of Schools","85.521252031129734"
"South Mid-City Community of Schools","87.898786708550674"
"Sun Valley Community of Schools","78.641082101289712"
"Sunland/Tujunga Community of Schools","62.187507773438476"
"Taft Community of Schools","141.67056200783864"
"Van Nuys/Valley Glen Community of Schools","67.3965994277201"
"Venice Community of Schools","80.733344915332182"
"West LA Community of Schools","131.76144244105407"
"Westchester Community of Schools","232.20595658758202"
"Wilmington Community of Schools","66.9891227831142"
"District Wide","82.622286052209162"
