"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","34.205231388329977"
"Bell/Cudahy/Maywood Community of Schools","22.937017648011224"
"Boyle Heights Community of Schools","20.270059562790408"
"Canoga Park/Chatsworth Community of Schools","23.435022952537189"
"Carson Community of Schools","26.253847546623213"
"Cleveland Community of Schools","20.837863303616729"
"Downtown Community of Schools","15.561780267662622"
"Eagle Rock/Highland Park Community of Schools","33.879164313946923"
"East Los Angeles Community of Schools","21.736620091429661"
"Fairfax Community of Schools","17.148430382731529"
"Fremont Community of Schools","25.070418381040867"
"Gardena Community of Schools","29.149942821266002"
"Glassell Park/Los Feliz Community of Schools","34.272397011446984"
"H.E.E.T. (C/D) Community of Schools","5.7081969708501408"
"H.E.E.T. (W) Community of Schools","25.861897467523423"
"Hamilton Community of Schools","20.036064916850332"
"Harbor City/Lomita Community of Schools","8.8347027122537334"
"Historic Central Avenue Community of Schools","16.419251088982683"
"Hollywood Community of Schools","23.507066224106968"
"Huntington Park/Vernon Community of Schools","19.467069505224963"
"Kennedy/NAHS/VAAS Community of Schools","22.677986761725229"
"Kreatwn/PcoUnion Community of Schools","22.318522513809587"
"LA Mid-City Community of Schools","6.3673178310368543"
"Lincoln Heights/El Sereno Community of Schools","9.6804900479184255"
"MacArthur Park Community of Schools","11.741682974559685"
"Manual Arts/Vermont Square Community of Schools","22.552778404243846"
"Monroe Community of Schools","24.840251486132285"
"North Hollywood/Valley Village Community of Schools","22.618037885213457"
"Panorama City Community of Schools","24.237239806102082"
"Reseda Community of Schools","16.094564507908689"
"Rivera Community of Schools","20.525451559934318"
"San Fernando Valley/Sylmar Community of Schools","22.331120898207306"
"San Pedro Community of Schools","21.506856385815798"
"South Gate Community of Schools","23.827852927160087"
"South Mid-City Community of Schools","23.1840377899816"
"Sun Valley Community of Schools","25.523609338638241"
"Sunland/Tujunga Community of Schools","27.515821597418515"
"Taft Community of Schools","30.602586274384212"
"Van Nuys/Valley Glen Community of Schools","23.567952298464547"
"Venice Community of Schools","22.3898065317172"
"West LA Community of Schools","22.868278714603882"
"Westchester Community of Schools","25.39231120816617"
"Wilmington Community of Schools","14.70887737322079"
"District Wide","21.701142491244031"
