"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","7.2895595283654986"
"Bell/Cudahy/Maywood Community of Schools","13.212366775301684"
"Boyle Heights Community of Schools","10.529640939243972"
"Canoga Park/Chatsworth Community of Schools","13.087292239235703"
"Carson Community of Schools","12.237904870686139"
"Cleveland Community of Schools","17.317016855229738"
"Downtown Community of Schools","6.03090840557859"
"Eagle Rock/Highland Park Community of Schools","11.758480804280087"
"East Los Angeles Community of Schools","10.181355392936684"
"Fairfax Community of Schools","5.9445374654473762"
"Fremont Community of Schools","6.6125320707805439"
"Gardena Community of Schools","6.9876318915519535"
"Glassell Park/Los Feliz Community of Schools","16.207163566296305"
"H.E.E.T. (C/D) Community of Schools","5.0628638933423336"
"H.E.E.T. (W) Community of Schools","3.4864464394665737"
"Hamilton Community of Schools","9.70863313232867"
"Harbor City/Lomita Community of Schools","5.7841583471189111"
"Historic Central Avenue Community of Schools","12.38083446824316"
"Hollywood Community of Schools","8.0974573983769087"
"Huntington Park/Vernon Community of Schools","6.5594320989453889"
"Kennedy/NAHS/VAAS Community of Schools","24.288910194950464"
"Kreatwn/PcoUnion Community of Schools","7.84019931528926"
"LA Mid-City Community of Schools","15.469744749211639"
"Lincoln Heights/El Sereno Community of Schools",9.3106979919928
"MacArthur Park Community of Schools",8.6333419666753
"Manual Arts/Vermont Square Community of Schools","6.22820129546587"
"Monroe Community of Schools","11.213276519398969"
"North Hollywood/Valley Village Community of Schools","19.89243350769911"
"Panorama City Community of Schools","22.499272082373807"
"Reseda Community of Schools","7.3917114275858671"
"Rivera Community of Schools","6.9354861082213253"
"San Fernando Valley/Sylmar Community of Schools","11.282352144775142"
"San Pedro Community of Schools","12.037170783379073"
"SO Los Angeles Community of Schools","2.9865604778496762"
"South Gate Community of Schools","10.537641564895234"
"South Mid-City Community of Schools","6.3906747274377222"
"Sun Valley Community of Schools","14.432791301837776"
"Sunland/Tujunga Community of Schools","17.820944064511817"
"Taft Community of Schools","8.3410862660806515"
"Van Nuys/Valley Glen Community of Schools",7.6057195010648
"Venice Community of Schools","7.4550368092442456"
"West LA Community of Schools","11.420840398148068"
"Westchester Community of Schools","13.443269403118839"
"Wilmington Community of Schools","9.4295143800094312"
"District Wide","10.604388323815138"
