"School name","Cases among staff and students"
"Unassigned",199
"102ND ST EEC",0
"107TH ST EL",3
"109TH ST EL",1
"10TH ST EL",1
"112TH ST EEC",0
"112TH ST EL",1
"116TH ST EL",1
"118TH ST EL",2
"122ND ST EL",0
"135TH ST EL",3
"153RD ST EL",0
"156TH ST EL",3
"15TH ST EL",2
"186TH ST EL",1
"1ST ST EL",2
"20TH ST EL",3
"232ND PL EL",2
"24TH ST EEC",1
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",3
"2ND ST EL",1
"32ND ST USC PA MAG",7
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",7
"42ND ST EL",0
"49TH ST EL",1
"4TH ST EEC",0
"4TH ST EL",1
"4TH ST PC",3
"52ND ST EL",2
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",0
"66TH ST EEC",1
"66TH ST EL",0
"6TH AVE EL",0
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",0
"7TH ST EL AI MAG",2
"92ND ST EL",3
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",0
"ACAD ENRICH SCI MAG",2
"ADAMS MS",2
"ADDAMS HS",1
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",1
"ALDAMA EL",3
"ALEXANDER SCS",4
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",1
"ALTA LOMA EL",2
"AMANECER PC",1
"AMBLER AVE EL",4
"AMESTOY EL",0
"ANATOLA AVE EL",1
"ANDASOL AVE EL",0
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",7
"ANGEL'S GATE HS",0
"ANN ST EL",2
"ANNALEE AVE EL",2
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",7
"APPERSON ST EL",0
"ARAGON AVE EL",0
"ARLETA SH",9
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",1
"ARMSTRONG MS",13
"ARROYO SECO MUS/S MAG",6
"ASCOT AVE EL",2
"ATWATER AVE EL",2
"AUDUBON MS",2
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",0
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",0
"BANCROFT MS",0
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",6
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",4
"BEACHY AVE EL",2
"BECKFORD CES",7
"BEETHOVEN ST EL",2
"BELL SH",9
"BELLINGHAM EL",3
"BELMONT SH",1
"BELVEDERE EL",6
