"School name","Cases among staff and students"
"Unassigned",289
"102ND ST EEC",0
"107TH ST EL",12
"109TH ST EL",5
"10TH ST EL",6
"112TH ST EEC",0
"112TH ST EL",18
"116TH ST EL",6
"118TH ST EL",7
"122ND ST EL",27
"135TH ST EL",6
"153RD ST EL",3
"156TH ST EL",4
"15TH ST EL",6
"186TH ST EL",9
"1ST ST EL",12
"20TH ST EL",9
"232ND PL EL",4
"24TH ST EEC",4
"24TH ST EL",21
"28TH ST EEC",2
"28TH ST EL",11
"2ND ST EL",5
"32ND ST USC PA MAG",17
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",9
"42ND ST EL",3
"49TH ST EL",16
"4TH ST EEC",3
"4TH ST EL",3
"4TH ST PC",4
"52ND ST EL",17
"54TH ST EL",2
"59TH ST EL",4
"61ST ST EL",19
"66TH ST EEC",3
"66TH ST EL",18
"6TH AVE EL",3
"74TH ST EL",6
"75TH ST EEC",0
"75TH ST EL",18
"7TH ST EL AI MAG",3
"92ND ST EL",25
"93RD ST EL",18
"95TH ST EEC",3
"95TH ST EL",25
"96TH ST EL",8
"97TH ST EEC",3
"99TH ST EL",9
"9TH ST EL",2
"ACAD ENRICH SCI MAG",3
"ADAMS MS",15
"ADDAMS HS",2
"AGGELER HS",1
"ALBION ST EEC",1
"ALBION ST EL",1
"ALDAMA EL",9
"ALEXANDER SCS",16
"ALEXANDRIA AVE EEC",3
"ALEXANDRIA AVE EL",18
"ALLESANDRO EL",8
"ALTA CALIFORNIA EL",11
"ALTA LOMA EL",7
"AMANECER PC",1
"AMBLER AVE EL",12
"AMESTOY EL",14
"ANATOLA AVE EL",5
"ANDASOL AVE EL",7
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",15
"ANGEL'S GATE HS",1
"ANN ST EL",1
"ANNALEE AVE EL",4
"ANNANDALE EL",2
"ANTON EEC",2
"ANTON EL",21
"APPERSON ST EL",7
"ARAGON AVE EL",4
"ARLETA SH",29
"ARLINGTON HTS EL",3
"ARMINTA ST EEC",2
"ARMINTA ST EL",9
"ARROYO SECO MUS/S MAG",4
"ASCOT AVE EL",15
"ATWATER AVE EL",8
"AUDUBON MS",6
"AURORA EL",5
"AVALON GARDENS EL",2
"BACA ARTS ACAD",6
"BAKEWELL PC",2
"BALA",0
"BALBOA EL G/HG/HA MAG",4
"BALDWIN HILLS EL",5
"BANCROFT MS",16
"BANDINI ST EL",6
"BANNEKER CTC",7
"BANNING SH",53
"BARRETT EL",13
"BARTON HILL EL",3
"BASSETT ST EL",13
"BEACHY AVE EL",5
"BECKFORD CES",9
"BEETHOVEN ST EL",4
"BELL SH",35
"BELLINGHAM EL",6
"BELMONT SH",10
"BELVEDERE EL",21
"BELVEDERE MS",9
"BERENDO MS",9
"BERNSTEIN SH",8
"BERNSTEIN SH STEM",9
"BERTRAND AVE EL",4
"BETHUNE MS",20
"BLYTHE ST EL",5
"BONITA ST EL",8
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",10
"BRADLEY EEC",5
"BRADLEY GLBL AWR MAG",5
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",7
"BREED ST EL",4
"BRENTWOOD EL SCI MAG",7
"BRIDGE ST EL",5
"BRIDGES SCHOOL",18
"BRIGHT EL",10
"BROAD AVE EL",9
"BROADACRES AV EL",3
"BROADOUS EEC",0
"BROADOUS EL",9
"BROADWAY EL",0
"BROCKTON AVE EL",2
"BROOKLYN AVE EEC",3
"BROOKLYN AVE EL",3
"BRYSON AVE EL",13
"BUCHANAN ST EL",3
"BUDLONG AVE EL",13
"BURBANK BLVD EL",6
"BURBANK MS A/T/C MAG",22
"BURKE HS",0
"BURROUGHS MS",12
"BURTON ST EL",2
"BUSHNELL WAY EL",4
"BYRD MS",21
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",17
"CAHUENGA EL",8
"CALABASH CA",5
"CALAHAN ST EL",5
"CALVERT CES",3
"CAMELLIA AVE EL",10
"CANFIELD AVE EL",2
"CANOGA PARK EEC",2
"CANOGA PARK EL",12
"CANOGA PRK SH",26
"CANTARA ST EL",6
"CANTERBURY AVE EL",10
"CANYON CEL",3
"CAPISTRANO AVE EL",4
"CARDENAS EL",11
"CARLSON HOSPITAL",2
"CARNEGIE MS",6
"CAROLDALE LC",12
"CARPENTER COMM CHTR",33
"CARSON ACAD ED & EMP",10
"CARSON ACAD MED ARTS",5
"CARSON SH",11
"CARSON ST EL",22
"CARSON-GORE ACADEMY",4
"CARTHAY EL ES MAG",6
"CARVER MS",15
"CASTELAR ST EEC",0
"CASTELAR ST EL",17
"CASTLE HTS EL",3
"CASTLEBAY LN CHTR",4
"CASTRO MS",6
"CATSKILL AVE EL",7
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",4
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",3
"CENTURY PARK EL",0
"CHANDLER EL",6
"CHAPMAN EL",2
"CHARNOCK ROAD EL",6
"CHASE ST EEC",4
"CHASE ST EL",12
"CHATSWORTH CHS",28
"CHATSWORTH UP/CD MAG",3
"CHAVEZ EL",4
"CHAVEZ LA ARTES MAG",3
"CHAVEZ LA ASE",3
"CHAVEZ LA SJ HUM AC",8
"CHAVEZ LA TECH PREP",5
"CHEREMOYA AVE EL",2
"CHEVIOT HILLS HS",0
"CIENEGA EL",8
"CIMARRON AVE EL",4
"CITY OF ANGELS",21
"CITY TERRACE EL",7
"CLEVELAND CHS",51
"CLEVELAND EEC",2
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",9
"CLOVER AVE EL",3
"COCHRAN MS",9
"COEUR D ALENE AVE EL",5
"COHASSET ST EL",14
"COLDWATER CYN EL",16
"COLFAX CEL",7
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",13
"COLUMBUS MS",5
"COMMONWLTH AVE EL",18
"COMMUNITY EL MAG CS",3
"COMPTON AVE EL",7
"CONTRERAS LC ALC",12
"CONTRERAS LC BUS TR",4
"CONTRERAS LC GLBL ST",4
"CONTRERAS LC SOC JUS",6
"CORONA AVE EL",15
"CORTINES SCH OF VAPA",10
"COUGHLIN EL",13
