"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","40.864089752400766"
"Bell/Cudahy/Maywood Community of Schools","55.83616257950235"
"Boyle Heights Community of Schools","45.164352312567935"
"Canoga Park/Chatsworth Community of Schools","58.592381716629411"
"Carson Community of Schools","52.606967500584524"
"Cleveland Community of Schools","42.300468689193075"
"Downtown Community of Schools","38.060026098303616"
"Eagle Rock/Highland Park Community of Schools","67.0093473798497"
"East Los Angeles Community of Schools","57.432630871344379"
"Fairfax Community of Schools","47.403881066688186"
"Fremont Community of Schools","29.962233649678776"
"Gardena Community of Schools","39.717379489109078"
"Glassell Park/Los Feliz Community of Schools","46.802301572006719"
"H.E.E.T. (C/D) Community of Schools","14.303593777936706"
"H.E.E.T. (W) Community of Schools","24.053138934630969"
"Hamilton Community of Schools","46.392948271862679"
"Harbor City/Lomita Community of Schools","40.138359285537206"
"Historic Central Avenue Community of Schools","51.20649693659378"
"Hollywood Community of Schools","25.743338911056764"
"Huntington Park/Vernon Community of Schools","62.526052521884118"
"Kennedy/NAHS/VAAS Community of Schools","69.282120680389269"
"Kreatwn/PcoUnion Community of Schools","42.649227871270412"
"LA Mid-City Community of Schools","31.559909204568903"
"Lincoln Heights/El Sereno Community of Schools","42.634378230886476"
"MacArthur Park Community of Schools","24.185028194651291"
"Manual Arts/Vermont Square Community of Schools","56.2538616892758"
"Monroe Community of Schools","61.15601395018264"
"North Hollywood/Valley Village Community of Schools","76.719154722025991"
"Panorama City Community of Schools","49.846419141024953"
"Reseda Community of Schools","47.87944459844266"
"Rivera Community of Schools","45.033775331498624"
"San Fernando Valley/Sylmar Community of Schools","61.6856912256428"
"San Pedro Community of Schools","48.43171538568884"
"SO Los Angeles Community of Schools","39.144587745683793"
"South Gate Community of Schools","47.048420193408688"
"South Mid-City Community of Schools","18.625442354255913"
"Sun Valley Community of Schools","60.413622569405412"
"Sunland/Tujunga Community of Schools","57.271144506551821"
"Taft Community of Schools","64.765568268796727"
"Van Nuys/Valley Glen Community of Schools","55.6275623445905"
"Venice Community of Schools","63.508914945448687"
"West LA Community of Schools","56.862100521532078"
"Westchester Community of Schools","32.175032175032172"
"Wilmington Community of Schools","54.237432336144465"
"District Wide","49.781596611049494"
