"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","9.919257246017418"
"Bell/Cudahy/Maywood Community of Schools","13.938577335873251"
"Boyle Heights Community of Schools","13.689805121597681"
"Canoga Park/Chatsworth Community of Schools","4.86215782564302"
"Carson Community of Schools","15.21089457955298"
"Cleveland Community of Schools","16.130911306872665"
"Downtown Community of Schools","11.354604292040422"
"Eagle Rock/Highland Park Community of Schools","11.671335200746965"
"East Los Angeles Community of Schools","21.164021164021165"
"Fairfax Community of Schools","6.4080656185919347"
"Fremont Community of Schools","8.0375866780654253"
"Gardena Community of Schools","12.362745428593907"
"Glassell Park/Los Feliz Community of Schools","10.902855556987245"
"H.E.E.T. (C/D) Community of Schools","3.6747818098300411"
"H.E.E.T. (W) Community of Schools","3.7460900185431458"
"Hamilton Community of Schools","8.5778006519128489"
"Harbor City/Lomita Community of Schools","6.25743069895501"
"Historic Central Avenue Community of Schools","12.23898021051046"
"Hollywood Community of Schools","3.8782989780682193"
"Huntington Park/Vernon Community of Schools","13.382033439340031"
"Kennedy/NAHS/VAAS Community of Schools","11.56503888744326"
"Kreatwn/PcoUnion Community of Schools","5.6738125183216868"
"LA Mid-City Community of Schools","7.4044821798795537"
"Lincoln Heights/El Sereno Community of Schools","13.640778288246013"
"MacArthur Park Community of Schools","1.3155644429242366"
"Manual Arts/Vermont Square Community of Schools","4.9193231011412824"
"Monroe Community of Schools","19.963025005858714"
"North Hollywood/Valley Village Community of Schools","11.36880400181901"
"Panorama City Community of Schools","11.340118504238371"
"Reseda Community of Schools","16.203078584931138"
"Rivera Community of Schools","11.261007634963176"
"San Fernando Valley/Sylmar Community of Schools","12.750223128904755"
"San Pedro Community of Schools","9.5929953691995085"
"SO Los Angeles Community of Schools","13.298314438644903"
"South Gate Community of Schools","7.8314196556585021"
"South Mid-City Community of Schools","5.8873745253304293"
"Sun Valley Community of Schools","12.559843962409127"
"Sunland/Tujunga Community of Schools","14.901649115835486"
"Taft Community of Schools","10.344470880314473"
"Van Nuys/Valley Glen Community of Schools","9.5186535864501973"
"Venice Community of Schools","11.386338464086453"
"West LA Community of Schools","3.8649210106768446"
"Westchester Community of Schools","8.0452680415135838"
"Wilmington Community of Schools","9.0294472849580689"
"District Wide","10.721136499445723"
