"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.013774215634943"
"Bell/Cudahy/Maywood Community of Schools","14.987396961645889"
"Boyle Heights Community of Schools","8.0000640005120029"
"Canoga Park/Chatsworth Community of Schools","41.850635083387388"
"Carson Community of Schools","19.080328181644724"
"Cleveland Community of Schools","15.533909610921253"
"Downtown Community of Schools","15.752340051568186"
"Eagle Rock/Highland Park Community of Schools","27.607826373489363"
"East Los Angeles Community of Schools","9.6894530303764359"
"Fairfax Community of Schools","43.29660338146472"
"Fremont Community of Schools","12.596978207227702"
"Gardena Community of Schools","23.592324630386916"
"Glassell Park/Los Feliz Community of Schools","30.516616790045678"
"H.E.E.T. (C/D) Community of Schools","9.5352518260007262"
"H.E.E.T. (W) Community of Schools","9.9746643525445364"
"Hamilton Community of Schools","53.607166682550272"
"Harbor City/Lomita Community of Schools","39.523172053292534"
"Historic Central Avenue Community of Schools","11.636476474923393"
"Hollywood Community of Schools","20.983156248211664"
"Huntington Park/Vernon Community of Schools","14.891565887341386"
"Kennedy/NAHS/VAAS Community of Schools","22.186120077007306"
"Kreatwn/PcoUnion Community of Schools","27.182318370560612"
"LA Mid-City Community of Schools","30.88803088803089"
"Lincoln Heights/El Sereno Community of Schools","17.030346979585559"
"MacArthur Park Community of Schools","10.477238200010477"
"Manual Arts/Vermont Square Community of Schools","24.594921640579653"
"Monroe Community of Schools","17.28877439878287"
"North Hollywood/Valley Village Community of Schools","35.775266281811533"
"Panorama City Community of Schools","4.3333814820164669"
"Reseda Community of Schools","32.680035221815743"
"Rivera Community of Schools","6.9031639501438153"
"San Fernando Valley/Sylmar Community of Schools","23.682800054844382"
"San Pedro Community of Schools","24.469321588058971"
"South Gate Community of Schools","15.432670345815279"
"South Mid-City Community of Schools","16.021906315544161"
"Sun Valley Community of Schools","32.419554268825962"
"Sunland/Tujunga Community of Schools","10.042681395932714"
"Taft Community of Schools","42.472015261130913"
"Van Nuys/Valley Glen Community of Schools","30.976904334979476"
"Venice Community of Schools","59.515258480924331"
"West LA Community of Schools","73.730147659565986"
"Westchester Community of Schools","30.44371717786742"
"Wilmington Community of Schools","18.211411725872725"
"District Wide","24.293703301412602"
