"School name","Cases among staff and students"
"Unassigned",394
"102ND ST EEC",1
"107TH ST EL",10
"109TH ST EL",4
"10TH ST EL",5
"112TH ST EEC",1
"112TH ST EL",3
"116TH ST EL",3
"118TH ST EL",2
"122ND ST EL",6
"135TH ST EL",4
"153RD ST EL",1
"156TH ST EL",2
"15TH ST EL",5
"186TH ST EL",13
"1ST ST EL",11
"20TH ST EL",8
"232ND PL EL",3
"24TH ST EEC",1
"24TH ST EL",2
"28TH ST EEC",0
"28TH ST EL",1
"2ND ST EL",0
"32ND ST USC PA MAG",4
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",11
"42ND ST EL",1
"49TH ST EL",4
"4TH ST EEC",1
"4TH ST EL",4
"4TH ST PC",3
"52ND ST EL",6
"54TH ST EL",2
"59TH ST EL",0
"61ST ST EL",6
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",7
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",5
"7TH ST EL AI MAG",8
"92ND ST EL",2
"93RD ST EL",3
"95TH ST EEC",1
"95TH ST EL",5
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",7
"9TH ST EL",7
"ACAD ENRICH SCI MAG",3
"ADAMS MS",7
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",2
"ALDAMA EL",1
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",7
"AMANECER PC",1
"AMBLER AVE EL",8
"AMESTOY EL",4
"ANATOLA AVE EL",3
"ANDASOL AVE EL",4
"ANGELES MESA EL",3
"ANGELOU COMMUNITY SH",10
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",0
"ANTON EL",2
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",19
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",1
"ARMINTA ST EL",5
"ARMSTRONG MS",4
"ARROYO SECO MUS/S MAG",3
"ASCOT AVE EL",6
"ATWATER AVE EL",2
"AUDUBON MS",5
"AURORA EL",6
"AVALON GARDENS EL",3
"BACA ARTS ACAD",1
"BAKEWELL PC",1
"BALA",4
"BALBOA EL G/HG/HA MAG",8
"BALDWIN HILLS EL",5
"BANCROFT MS",6
"BANDINI ST EL",0
"BANNEKER CTC",9
