"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0151945670354472"
"Bell/Cudahy/Maywood Community of Schools","2.04344361117355"
"Boyle Heights Community of Schools","0.7989773090444231"
"Canoga Park/Chatsworth Community of Schools","6.2782083388558316"
"Carson Community of Schools","1.8179834927098864"
"Cleveland Community of Schools","4.57318467434352"
"Downtown Community of Schools","2.4888003982080638"
"Eagle Rock/Highland Park Community of Schools","1.7798186364809427"
"East Los Angeles Community of Schools","0.691701655242061"
"Fairfax Community of Schools","5.41207542268309"
"Fremont Community of Schools","0.74119094561140841"
"Gardena Community of Schools","4.4966050631773014"
"Glassell Park/Los Feliz Community of Schools","5.9060349834138846"
"H.E.E.T. (C/D) Community of Schools","5.7280329934700429"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","8.3395880243515972"
"Harbor City/Lomita Community of Schools","6.3758432052638963"
"Historic Central Avenue Community of Schools","0.96931159490529828"
"Hollywood Community of Schools","2.8596211955123012"
"Huntington Park/Vernon Community of Schools","0.7838526357044876"
"Kennedy/NAHS/VAAS Community of Schools","3.5805589968705918"
"Kreatwn/PcoUnion Community of Schools","0.93762892397704689"
"LA Mid-City Community of Schools","2.5737707027680905"
"Lincoln Heights/El Sereno Community of Schools","1.0979720456317181"
"MacArthur Park Community of Schools","2.62147248109263"
"Manual Arts/Vermont Square Community of Schools",0
"Monroe Community of Schools","3.4575456612123885"
"North Hollywood/Valley Village Community of Schools","7.3197511284616326"
"Panorama City Community of Schools","1.4451911265264832"
"Reseda Community of Schools","5.448403617740003"
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","4.363382494109433"
"San Pedro Community of Schools",0
"South Gate Community of Schools","1.8520004691734522"
"South Mid-City Community of Schools","1.4577259475218658"
"Sun Valley Community of Schools","1.5085231558304419"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","9.35211429722458"
"Van Nuys/Valley Glen Community of Schools","3.5751526888127514"
"Venice Community of Schools","12.317040625705664"
"West LA Community of Schools","23.91581632653061"
"Westchester Community of Schools","15.213753232922562"
"Wilmington Community of Schools","1.1382132328670453"
"District Wide","3.6778760395678884"
