"School name","Cases among staff and students"
"Unassigned",207
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",0
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",6
"116TH ST EL",1
"118TH ST EL",2
"122ND ST EL",5
"135TH ST EL",3
"153RD ST EL",4
"156TH ST EL",0
"15TH ST EL",1
"186TH ST EL",5
"1ST ST EL",2
"20TH ST EL",3
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",0
"28TH ST EL",4
"2ND ST EL",2
"32ND ST USC PA MAG",14
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",1
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",1
"52ND ST EL",5
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",0
"66TH ST EEC",0
"66TH ST EL",3
"6TH AVE EL",2
"74TH ST EL",2
"75TH ST EEC",3
"75TH ST EL",6
"7TH ST EL AI MAG",7
"92ND ST EL",4
"93RD ST EL",2
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",2
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",0
"ACAD ENRICH SCI MAG",1
"ADAMS MS",5
"ADDAMS HS",4
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",5
"ALDAMA EL",2
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",0
"AMANECER PC",2
"AMBLER AVE EL",5
"AMESTOY EL",2
"ANATOLA AVE EL",5
"ANDASOL AVE EL",1
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",6
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",8
"APPERSON ST EL",1
"ARAGON AVE EL",1
"ARLETA SH",8
"ARLINGTON HTS EL",5
"ARMINTA ST EEC",1
"ARMINTA ST EL",1
"ARMSTRONG MS",8
"ARROYO SECO MUS/S MAG",7
"ASCOT AVE EL",2
"ATWATER AVE EL",2
"AUDUBON MS",3
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",7
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",5
"BALDWIN HILLS EL",4
"BANCROFT MS",3
"BANDINI ST EL",0
"BANNEKER CTC",5
"BANNING SH",27
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",3
"BEACHY AVE EL",3
"BECKFORD CES",3
"BEETHOVEN ST EL",0
"BELL SH",23
"BELLINGHAM EL",5
"BELMONT SH",0
"BELVEDERE EL",12
"BELVEDERE MS",5
"BERENDO MS",0
"BERNSTEIN SH",7
"BERNSTEIN SH STEM",2
"BERTRAND AVE EL",0
"BETHUNE MS",12
"BLYTHE ST EL",1
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",7
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",1
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",9
"BREED ST EL",6
"BRENTWOOD EL SCI MAG",3
"BRIDGE ST EL",1
"BRIDGES SCHOOL",1
"BRIGHT EL",2
"BROAD AVE EL",5
"BROADACRES AV EL",0
"BROADOUS EEC",2
"BROADOUS EL",5
"BROADWAY EL",2
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",9
"BUCHANAN ST EL",2
"BUDLONG AVE EL",3
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",8
"BURKE HS",0
"BURROUGHS MS",15
"BURTON ST EL",2
"BUSHNELL WAY EL",1
"BYRD MS",4
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",4
"CAHUENGA EL",3
"CALABASH CA",0
"CALAHAN ST EL",4
"CALVERT CES",1
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",2
"CANOGA PRK SH",8
"CANTARA ST EL",5
"CANTERBURY AVE EL",2
"CANYON CEL",0
"CAPISTRANO AVE EL",0
"CARDENAS EL",1
"CARLSON HOSPITAL",2
"CARNEGIE MS",4
"CAROLDALE LC",5
"CARPENTER COMM CHTR",2
"CARSON ACAD ED & EMP",4
"CARSON ACAD MED ARTS",3
"CARSON SH",4
"CARSON ST EL",11
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",1
"CARVER MS",1
"CASTELAR ST EEC",0
"CASTELAR ST EL",5
"CASTLE HTS EL",2
"CASTLEBAY LN CHTR",5
"CASTRO MS",0
"CATSKILL AVE EL",3
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",1
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",1
"CHANDLER EL",3
"CHAPMAN EL",4
"CHARNOCK ROAD EL",3
"CHASE ST EEC",0
"CHASE ST EL",5
"CHATSWORTH CHS",6
"CHATSWORTH UP/CD MAG",2
"CHAVEZ EL",1
"CHAVEZ LA ARTES MAG",2
"CHAVEZ LA ASE",5
