"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","1.439874442948575"
"Boyle Heights Community of Schools","3.5056967572304996"
"Canoga Park/Chatsworth Community of Schools","7.2310762733925316"
"Carson Community of Schools","2.7970984765136966"
"Cleveland Community of Schools","9.4632447573624034"
"Downtown Community of Schools","0.92638053859764524"
"Eagle Rock/Highland Park Community of Schools","4.8937086481619234"
"East Los Angeles Community of Schools","2.9856762183425016"
"Fairfax Community of Schools","2.3140381122077081"
"Fremont Community of Schools","1.5216994339278107"
"Gardena Community of Schools","1.1563634681653137"
"Glassell Park/Los Feliz Community of Schools","10.169215750081353"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.2500625031251562"
"Harbor City/Lomita Community of Schools",0
"Historic Central Avenue Community of Schools","1.9835759907962074"
"Hollywood Community of Schools","5.6851776049483789"
"Huntington Park/Vernon Community of Schools","0.80207255548336909"
"Kennedy/NAHS/VAAS Community of Schools","4.4187176881269057"
"Kreatwn/PcoUnion Community of Schools","1.9686783278046285"
"LA Mid-City Community of Schools","1.3723068478111706"
"Lincoln Heights/El Sereno Community of Schools","0.63540071546120558"
"MacArthur Park Community of Schools",0
"Manual Arts/Vermont Square Community of Schools","3.1143916036002368"
"Monroe Community of Schools","4.402377283733216"
"North Hollywood/Valley Village Community of Schools","5.8122638767800066"
"Panorama City Community of Schools","5.932605600379687"
"Reseda Community of Schools","14.147072970602382"
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","1.280540900476361"
"San Pedro Community of Schools","5.48185505975222"
"South Gate Community of Schools","2.608667297094597"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","1.5373380990814405"
"Sunland/Tujunga Community of Schools",7.5947444368497
"Taft Community of Schools","16.232927756092881"
"Van Nuys/Valley Glen Community of Schools","7.3175639829500758"
"Venice Community of Schools","5.546557806225457"
"West LA Community of Schools","7.14694110920526"
"Westchester Community of Schools","7.7653819273677938"
"Wilmington Community of Schools","2.3340763476373314"
"District Wide","4.0839663481172916"
