"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.453457282711529"
"Bell/Cudahy/Maywood Community of Schools","11.601197243555534"
"Boyle Heights Community of Schools","6.941552131056504"
"Canoga Park/Chatsworth Community of Schools","15.85372298261375"
"Carson Community of Schools","14.476808153338352"
"Cleveland Community of Schools","14.668061762318727"
"Downtown Community of Schools","6.3155235569028676"
"Eagle Rock/Highland Park Community of Schools","18.186097263527248"
"East Los Angeles Community of Schools","9.7546700482856163"
"Fairfax Community of Schools","10.025062656641605"
"Fremont Community of Schools","7.1242549216727751"
"Gardena Community of Schools","18.978032926887128"
"Glassell Park/Los Feliz Community of Schools",8.4238014509998
"H.E.E.T. (C/D) Community of Schools","16.691704223001167"
"H.E.E.T. (W) Community of Schools","2.1267998043344183"
"Hamilton Community of Schools","8.08244089715094"
"Harbor City/Lomita Community of Schools","18.753335929949078"
"Historic Central Avenue Community of Schools","12.224814335632278"
"Hollywood Community of Schools","5.68755420950106"
"Huntington Park/Vernon Community of Schools","11.578764545822962"
"Jefferson/South Central (West) Community of Schools","4.6907615451368532"
"Kennedy/NAHS/VAAS Community of Schools","6.8106488278116624"
"Kreatwn/PcoUnion Community of Schools","6.2423920846468368"
"LA Mid-City Community of Schools","4.4287633416495664"
"Lincoln Heights/El Sereno Community of Schools","11.366736382649814"
"MacArthur Park Community of Schools","4.6247051750450909"
"Manual Arts/Vermont Square Community of Schools","5.4688439957561767"
"Monroe Community of Schools","17.21170395869191"
"North Hollywood/Valley Village Community of Schools","8.54664330584163"
"Panorama City Community of Schools","13.911645593099824"
"Reseda Community of Schools","9.9082496086241409"
"Rivera Community of Schools","12.133958906325836"
"San Fernando Valley/Sylmar Community of Schools","23.661638568470867"
"San Pedro Community of Schools","4.9014321984883988"
"South Gate Community of Schools","11.182008148888439"
"South Mid-City Community of Schools","7.7817378176894465"
"Sun Valley Community of Schools","11.733324989635562"
"Sunland/Tujunga Community of Schools","7.6804915514592933"
"Taft Community of Schools","10.678056593699948"
"Van Nuys/Valley Glen Community of Schools","9.4378204926542288"
"Venice Community of Schools","9.813301930767155"
"West LA Community of Schools","7.342683016374183"
"Westchester Community of Schools","8.0332039094925687"
"Wilmington Community of Schools","9.71074129371351"
"District Wide","10.785643246794871"
