"School name","Cases among staff and students"
"Unassigned",298
"102ND ST EEC",0
"107TH ST EL",13
"109TH ST EL",5
"10TH ST EL",7
"112TH ST EEC",0
"112TH ST EL",20
"116TH ST EL",5
"118TH ST EL",7
"122ND ST EL",29
"135TH ST EL",6
"153RD ST EL",3
"156TH ST EL",4
"15TH ST EL",5
"186TH ST EL",10
"1ST ST EL",13
"20TH ST EL",11
"232ND PL EL",4
"24TH ST EEC",4
"24TH ST EL",19
"28TH ST EEC",2
"28TH ST EL",11
"2ND ST EL",7
"32ND ST USC PA MAG",15
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",11
"42ND ST EL",3
"49TH ST EL",23
"4TH ST EEC",2
"4TH ST EL",4
"4TH ST PC",4
"52ND ST EL",18
"54TH ST EL",2
"59TH ST EL",4
"61ST ST EL",21
"66TH ST EEC",3
"66TH ST EL",17
"6TH AVE EL",4
"74TH ST EL",6
"75TH ST EEC",0
"75TH ST EL",19
"7TH ST EL AI MAG",3
"92ND ST EL",24
"93RD ST EL",21
"95TH ST EEC",3
"95TH ST EL",25
"96TH ST EL",9
"97TH ST EEC",3
"99TH ST EL",10
"9TH ST EL",2
"ACAD ENRICH SCI MAG",3
"ADAMS MS",15
"ADDAMS HS",2
"AGGELER HS",1
"ALBION ST EEC",1
"ALBION ST EL",2
"ALDAMA EL",9
"ALEXANDER SCS",16
"ALEXANDRIA AVE EEC",3
"ALEXANDRIA AVE EL",15
"ALLESANDRO EL",10
"ALTA CALIFORNIA EL",14
"ALTA LOMA EL",9
"AMANECER PC",1
"AMBLER AVE EL",16
"AMESTOY EL",14
"ANATOLA AVE EL",6
"ANDASOL AVE EL",8
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",17
"ANGEL'S GATE HS",1
"ANN ST EL",1
"ANNALEE AVE EL",4
"ANNANDALE EL",2
"ANTON EEC",2
"ANTON EL",20
"APPERSON ST EL",7
"ARAGON AVE EL",6
"ARLETA SH",27
"ARLINGTON HTS EL",3
"ARMINTA ST EEC",2
"ARMINTA ST EL",8
"ARROYO SECO MUS/S MAG",4
"ASCOT AVE EL",20
"ATWATER AVE EL",8
"AUDUBON MS",6
"AURORA EL",7
"AVALON GARDENS EL",2
"BACA ARTS ACAD",9
"BAKEWELL PC",2
"BALA",0
"BALBOA EL G/HG/HA MAG",6
"BALDWIN HILLS EL",5
"BANCROFT MS",14
"BANDINI ST EL",6
"BANNEKER CTC",7
"BANNING SH",54
"BARRETT EL",14
"BARTON HILL EL",3
"BASSETT ST EL",13
"BEACHY AVE EL",6
"BECKFORD CES",9
"BEETHOVEN ST EL",4
"BELL SH",46
"BELLINGHAM EL",7
"BELMONT SH",9
"BELVEDERE EL",20
"BELVEDERE MS",10
"BERENDO MS",10
"BERNSTEIN SH",7
"BERNSTEIN SH STEM",9
"BERTRAND AVE EL",4
"BETHUNE MS",20
"BLYTHE ST EL",5
"BONITA ST EL",8
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",12
"BRADLEY EEC",5
"BRADLEY GLBL AWR MAG",5
"BRAINARD EL",5
"BRAVO SH MEDICAL MAG",10
"BREED ST EL",4
"BRENTWOOD EL SCI MAG",7
"BRIDGE ST EL",5
"BRIDGES SCHOOL",19
"BRIGHT EL",10
"BROAD AVE EL",10
"BROADACRES AV EL",4
"BROADOUS EEC",0
"BROADOUS EL",11
"BROADWAY EL",0
"BROCKTON AVE EL",3
"BROOKLYN AVE EEC",3
"BROOKLYN AVE EL",5
"BRYSON AVE EL",13
"BUCHANAN ST EL",3
"BUDLONG AVE EL",13
"BURBANK BLVD EL",6
"BURBANK MS A/T/C MAG",24
"BURKE HS",0
"BURROUGHS MS",14
"BURTON ST EL",3
"BUSHNELL WAY EL",4
"BYRD MS",26
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",15
"CAHUENGA EL",9
"CALABASH CA",5
"CALAHAN ST EL",5
"CALVERT CES",4
"CAMELLIA AVE EL",11
"CANFIELD AVE EL",2
"CANOGA PARK EEC",2
"CANOGA PARK EL",13
"CANOGA PRK SH",28
"CANTARA ST EL",7
"CANTERBURY AVE EL",11
"CANYON CEL",3
"CAPISTRANO AVE EL",4
"CARDENAS EL",11
"CARLSON HOSPITAL",1
"CARNEGIE MS",7
"CAROLDALE LC",16
"CARPENTER COMM CHTR",32
"CARSON ACAD ED & EMP",9
"CARSON ACAD MED ARTS",6
"CARSON SH",13
"CARSON ST EL",24
"CARSON-GORE ACADEMY",5
"CARTHAY EL ES MAG",6
"CARVER MS",15
"CASTELAR ST EEC",1
"CASTELAR ST EL",16
"CASTLE HTS EL",2
"CASTLEBAY LN CHTR",4
"CASTRO MS",7
"CATSKILL AVE EL",7
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",3
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",4
"CENTURY PARK EL",0
"CHANDLER EL",5
"CHAPMAN EL",2
"CHARNOCK ROAD EL",7
"CHASE ST EEC",4
"CHASE ST EL",11
"CHATSWORTH CHS",29
"CHATSWORTH UP/CD MAG",4
"CHAVEZ EL",5
"CHAVEZ LA ARTES MAG",3
"CHAVEZ LA ASE",4
"CHAVEZ LA SJ HUM AC",10
"CHAVEZ LA TECH PREP",4
"CHEREMOYA AVE EL",2
"CHEVIOT HILLS HS",0
"CIENEGA EL",7
"CIMARRON AVE EL",4
"CITY OF ANGELS",21
"CITY TERRACE EL",10
"CLEVELAND CHS",52
"CLEVELAND EEC",2
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",9
"CLOVER AVE EL",3
"COCHRAN MS",8
"COEUR D ALENE AVE EL",8
"COHASSET ST EL",11
"COLDWATER CYN EL",16
"COLFAX CEL",7
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",13
"COLUMBUS MS",7
"COMMONWLTH AVE EL",18
"COMMUNITY EL MAG CS",3
"COMPTON AVE EL",8
"CONTRERAS LC ALC",12
"CONTRERAS LC BUS TR",4
"CONTRERAS LC GLBL ST",4
"CONTRERAS LC SOC JUS",5
"CORONA AVE EL",17
"CORTINES SCH OF VAPA",13
"COUGHLIN EL",17
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",4
"CRENSHAW MAG STEMM",5
"CRESCENT HTS BL EEC",1
"CRESCENT HTS BL EL MG",2
"CRESTWOOD ST STEAM MG",2
"CRUZ EEC",2
"CURTISS MS",2
"DACOTAH EEC",3
"DAHLIA HTS EL",2
"DANA MS",18
"DANUBE AVE EL",8
"DARBY AVE EL",2
"DAYTON EEC",1
"DAYTON HEIGHTS EL",4
"DBM",8
"DE LA TORRE JR EL",15
"DEARBORN EL CA",6
"DEL AMO EL",4
"DEL OLMO EL",22
"DELEVAN DRIVE EL",9
"DENA EL",16
"DENKER AVE EL",8
"DIXIE CYN CC",3
"DODSON MS",13
"DOLORES ST EEC",1
"DOLORES ST EL",3
"DOMINGUEZ EL",6
"DORRIS PLACE EL",7
"DORSEY SH",8
"DREW MS",17
"DREW MS UP PBLC SRVC",8
"DYER ST EL",10
"DYMALLY SH",12
"EAGLE ROCK EL",9
"EAGLE ROCK HS",21
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",3
"EAST VALLEY SH",7
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",18
"EDISON MS",27
"EINSTEIN HS",1
"EL DORADO AVE EL",7
"EL ORO WAY CES",9
"EL SERENO EEC",2
"EL SERENO EL",4
"EL SERENO MS",20
"ELA OCC CTR",6
"ELEMENTARY CDS",0
"ELIZABETH LC",35
"ELLINGTON HS",1
"ELYSIAN HTS ARTS MAG",3
"EMELITA ST EL",2
"EMERSON CC",2
"ENADIA WAY",3
"ENCINO CEL",10
"ERWIN EL",15
"ESCALANTE EEC",2
"ESCALANTE EL",9
"ESCUTIA PC",4
"ESHELMAN AVE EL",5
"ESPERANZA EL",19
"ESTRELLA EEC",1
"ESTRELLA EL",9
"EUCLID AVE EL",19
"EVANS CAS",5
"EVERGREEN AVE EEC",5
"EVERGREEN AVE EL",16
"EVERGREEN HS",0
"FAIR AVE EEC",2
"FAIR AVE EL",8
"FAIRBURN AVE EL",4
"FAIRFAX SH",38
"FARMDALE EL",5
"FERNANGELES EL",12
"FIGUEROA ST EL",6
"FISHBURN AVE EL",10
"FLEMING MS",19
"FLETCHER DR EL",6
"FLORENCE AVE EL",10
"FLOURNOY EL",5
"FORD BLVD EL",8
"FOSHAY LC",20
"FRANKLIN AVE EL",4
"FRANKLIN HS",17
"FREMONT SH",38
"FRIEDMAN OCC CTR",4
"FRIES AVE EL",12
"FROST MS",19
"FULLBRIGHT AVE EL",12
"FULTON COLLEGE PREP",18
"GAGE MS",27
"GAL KING SCH FOR STEM",6
"GARCETTI LA",30
"GARDEN GROVE EL",6
"GARDENA EEC",0
"GARDENA EL",6
"GARDENA SH",24
"GARDNER ST EL",6
"GARFIELD SH",39
"GARVANZA EL T/L MAG",7
"GARZA PC",3
"GATES ST EEC",0
"GATES ST EL",7
"GAULT ST EL",8
"GERMAIN ACAD AA",7
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",2
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",12
"GLEN ALTA EL",4
"GLENFELIZ BLVD EEC",1
"GLENFELIZ BLVD EL",2
"GLENWOOD EL",3
"GOMPERS MS",11
"GOMPERS MS UP MED MAG",5
"GRAHAM EEC",2
"GRAHAM EL",9
"GRANADA EL",9
"GRAND VW BL EL",8
"GRANT EEC",0
"GRANT EL",8
"GRANT SH",19
"GRAPE ST EL",20
"GRATTS EEC",1
"GRATTS LA FOR YS",10
"GREY HS",2
"GRIDLEY ST EL",4
"GRIFFIN AVE EL",10
"GRIFFITH JOYNER EL",6
"GRIFFITH MS STEAM MG",21
"GULF AVE EL",16
"HADDON AVE EEC",3
"HADDON AVE EL",18
"HALE CA",20
"HALLDALE EL",6
"HAMASAKI MED/SCI MAG",14
"HAMILTON SH",48
"HAMLIN CA",3
"HANCOCK PARK EL",9
"HARBOR CITY EL",1
"HARBOR OCC CTR",7
"HARDING ST EL",8
"HARMONY EL",8
"HARRISON ST EL",9
"HART ST EL",14
"HARTE PREP MS",17
"HARVARD EL",5
"HASKELL EL STEAM MAG",13
"HAWAIIAN AVE EEC",0
"HAWAIIAN AVE EL",7
"HAWKINS SH C/DAGS",45
"HAYNES CES",1
"HAZELTINE AVE EL",21
"HELIOTROPE AVE EL",27
"HENRY MS",21
"HERRICK AVE EL",13
"HESBY OAKS LEAD CHTR",4
"HIGHLAND PARK HS",0
"HILLCREST DR EL",8
"HILLSIDE EL",0
"HOBART BLVD EEC",4
"HOBART BLVD EL",16
"HOLLENBECK MS",19
"HOLLYWOOD EL",5
"HOLLYWOOD SH",23
"HOLMES AVE EEC",0
"HOLMES AVE EL",1
"HOLMES MS",6
"HOOPER AVE EEC",1
"HOOPER AVE EL",16
"HOOPER AVE PC",1
"HOOVER ST EL",31
"HOPE HS",1
"HOPE ST EL",4
"HUBBARD ST EL",20
"HUERTA EL",11
"HUGHES EL",9
"HUMPHREYS AVE EL",6
"HUNTINGTON DR EL",3
"HUNTNGTN PK EL",8
"HUNTNGTN PK SH",30
"HYDE PARK EEC",1
"INDEPENDENCE EL",6
"INDEPENDENCE HS",1
"INTERNATIONAL ST LC",10
"IRVING MS MME MAG",9
"ISAACS AVALON HS",0
"IVANHOE EL",5
"JEFFERSON SH",5
"JOHNSON STEM ACADEMY",0
"JONES EL",8
"JONES PC",2
