"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.192433137638616"
"Bell/Cudahy/Maywood Community of Schools","11.217972687975829"
"Boyle Heights Community of Schools","12.234948660273121"
"Canoga Park/Chatsworth Community of Schools","12.557246269759196"
"Carson Community of Schools","8.54465531809853"
"Cleveland Community of Schools","13.466199838405602"
"Downtown Community of Schools","3.9627501486031305"
"Eagle Rock/Highland Park Community of Schools","13.379991766158913"
"East Los Angeles Community of Schools","12.538202335240186"
"Fairfax Community of Schools","10.870090342528625"
"Fremont Community of Schools","13.200910086271831"
"Gardena Community of Schools","12.877395488228888"
"Glassell Park/Los Feliz Community of Schools","15.536957242293669"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","10.487237032531409"
"Hamilton Community of Schools","10.3924446927084"
"Harbor City/Lomita Community of Schools","15.371501236707145"
"Historic Central Avenue Community of Schools","12.041060014649956"
"Hollywood Community of Schools","7.6825567548880267"
"Huntington Park/Vernon Community of Schools","11.391467790624821"
"Kennedy/NAHS/VAAS Community of Schools","11.197455938010885"
"Kreatwn/PcoUnion Community of Schools","14.177358758063374"
"LA Mid-City Community of Schools","5.7057271236003135"
"Lincoln Heights/El Sereno Community of Schools","6.9897809402653319"
"MacArthur Park Community of Schools","8.8365243004418268"
"Manual Arts/Vermont Square Community of Schools","14.949917775452235"
"Monroe Community of Schools","20.516480085634004"
"North Hollywood/Valley Village Community of Schools","14.305910865760065"
"Panorama City Community of Schools","10.610079575596817"
"Reseda Community of Schools","25.133886278831465"
"Rivera Community of Schools","18.23775691448871"
"San Fernando Valley/Sylmar Community of Schools","15.563193048440439"
"San Pedro Community of Schools","6.6216395179446428"
"South Gate Community of Schools","12.175901185797487"
"South Mid-City Community of Schools","16.78697330871244"
"Sun Valley Community of Schools","13.177988108803671"
"Sunland/Tujunga Community of Schools","12.691643821707787"
"Taft Community of Schools","11.263375258119016"
"Van Nuys/Valley Glen Community of Schools","10.531989368886025"
"Venice Community of Schools","11.683744406407365"
"West LA Community of Schools","3.1078421216202217"
"Westchester Community of Schools","13.144749986855249"
"Wilmington Community of Schools","19.05714762142976"
"District Wide","12.206407778363499"
