"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","1.4380626420086859"
"Boyle Heights Community of Schools","1.7490926581835673"
"Canoga Park/Chatsworth Community of Schools","6.5033600693691742"
"Carson Community of Schools","2.7958211792773731"
"Cleveland Community of Schools","9.4588586941099688"
"Downtown Community of Schools","0.924402373865296"
"Eagle Rock/Highland Park Community of Schools","3.9088075205456692"
"East Los Angeles Community of Schools","2.2361026222030085"
"Fairfax Community of Schools","2.3108564033830938"
"Fremont Community of Schools","1.5208894161305531"
"Gardena Community of Schools","1.1561762937612727"
"Glassell Park/Los Feliz Community of Schools","10.161259183237988"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.2487512487512489"
"Harbor City/Lomita Community of Schools",0
"Historic Central Avenue Community of Schools","1.9828876793274046"
"Hollywood Community of Schools","3.3975854492740494"
"Huntington Park/Vernon Community of Schools","0.80162248390742863"
"Kennedy/NAHS/VAAS Community of Schools","3.6803674478859967"
"Kreatwn/PcoUnion Community of Schools","0.98345823252886444"
"LA Mid-City Community of Schools","1.3704637649380551"
"Lincoln Heights/El Sereno Community of Schools","0.63326008625002372"
"MacArthur Park Community of Schools",0
"Manual Arts/Vermont Square Community of Schools","3.1121300455408365"
"Monroe Community of Schools","4.4004787720904037"
"North Hollywood/Valley Village Community of Schools","5.8105752469494476"
"Panorama City Community of Schools","5.9282972448238551"
"Reseda Community of Schools","11.308699216872579"
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","1.2801966382036281"
"San Pedro Community of Schools","3.6503677745532861"
"South Gate Community of Schools","2.6056934401667644"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","1.5371726782928159"
"Sunland/Tujunga Community of Schools",7.5947444368497
"Taft Community of Schools","16.222872775807271"
"Van Nuys/Valley Glen Community of Schools","7.3135056070209652"
"Venice Community of Schools","5.5379571583634233"
"West LA Community of Schools","7.1433673833845273"
"Westchester Community of Schools","7.7625688927989236"
"Wilmington Community of Schools","2.3327423719324436"
"District Wide","3.6960022111734969"
