"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.1547585198424"
"Bell/Cudahy/Maywood Community of Schools","14.691191161779397"
"Boyle Heights Community of Schools","10.007186979739995"
"Canoga Park/Chatsworth Community of Schools","19.00765423614817"
"Carson Community of Schools","14.112599729038084"
"Cleveland Community of Schools","16.227257975220024"
"Downtown Community of Schools","7.6737873018004619"
"Eagle Rock/Highland Park Community of Schools","13.076629046210796"
"East Los Angeles Community of Schools","9.979273815920779"
"Fairfax Community of Schools","17.752109542350617"
"Fremont Community of Schools","11.51949867141782"
"Gardena Community of Schools","13.946353028683001"
"Glassell Park/Los Feliz Community of Schools","9.2457520905672776"
"H.E.E.T. (C/D) Community of Schools","2.204585537918871"
"H.E.E.T. (W) Community of Schools","4.1564487302049127"
"Hamilton Community of Schools","12.717630451094353"
"Harbor City/Lomita Community of Schools","17.83656220844081"
"Historic Central Avenue Community of Schools","10.969067230410243"
"Hollywood Community of Schools","10.905125408942203"
"Huntington Park/Vernon Community of Schools","1.6163967284130218"
"Kennedy/NAHS/VAAS Community of Schools","11.119017968333036"
"Kreatwn/PcoUnion Community of Schools","20.965825704102315"
"LA Mid-City Community of Schools","11.185838728170136"
"Lincoln Heights/El Sereno Community of Schools","6.6918279397200138"
"MacArthur Park Community of Schools","11.525384659713017"
"Manual Arts/Vermont Square Community of Schools","8.4213185679547777"
"Monroe Community of Schools","7.9724330979989189"
"North Hollywood/Valley Village Community of Schools","13.358157242208437"
"Panorama City Community of Schools","5.9973611610891213"
"Reseda Community of Schools","11.481385803266454"
"Rivera Community of Schools","10.206885722137164"
"San Fernando Valley/Sylmar Community of Schools","12.239744382601526"
"San Pedro Community of Schools","14.872238178894435"
"South Gate Community of Schools","11.961245564371437"
"South Mid-City Community of Schools","16.609539915744332"
"Sun Valley Community of Schools","19.288337499614233"
"Sunland/Tujunga Community of Schools","30.384362181597204"
"Taft Community of Schools","20.867024883927172"
"Van Nuys/Valley Glen Community of Schools","6.7591232802639754"
"Venice Community of Schools","13.695659617206314"
"West LA Community of Schools","3.0854674483184206"
"Westchester Community of Schools","13.036789820874507"
"Wilmington Community of Schools","17.693478183941398"
"District Wide","12.142435851118963"
