"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","49.202354143405941"
"Bell/Cudahy/Maywood Community of Schools","93.116401880185975"
"Boyle Heights Community of Schools","80.025608194622279"
"Canoga Park/Chatsworth Community of Schools","71.586949635730122"
"Carson Community of Schools","44.819229109259318"
"Cleveland Community of Schools","117.7093755517627"
"Downtown Community of Schools","81.93300044831264"
"Eagle Rock/Highland Park Community of Schools","108.18028921324195"
"East Los Angeles Community of Schools","63.400054342903722"
"Fairfax Community of Schools","68.113067692369341"
"Fremont Community of Schools","47.828582360818821"
"Gardena Community of Schools","67.74859113725249"
"Glassell Park/Los Feliz Community of Schools","86.735019949054589"
"H.E.E.T. (C/D) Community of Schools","27.987195857895014"
"H.E.E.T. (W) Community of Schools","14.597740999580314"
"Hamilton Community of Schools","92.052776925437243"
"Harbor City/Lomita Community of Schools","56.4373897707231"
"Historic Central Avenue Community of Schools","67.997387468797257"
"Hollywood Community of Schools","55.7357576865092"
"Huntington Park/Vernon Community of Schools","107.33346657487805"
"Kennedy/NAHS/VAAS Community of Schools","81.124932395889672"
"Kreatwn/PcoUnion Community of Schools","64.621213462457732"
"LA Mid-City Community of Schools","47.215496368038735"
"Lincoln Heights/El Sereno Community of Schools","51.4408748130628"
"MacArthur Park Community of Schools",44.193035177656
"Manual Arts/Vermont Square Community of Schools","68.330903790087461"
"Monroe Community of Schools","72.961584496073186"
"North Hollywood/Valley Village Community of Schools","86.671439876398992"
"Panorama City Community of Schools","68.610173139789865"
"Reseda Community of Schools","56.885200645814336"
"Rivera Community of Schools","43.916813056043516"
"San Fernando Valley/Sylmar Community of Schools","99.8639783742833"
"San Pedro Community of Schools","45.651677699155449"
"SO Los Angeles Community of Schools","39.798761135999506"
"South Gate Community of Schools","83.722916479367072"
"South Mid-City Community of Schools","47.251535674909441"
"Sun Valley Community of Schools","69.826063276378548"
"Sunland/Tujunga Community of Schools","88.74527829609066"
"Taft Community of Schools","76.5190324881655"
"Van Nuys/Valley Glen Community of Schools","65.148378191856452"
"Venice Community of Schools","48.930124019045117"
"West LA Community of Schools","43.367821076761047"
"Westchester Community of Schools","33.8577522966842"
"Wilmington Community of Schools","55.132636400262939"
"District Wide","68.427777430395381"
