"School name","Cases among staff and students"
"Unassigned",107
"102ND ST EEC",0
"107TH ST EL",1
"109TH ST EL",1
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",3
"116TH ST EL",2
"118TH ST EL",7
"122ND ST EL",1
"135TH ST EL",3
"153RD ST EL",2
"156TH ST EL",1
"15TH ST EL",3
"186TH ST EL",9
"1ST ST EL",1
"20TH ST EL",2
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",6
"2ND ST EL",1
"32ND ST USC PA MAG",5
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",1
"4TH ST EEC",0
"4TH ST EL",1
"4TH ST PC",1
"52ND ST EL",8
"54TH ST EL",1
"59TH ST EL",0
"61ST ST EL",2
"66TH ST EEC",1
"66TH ST EL",4
"6TH AVE EL",1
"74TH ST EL",4
"75TH ST EEC",0
"75TH ST EL",4
"7TH ST EL AI MAG",1
"92ND ST EL",6
"93RD ST EL",6
"95TH ST EEC",0
"95TH ST EL",2
"96TH ST EL",4
"97TH ST EEC",0
"99TH ST EL",6
"9TH ST EL",1
"ACAD ENRICH SCI MAG",1
"ADAMS MS",4
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",8
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",2
"AMANECER PC",0
"AMBLER AVE EL",4
"AMESTOY EL",0
"ANATOLA AVE EL",0
"ANDASOL AVE EL",2
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",1
"ANTON EL",4
"APPERSON ST EL",5
"ARAGON AVE EL",1
"ARLETA SH",6
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",1
"ARMINTA ST EL",4
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",3
"ATWATER AVE EL",4
"AUDUBON MS",1
"AURORA EL",2
"AVALON GARDENS EL",1
"BACA ARTS ACAD",2
"BAKEWELL PC",0
"BALA",1
"BALBOA EL G/HG/HA MAG",2
"BALDWIN HILLS EL",3
"BANCROFT MS",1
"BANDINI ST EL",9
"BANNEKER CTC",0
"BANNING SH",11
"BARRETT EL",3
"BARTON HILL EL",4
"BASSETT ST EL",1
"BEACHY AVE EL",2
"BECKFORD CES",5
"BEETHOVEN ST EL",1
"BELL SH",10
"BELLINGHAM EL",4
"BELMONT SH",2
"BELVEDERE EL",5
"BELVEDERE MS",3
"BERENDO MS",0
"BERNSTEIN SH",4
"BERNSTEIN SH STEM",3
"BERTRAND AVE EL",1
"BETHUNE MS",3
"BLYTHE ST EL",1
"BONITA ST EL",6
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",0
"BRADLEY EEC",1
"BRADLEY GLBL AWR MAG",1
