"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","13.610997686130393"
"Bell/Cudahy/Maywood Community of Schools","2.6469731861616244"
"Boyle Heights Community of Schools","5.5340343110127277"
"Canoga Park/Chatsworth Community of Schools","1.3193308354002851"
"Carson Community of Schools","2.64126358049691"
"Cleveland Community of Schools","5.3018052646926277"
"Downtown Community of Schools","7.9395955570023267"
"Eagle Rock/Highland Park Community of Schools","9.6006144393241168"
"East Los Angeles Community of Schools","5.3827107331252018"
"Fairfax Community of Schools","4.1798593477329486"
"Fremont Community of Schools","10.861458476644245"
"Gardena Community of Schools","5.4957737499862604"
"Glassell Park/Los Feliz Community of Schools","4.789684934525007"
"H.E.E.T. (C/D) Community of Schools","3.6885397071299475"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","2.3009928784270413"
"Harbor City/Lomita Community of Schools","7.3347839906114762"
"Historic Central Avenue Community of Schools","4.6575750801102913"
"Hollywood Community of Schools","1.907432309995899"
"Huntington Park/Vernon Community of Schools","3.1050837984490109"
"Kennedy/NAHS/VAAS Community of Schools","0.67509637000681855"
"Kreatwn/PcoUnion Community of Schools","2.7589251227721681"
"LA Mid-City Community of Schools","3.7987185656038696"
"Lincoln Heights/El Sereno Community of Schools","3.7860144625752468"
"MacArthur Park Community of Schools","6.5663330969453417"
"Manual Arts/Vermont Square Community of Schools","4.8363850923265916"
"Monroe Community of Schools","3.4260361618116879"
"North Hollywood/Valley Village Community of Schools","3.1609059156354213"
"Panorama City Community of Schools","6.9294306779754971"
"Reseda Community of Schools","4.3477126683651734"
"Rivera Community of Schools","1.4710100690639227"
"San Fernando Valley/Sylmar Community of Schools","11.953572325089354"
"San Pedro Community of Schools","5.1227758614801413"
"SO Los Angeles Community of Schools","1.0730649955467801"
"South Gate Community of Schools","6.4747777973983167"
"South Mid-City Community of Schools","4.2215467747382638"
"Sun Valley Community of Schools","1.454979302919416"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","8.26360913128809"
"Van Nuys/Valley Glen Community of Schools","3.482904742555291"
"Venice Community of Schools","6.9425159677867256"
"West LA Community of Schools","6.526137179403511"
"Westchester Community of Schools","2.4754313439116764"
"Wilmington Community of Schools","4.4112133042193253"
"District Wide","4.7713652274419314"
