date,region,cases,caserate,death,deathrate,population
2020-07-17,AV,4064,1012.7,67,16.7,401316
2020-07-17,E,25159,1949.9,527,40.8,1290265
2020-07-17,MLA,20822,1687.4,756,61.3,1233942
2020-07-17,S,24046,2344.5,419,40.9,1025647
2020-07-17,SB,9934,996.7,297,29.8,996669
2020-07-17,SFV,27909,1256.8,1004,45.2,2220682
2020-07-17,SGV,21629,1239.0,522,29.9,1745644
2020-07-17,W,4935,672.9,180,24.5,733375
2020-07-18,AV,4137,1030.9,67,16.7,401316
2020-07-18,E,25651,1988.0,533,41.3,1290265
2020-07-18,MLA,21080,1708.3,760,61.6,1233942
2020-07-18,S,24473,2386.1,428,41.7,1025647
2020-07-18,SB,10133,1016.7,299,30.0,996669
2020-07-18,SFV,28383,1278.1,1009,45.4,2220682
2020-07-18,SGV,22133,1267.9,532,30.5,1745644
2020-07-18,W,4997,681.4,181,24.7,733375
2020-07-19,AV,4232,1054.5,67,16.7,401316
2020-07-19,E,26116,2024.1,533,41.3,1290265
2020-07-19,MLA,21409,1735.0,761,61.7,1233942
2020-07-19,S,24946,2432.2,430,41.9,1025647
2020-07-19,SB,10302,1033.6,301,30.2,996669
2020-07-19,SFV,28847,1299.0,1011,45.5,2220682
2020-07-19,SGV,22649,1297.5,535,30.6,1745644
2020-07-19,W,5086,693.5,182,24.8,733375
2020-07-20,AV,4314,1075.0,67,16.7,401316
2020-07-20,E,26710,2070.1,535,41.5,1290265
2020-07-20,MLA,21869,1772.3,763,61.8,1233942
2020-07-20,S,25473,2483.6,431,42.0,1025647
2020-07-20,SB,10497,1053.2,301,30.2,996669
2020-07-20,SFV,29474,1327.2,1012,45.6,2220682
2020-07-20,SGV,23161,1326.8,537,30.8,1745644
2020-07-20,W,5149,702.1,182,24.8,733375
2020-07-21,AV,4398,1095.9,68,16.9,401316
2020-07-21,E,27112,2101.3,544,42.2,1290265
2020-07-21,MLA,22139,1794.2,776,62.9,1233942
2020-07-21,S,25923,2527.5,436,42.5,1025647
2020-07-21,SB,10698,1073.4,303,30.4,996669
2020-07-21,SFV,29873,1345.2,1021,46.0,2220682
2020-07-21,SGV,23642,1354.3,545,31.2,1745644
2020-07-21,W,5236,714.0,182,24.8,733375
2020-07-22,AV,4496,1120.3,68,16.9,401316
2020-07-22,E,27665,2144.1,545,42.2,1290265
2020-07-22,MLA,22512,1824.4,779,63.1,1233942
2020-07-22,S,26428,2576.7,450,43.9,1025647
2020-07-22,SB,10935,1097.2,306,30.7,996669
2020-07-22,SFV,30375,1367.8,1031,46.4,2220682
2020-07-22,SGV,24197,1386.1,569,32.6,1745644
2020-07-22,W,5360,730.9,186,25.4,733375
2020-07-23,AV,4568,1138.3,69,17.2,401316
2020-07-23,E,27943,2165.7,549,42.5,1290265
2020-07-23,MLA,22661,1836.5,787,63.8,1233942
2020-07-23,S,26698,2603.0,459,44.8,1025647
2020-07-23,SB,11048,1108.5,311,31.2,996669
2020-07-23,SFV,30759,1385.1,1041,46.9,2220682
2020-07-23,SGV,24411,1398.4,577,33.1,1745644
2020-07-23,W,5403,736.7,188,25.6,733375
2020-07-24,AV,4631,1154.0,71,17.7,401316
2020-07-24,E,28236,2188.4,555,43.0,1290265
2020-07-24,MLA,22933,1858.5,792,64.2,1233942
2020-07-24,S,26993,2631.8,468,45.6,1025647
2020-07-24,SB,11159,1119.6,312,31.3,996669
2020-07-24,SFV,31061,1398.7,1046,47.1,2220682
2020-07-24,SGV,24721,1416.2,584,33.5,1745644
2020-07-24,W,5449,743.0,190,25.9,733375
2020-07-25,AV,4700,1171.1,73,18.2,401316
2020-07-25,E,28789,2231.2,559,43.3,1290265
2020-07-25,MLA,23381,1894.8,802,65.0,1233942
2020-07-25,S,27634,2694.3,479,46.7,1025647
2020-07-25,SB,11382,1142.0,315,31.6,996669
2020-07-25,SFV,31847,1434.1,1058,47.6,2220682
2020-07-25,SGV,25314,1450.1,593,34.0,1745644
2020-07-25,W,5533,754.5,190,25.9,733375
2020-07-26,AV,4776,1190.1,73,18.2,401316
2020-07-26,E,29061,2252.3,560,43.4,1290265
2020-07-26,MLA,23534,1907.2,803,65.1,1233942
2020-07-26,S,27870,2717.3,483,47.1,1025647
2020-07-26,SB,11459,1149.7,316,31.7,996669
2020-07-26,SFV,32112,1446.0,1057,47.6,2220682
2020-07-26,SGV,25687,1471.5,594,34.0,1745644
2020-07-26,W,5564,758.7,190,25.9,733375
2020-07-27,AV,4818,1200.6,73,18.2,401316
2020-07-27,E,29352,2274.9,561,43.5,1290265
2020-07-27,MLA,23850,1932.8,803,65.1,1233942
2020-07-27,S,28204,2749.9,484,47.2,1025647
2020-07-27,SB,11608,1164.7,317,31.8,996669
2020-07-27,SFV,32531,1464.9,1063,47.9,2220682
2020-07-27,SGV,26044,1491.9,600,34.4,1745644
2020-07-27,W,5605,764.3,190,25.9,733375
2020-07-28,AV,4975,1239.7,76,18.9,401316
2020-07-28,E,29820,2311.2,567,43.9,1290265
2020-07-28,MLA,24066,1950.3,813,65.9,1233942
2020-07-28,S,28682,2796.5,489,47.7,1025647
2020-07-28,SB,11771,1181.0,320,32.1,996669
2020-07-28,SFV,32849,1479.2,1071,48.2,2220682
2020-07-28,SGV,26635,1525.8,610,34.9,1745644
2020-07-28,W,5661,771.9,193,26.3,733375
2020-07-29,AV,5097,1270.1,77,19.2,401316
2020-07-29,E,30412,2357.0,575,44.6,1290265
2020-07-29,MLA,24697,2001.5,824,66.8,1233942
2020-07-29,S,29488,2875.1,504,49.1,1025647
2020-07-29,SB,12004,1204.4,324,32.5,996669
2020-07-29,SFV,34063,1533.9,1084,48.8,2220682
2020-07-29,SGV,27289,1563.3,640,36.7,1745644
2020-07-29,W,5750,784.0,194,26.5,733375
2020-07-30,AV,5200,1295.7,77,19.2,401316
2020-07-30,E,30818,2388.5,581,45.0,1290265
2020-07-30,MLA,25028,2028.3,828,67.1,1233942
2020-07-30,S,29870,2912.3,503,49.0,1025647
2020-07-30,SB,12220,1226.1,326,32.7,996669
2020-07-30,SFV,34491,1553.2,1093,49.2,2220682
2020-07-30,SGV,27729,1588.5,651,37.3,1745644
2020-07-30,W,5824,794.1,197,26.9,733375
2020-07-31,AV,5308,1322.6,77,19.2,401316
2020-07-31,E,31245,2421.6,591,45.8,1290265
2020-07-31,MLA,25322,2052.1,846,68.6,1233942
2020-07-31,S,30350,2959.1,509,49.6,1025647
2020-07-31,SB,12405,1244.6,328,32.9,996669
2020-07-31,SFV,34943,1573.5,1109,49.9,2220682
2020-07-31,SGV,28186,1614.6,660,37.8,1745644
2020-07-31,W,5880,801.8,198,27.0,733375
2020-08-01,AV,5430,1353.0,79,19.7,401316
2020-08-01,E,31713,2457.9,596,46.2,1290265
2020-08-01,MLA,25693,2082.2,851,69.0,1233942
2020-08-01,S,30844,3007.3,522,50.9,1025647
2020-08-01,SB,12613,1265.5,329,33.0,996669
2020-08-01,SFV,35499,1598.6,1115,50.2,2220682
2020-08-01,SGV,28608,1638.8,672,38.5,1745644
2020-08-01,W,5957,812.3,200,27.3,733375
2020-08-02,AV,5531,1378.2,79,19.7,401316
2020-08-02,E,31894,2471.9,601,46.6,1290265
2020-08-02,MLA,25847,2094.7,858,69.5,1233942
2020-08-02,S,31062,3028.5,523,51.0,1025647
2020-08-02,SB,12677,1271.9,330,33.1,996669
2020-08-02,SFV,35739,1609.4,1117,50.3,2220682
2020-08-02,SGV,28873,1654.0,678,38.8,1745644
2020-08-02,W,6002,818.4,200,27.3,733375
2020-08-03,AV,5554,1383.9,79,19.7,401316
2020-08-03,E,32169,2493.2,602,46.7,1290265
2020-08-03,MLA,26072,2112.9,858,69.5,1233942
2020-08-03,S,31355,3057.1,523,51.0,1025647
2020-08-03,SB,12787,1283.0,331,33.2,996669
2020-08-03,SFV,36147,1627.7,1120,50.4,2220682
2020-08-03,SGV,29084,1666.1,681,39.0,1745644
2020-08-03,W,6031,822.4,200,27.3,733375
2020-08-04,AV,5656,1409.4,81,20.2,401316
2020-08-04,E,32411,2512.0,611,47.4,1290265
2020-08-04,MLA,26279,2129.7,865,70.1,1233942
2020-08-04,S,31669,3087.7,529,51.6,1025647
2020-08-04,SB,12935,1297.8,337,33.8,996669
2020-08-04,SFV,36531,1645.0,1132,51.0,2220682
2020-08-04,SGV,29397,1684.0,692,39.6,1745644
2020-08-04,W,6073,828.1,201,27.4,733375
2020-08-05,AV,5762,1435.8,83,20.7,401316
2020-08-05,E,32816,2543.4,622,48.2,1290265
2020-08-05,MLA,26554,2152.0,872,70.7,1233942
2020-08-05,S,32063,3126.1,539,52.6,1025647
2020-08-05,SB,13080,1312.4,338,33.9,996669
2020-08-05,SFV,36990,1665.7,1142,51.4,2220682
2020-08-05,SGV,29865,1710.8,715,41.0,1745644
2020-08-05,W,6123,834.9,202,27.5,733375
2020-08-06,AV,5908,1472.2,83,20.7,401316
2020-08-06,E,33355,2585.1,629,48.7,1290265
2020-08-06,MLA,26935,2182.8,876,71.0,1233942
2020-08-06,S,32570,3175.6,547,53.3,1025647
2020-08-06,SB,13371,1341.6,341,34.2,996669
2020-08-06,SFV,37732,1699.1,1148,51.7,2220682
2020-08-06,SGV,30339,1738.0,730,41.8,1745644
2020-08-06,W,6193,844.5,202,27.5,733375
2020-08-07,AV,6056,1509.0,84,20.9,401316
2020-08-07,E,33902,2627.5,636,49.3,1290265
2020-08-07,MLA,27282,2211.0,880,71.3,1233942
2020-08-07,S,33031,3220.5,552,53.8,1025647
2020-08-07,SB,13614,1365.9,343,34.4,996669
2020-08-07,SFV,38328,1726.0,1158,52.1,2220682
2020-08-07,SGV,30804,1764.6,748,42.8,1745644
2020-08-07,W,6259,853.5,203,27.7,733375
2020-08-08,AV,6142,1530.5,84,20.9,401316
2020-08-08,E,34342,2661.6,643,49.8,1290265
2020-08-08,MLA,27552,2232.8,884,71.6,1233942
2020-08-08,S,33483,3264.6,556,54.2,1025647
2020-08-08,SB,13834,1388.0,344,34.5,996669
2020-08-08,SFV,38783,1746.4,1166,52.5,2220682
2020-08-08,SGV,31282,1792.0,770,44.1,1745644
2020-08-08,W,6320,861.8,205,28.0,733375
2020-08-09,AV,6249,1557.1,85,21.2,401316
2020-08-09,E,34632,2684.1,644,49.9,1290265
2020-08-09,MLA,27760,2249.7,884,71.6,1233942
2020-08-09,S,33736,3289.2,559,54.5,1025647
2020-08-09,SB,13943,1399.0,344,34.5,996669
2020-08-09,SFV,39150,1763.0,1169,52.6,2220682
2020-08-09,SGV,31608,1810.7,772,44.2,1745644
2020-08-09,W,6360,867.2,205,28.0,733375
2020-08-10,AV,6317,1574.1,85,21.2,401316
2020-08-10,E,34988,2711.7,647,50.1,1290265
2020-08-10,MLA,27925,2263.1,885,71.7,1233942
2020-08-10,S,34014,3316.3,561,54.7,1025647
2020-08-10,SB,14097,1414.4,347,34.8,996669
2020-08-10,SFV,39561,1781.5,1173,52.8,2220682
2020-08-10,SGV,31917,1828.4,776,44.5,1745644
2020-08-10,W,6403,873.1,207,28.2,733375
2020-08-11,AV,6387,1591.5,86,21.4,401316
2020-08-11,E,35239,2731.1,655,50.8,1290265
2020-08-11,MLA,28041,2272.5,892,72.3,1233942
2020-08-11,S,34252,3339.6,569,55.5,1025647
2020-08-11,SB,14190,1423.7,351,35.2,996669
2020-08-11,SFV,39774,1791.1,1178,53.0,2220682
2020-08-11,SGV,32179,1843.4,798,45.7,1745644
2020-08-11,W,6441,878.3,208,28.4,733375
2020-08-12,AV,6491,1617.4,90,22.4,401316
2020-08-12,E,35597,2758.9,663,51.4,1290265
2020-08-12,MLA,28237,2288.4,897,72.7,1233942
2020-08-12,S,34608,3374.3,573,55.9,1025647
2020-08-12,SB,14326,1437.4,353,35.4,996669
2020-08-12,SFV,40257,1812.8,1188,53.5,2220682
2020-08-12,SGV,32533,1863.7,816,46.7,1745644
2020-08-12,W,6482,883.9,209,28.5,733375
2020-08-13,AV,6566,1636.1,91,22.7,401316
2020-08-13,E,36015,2791.3,672,52.1,1290265
2020-08-13,MLA,28434,2304.3,903,73.2,1233942
2020-08-13,S,34931,3405.8,579,56.5,1025647
2020-08-13,SB,14444,1449.2,357,35.8,996669
2020-08-13,SFV,40585,1827.6,1196,53.9,2220682
2020-08-13,SGV,32885,1883.8,839,48.1,1745644
2020-08-13,W,6524,889.6,209,28.5,733375
2020-08-14,AV,6645,1655.8,91,22.7,401316
2020-08-14,E,36441,2824.3,681,52.8,1290265
2020-08-14,MLA,28701,2326.0,911,73.8,1233942
2020-08-14,S,35323,3444.0,582,56.7,1025647
2020-08-14,SB,14618,1466.7,359,36.0,996669
2020-08-14,SFV,41083,1850.0,1204,54.2,2220682
2020-08-14,SGV,33313,1908.4,852,48.8,1745644
2020-08-14,W,6601,900.1,208,28.4,733375
2020-08-15,AV,6738,1679.0,94,23.4,401316
2020-08-15,E,36795,2851.7,687,53.2,1290265
2020-08-15,MLA,28888,2341.1,914,74.1,1233942
2020-08-15,S,35671,3477.9,585,57.0,1025647
2020-08-15,SB,14749,1479.8,359,36.0,996669
2020-08-15,SFV,41432,1865.7,1210,54.5,2220682
2020-08-15,SGV,33677,1929.2,858,49.2,1745644
2020-08-15,W,6655,907.4,209,28.5,733375
2020-08-16,AV,6774,1687.9,95,23.7,401316
2020-08-16,E,36964,2864.8,689,53.4,1290265
2020-08-16,MLA,29058,2354.9,915,74.2,1233942
2020-08-16,S,35830,3493.4,585,57.0,1025647
2020-08-16,SB,14827,1487.7,362,36.3,996669
2020-08-16,SFV,41643,1875.2,1212,54.6,2220682
2020-08-16,SGV,33893,1941.6,859,49.2,1745644
2020-08-16,W,6670,909.5,209,28.5,733375
2020-08-17,AV,6828,1701.4,96,23.9,401316
2020-08-17,E,37138,2878.3,689,53.4,1290265
2020-08-17,MLA,29238,2369.5,917,74.3,1233942
2020-08-17,S,36022,3512.1,588,57.3,1025647
2020-08-17,SB,14912,1496.2,362,36.3,996669
2020-08-17,SFV,41828,1883.6,1215,54.7,2220682
2020-08-17,SGV,34093,1953.0,867,49.7,1745644
2020-08-17,W,6709,914.8,211,28.8,733375
2020-08-18,AV,6874,1712.9,102,25.4,401316
2020-08-18,E,37296,2890.6,693,53.7,1290265
2020-08-18,MLA,29309,2375.2,925,75.0,1233942
2020-08-18,S,36148,3524.4,602,58.7,1025647
2020-08-18,SB,14968,1501.8,366,36.7,996669
2020-08-18,SFV,41993,1891.0,1230,55.4,2220682
2020-08-18,SGV,34245,1961.7,879,50.4,1745644
2020-08-18,W,6729,917.5,210,28.6,733375
2020-08-19,AV,6925,1725.6,102,25.4,401316
2020-08-19,E,37585,2913.0,698,54.1,1290265
2020-08-19,MLA,29556,2395.3,932,75.5,1233942
2020-08-19,S,36443,3553.2,607,59.2,1025647
2020-08-19,SB,15121,1517.2,371,37.2,996669
2020-08-19,SFV,42353,1907.2,1243,56.0,2220682
2020-08-19,SGV,34531,1978.1,892,51.1,1745644
2020-08-19,W,6782,924.8,212,28.9,733375
2020-08-20,AV,7002,1744.8,107,26.7,401316
2020-08-20,E,37820,2931.2,707,54.8,1290265
2020-08-20,MLA,29715,2408.1,939,76.1,1233942
2020-08-20,S,36663,3574.6,611,59.6,1025647
2020-08-20,SB,15276,1532.7,374,37.5,996669
2020-08-20,SFV,42645,1920.4,1249,56.2,2220682
2020-08-20,SGV,34758,1991.1,908,52.0,1745644
2020-08-20,W,6820,929.9,212,28.9,733375
2020-08-21,AV,7076,1763.2,108,26.9,401316
2020-08-21,E,38082,2951.5,717,55.6,1290265
2020-08-21,MLA,29896,2422.8,945,76.6,1233942
2020-08-21,S,36945,3602.1,616,60.1,1025647
2020-08-21,SB,15446,1549.8,379,38.0,996669
2020-08-21,SFV,43003,1936.5,1252,56.4,2220682
2020-08-21,SGV,35004,2005.2,920,52.7,1745644
2020-08-21,W,6872,937.0,214,29.2,733375
2020-08-22,AV,7156,1783.1,108,26.9,401316
2020-08-22,E,38320,2969.9,723,56.0,1290265
2020-08-22,MLA,30060,2436.1,954,77.3,1233942
2020-08-22,S,37194,3626.4,619,60.4,1025647
2020-08-22,SB,15546,1559.8,382,38.3,996669
2020-08-22,SFV,43347,1952.0,1264,56.9,2220682
2020-08-22,SGV,35263,2020.1,930,53.3,1745644
2020-08-22,W,6926,944.4,215,29.3,733375
2020-08-23,AV,7196,1793.1,108,26.9,401316
2020-08-23,E,38446,2979.7,725,56.2,1290265
2020-08-23,MLA,30149,2443.3,955,77.4,1233942
2020-08-23,S,37368,3643.4,621,60.5,1025647
2020-08-23,SB,15602,1565.4,382,38.3,996669
2020-08-23,SFV,43564,1961.7,1265,57.0,2220682
2020-08-23,SGV,35406,2028.2,932,53.4,1745644
2020-08-23,W,6953,948.1,215,29.3,733375
2020-08-24,AV,7246,1805.6,108,26.9,401316
2020-08-24,E,38644,2995.0,729,56.5,1290265
2020-08-24,MLA,30279,2453.8,958,77.6,1233942
2020-08-24,S,37567,3662.8,621,60.5,1025647
2020-08-24,SB,15699,1575.1,382,38.3,996669
2020-08-24,SFV,43810,1972.8,1267,57.1,2220682
2020-08-24,SGV,35601,2039.4,936,53.6,1745644
2020-08-24,W,6985,952.4,215,29.3,733375
2020-08-25,AV,7310,1821.5,110,27.4,401316
2020-08-25,E,38758,3003.9,739,57.3,1290265
2020-08-25,MLA,30344,2459.1,962,78.0,1233942
2020-08-25,S,37683,3674.1,627,61.1,1025647
2020-08-25,SB,15795,1584.8,387,38.8,996669
2020-08-25,SFV,44037,1983.0,1275,57.4,2220682
2020-08-25,SGV,35757,2048.4,944,54.1,1745644
2020-08-25,W,7016,956.7,216,29.5,733375
2020-08-26,AV,7355,1832.7,114,28.4,401316
2020-08-26,E,38987,3021.6,747,57.9,1290265
2020-08-26,MLA,30531,2474.3,966,78.3,1233942
2020-08-26,S,37935,3698.6,633,61.7,1025647
2020-08-26,SB,15885,1593.8,391,39.2,996669
2020-08-26,SFV,44367,1997.9,1286,57.9,2220682
2020-08-26,SGV,35997,2062.1,958,54.9,1745644
2020-08-26,W,7081,965.5,218,29.7,733375
2020-08-27,AV,7421,1849.2,115,28.7,401316
2020-08-27,E,39246,3041.7,750,58.1,1290265
2020-08-27,MLA,30749,2491.9,967,78.4,1233942
2020-08-27,S,38185,3723.0,639,62.3,1025647
2020-08-27,SB,15973,1602.6,393,39.4,996669
2020-08-27,SFV,44724,2014.0,1294,58.3,2220682
2020-08-27,SGV,36234,2075.7,973,55.7,1745644
2020-08-27,W,7128,971.9,219,29.9,733375
2020-08-28,AV,7472,1861.9,116,28.9,401316
2020-08-28,E,39458,3058.1,757,58.7,1290265
2020-08-28,MLA,30907,2504.7,972,78.8,1233942
2020-08-28,S,38418,3745.7,641,62.5,1025647
2020-08-28,SB,16052,1610.6,394,39.5,996669
2020-08-28,SFV,45104,2031.1,1299,58.5,2220682
2020-08-28,SGV,36420,2086.3,983,56.3,1745644
2020-08-28,W,7161,976.4,220,30.0,733375
2020-08-29,AV,7518,1873.3,117,29.2,401316
2020-08-29,E,39618,3070.5,759,58.8,1290265
2020-08-29,MLA,31058,2517.0,978,79.3,1233942
2020-08-29,S,38630,3766.4,644,62.8,1025647
2020-08-29,SB,16161,1621.5,396,39.7,996669
2020-08-29,SFV,45378,2043.4,1302,58.6,2220682
2020-08-29,SGV,36579,2095.4,990,56.7,1745644
2020-08-29,W,7197,981.4,220,30.0,733375
2020-08-30,AV,7542,1879.3,118,29.4,401316
2020-08-30,E,39764,3081.8,761,59.0,1290265
2020-08-30,MLA,31187,2527.4,978,79.3,1233942
2020-08-30,S,38791,3782.1,646,63.0,1025647
2020-08-30,SB,16203,1625.7,396,39.7,996669
2020-08-30,SFV,45599,2053.4,1302,58.6,2220682
2020-08-30,SGV,36699,2102.3,991,56.8,1745644
2020-08-30,W,7229,985.7,220,30.0,733375
2020-08-31,AV,7576,1887.8,119,29.7,401316
2020-08-31,E,39966,3097.5,765,59.3,1290265
2020-08-31,MLA,31292,2535.9,977,79.2,1233942
2020-08-31,S,38933,3795.9,647,63.1,1025647
2020-08-31,SB,16259,1631.3,396,39.7,996669
2020-08-31,SFV,45821,2063.4,1305,58.8,2220682
2020-08-31,SGV,36892,2113.4,997,57.1,1745644
2020-08-31,W,7256,989.4,221,30.1,733375
2020-09-01,AV,7627,1900.5,122,30.4,401316
2020-09-01,E,40073,3105.8,771,59.8,1290265
2020-09-01,MLA,31372,2542.4,981,79.5,1233942
2020-09-01,S,39045,3806.9,650,63.4,1025647
2020-09-01,SB,16304,1635.8,403,40.4,996669
2020-09-01,SFV,45981,2070.6,1314,59.2,2220682
2020-09-01,SGV,37048,2122.3,1009,57.8,1745644
2020-09-01,W,7273,991.7,222,30.3,733375
2020-09-02,AV,7665,1910.0,126,31.4,401316
2020-09-02,E,40281,3121.9,780,60.5,1290265
2020-09-02,MLA,31498,2552.6,986,79.9,1233942
2020-09-02,S,39252,3827.0,657,64.1,1025647
2020-09-02,SB,16388,1644.3,408,40.9,996669
2020-09-02,SFV,46296,2084.8,1320,59.4,2220682
2020-09-02,SGV,37263,2134.6,1018,58.3,1745644
2020-09-02,W,7314,997.3,222,30.3,733375
2020-09-03,AV,7714,1922.2,129,32.1,401316
2020-09-03,E,40414,3132.2,788,61.1,1290265
2020-09-03,MLA,31635,2563.7,989,80.1,1233942
2020-09-03,S,39398,3841.3,660,64.3,1025647
2020-09-03,SB,16474,1652.9,414,41.5,996669
2020-09-03,SFV,46511,2094.4,1329,59.8,2220682
2020-09-03,SGV,37414,2143.3,1027,58.8,1745644
2020-09-03,W,7348,1001.9,224,30.5,733375
2020-09-04,AV,7755,1932.4,129,32.1,401316
2020-09-04,E,40662,3151.4,797,61.8,1290265
2020-09-04,MLA,31800,2577.1,993,80.5,1233942
2020-09-04,S,39618,3862.7,663,64.6,1025647
2020-09-04,SB,16559,1661.4,417,41.8,996669
2020-09-04,SFV,46853,2109.8,1341,60.4,2220682
2020-09-04,SGV,37683,2158.7,1039,59.5,1745644
2020-09-04,W,7404,1009.6,226,30.8,733375
2020-09-05,AV,7806,1945.1,129,32.1,401316
2020-09-05,E,40855,3166.4,799,61.9,1290265
2020-09-05,MLA,31933,2587.9,995,80.6,1233942
2020-09-05,S,39781,3878.6,665,64.8,1025647
2020-09-05,SB,16612,1666.8,417,41.8,996669
2020-09-05,SFV,47101,2121.0,1349,60.7,2220682
2020-09-05,SGV,37872,2169.5,1042,59.7,1745644
2020-09-05,W,7437,1014.1,228,31.1,733375
2020-09-06,AV,7826,1950.1,129,32.1,401316
2020-09-06,E,40975,3175.7,801,62.1,1290265
2020-09-06,MLA,32020,2594.9,995,80.6,1233942
2020-09-06,S,39902,3890.4,665,64.8,1025647
2020-09-06,SB,16650,1670.6,417,41.8,996669
2020-09-06,SFV,47252,2127.8,1349,60.7,2220682
2020-09-06,SGV,37988,2176.2,1044,59.8,1745644
2020-09-06,W,7456,1016.7,229,31.2,733375
2020-09-07,AV,7853,1956.8,130,32.4,401316
2020-09-07,E,41069,3183.0,805,62.4,1290265
2020-09-07,MLA,32072,2599.1,998,80.9,1233942
2020-09-07,S,40024,3902.3,667,65.0,1025647
2020-09-07,SB,16681,1673.7,419,42.0,996669
2020-09-07,SFV,47366,2132.9,1354,61.0,2220682
2020-09-07,SGV,38083,2181.6,1051,60.2,1745644
2020-09-07,W,7469,1018.4,229,31.2,733375
2020-09-08,AV,7886,1965.0,130,32.4,401316
2020-09-08,E,41148,3189.1,806,62.5,1290265
2020-09-08,MLA,32107,2602.0,1000,81.0,1233942
2020-09-08,S,40096,3909.3,668,65.1,1025647
2020-09-08,SB,16711,1676.7,419,42.0,996669
2020-09-08,SFV,47461,2137.2,1356,61.1,2220682
2020-09-08,SGV,38177,2187.0,1051,60.2,1745644
2020-09-08,W,7473,1019.0,229,31.2,733375
2020-09-09,AV,7925,1974.8,132,32.9,401316
2020-09-09,E,41250,3197.0,815,63.2,1290265
2020-09-09,MLA,32168,2606.9,1006,81.5,1233942
2020-09-09,S,40188,3918.3,688,67.1,1025647
2020-09-09,SB,16744,1680.0,420,42.1,996669
2020-09-09,SFV,47619,2144.3,1365,61.5,2220682
2020-09-09,SGV,38284,2193.1,1060,60.7,1745644
2020-09-09,W,7487,1020.9,227,31.0,733375
2020-09-10,AV,7943,1979.2,132,32.9,401316
2020-09-10,E,41463,3213.5,820,63.6,1290265
2020-09-10,MLA,32315,2618.8,1009,81.8,1233942
2020-09-10,S,40364,3935.5,695,67.8,1025647
2020-09-10,SB,16796,1685.2,423,42.4,996669
2020-09-10,SFV,47913,2157.6,1379,62.1,2220682
2020-09-10,SGV,38413,2200.5,1068,61.2,1745644
2020-09-10,W,7529,1026.6,225,30.7,733375
2020-09-11,AV,7987,1990.2,133,33.1,401316
2020-09-11,E,41618,3225.5,828,64.2,1290265
2020-09-11,MLA,32423,2627.6,1014,82.2,1233942
2020-09-11,S,40515,3950.2,697,68.0,1025647
2020-09-11,SB,16875,1693.1,423,42.4,996669
2020-09-11,SFV,48163,2168.8,1385,62.4,2220682
2020-09-11,SGV,38569,2209.4,1084,62.1,1745644
2020-09-11,W,7565,1031.5,227,31.0,733375
2020-09-12,AV,8043,2004.2,133,33.1,401316
2020-09-12,E,41765,3236.9,831,64.4,1290265
2020-09-12,MLA,32541,2637.2,1016,82.3,1233942
2020-09-12,S,40706,3968.8,697,68.0,1025647
2020-09-12,SB,16930,1698.7,423,42.4,996669
2020-09-12,SFV,48411,2180.0,1391,62.6,2220682
2020-09-12,SGV,38730,2218.7,1090,62.4,1745644
2020-09-12,W,7605,1037.0,228,31.1,733375
2020-09-13,AV,8099,2018.1,133,33.1,401316
2020-09-13,E,41860,3244.3,831,64.4,1290265
2020-09-13,MLA,32630,2644.4,1016,82.3,1233942
2020-09-13,S,40805,3978.5,698,68.1,1025647
2020-09-13,SB,16985,1704.2,423,42.4,996669
2020-09-13,SFV,48625,2189.6,1391,62.6,2220682
2020-09-13,SGV,38828,2224.3,1099,63.0,1745644
2020-09-13,W,7630,1040.4,227,31.0,733375
2020-09-14,AV,8105,2019.6,133,33.1,401316
2020-09-14,E,41978,3253.4,834,64.6,1290265
2020-09-14,MLA,32695,2649.6,1017,82.4,1233942
2020-09-14,S,40922,3989.9,705,68.7,1025647
2020-09-14,SB,17027,1708.4,426,42.7,996669
2020-09-14,SFV,48834,2199.1,1394,62.8,2220682
2020-09-14,SGV,38907,2228.8,1105,63.3,1745644
2020-09-14,W,7643,1042.2,227,31.0,733375
2020-09-15,AV,8137,2027.6,136,33.9,401316
2020-09-15,E,42041,3258.3,841,65.2,1290265
2020-09-15,MLA,32759,2654.8,1024,83.0,1233942
2020-09-15,S,40989,3996.4,708,69.0,1025647
2020-09-15,SB,17034,1709.1,431,43.2,996669
2020-09-15,SFV,48914,2202.7,1405,63.3,2220682
2020-09-15,SGV,38977,2232.8,1111,63.6,1745644
2020-09-15,W,7662,1044.8,228,31.1,733375
2020-09-16,AV,8196,2042.3,139,34.6,401316
2020-09-16,E,42187,3269.6,847,65.6,1290265
2020-09-16,MLA,32867,2663.6,1026,83.1,1233942
2020-09-16,S,41144,4011.5,712,69.4,1025647
2020-09-16,SB,17089,1714.6,432,43.3,996669
2020-09-16,SFV,49235,2217.1,1414,63.7,2220682
2020-09-16,SGV,39094,2239.5,1114,63.8,1745644
2020-09-16,W,7710,1051.3,229,31.2,733375
2020-09-17,AV,8274,2061.7,140,34.9,401316
2020-09-17,E,42401,3286.2,851,66.0,1290265
2020-09-17,MLA,32964,2671.4,1033,83.7,1233942
2020-09-17,S,41312,4027.9,715,69.7,1025647
2020-09-17,SB,17157,1721.4,430,43.1,996669
2020-09-17,SFV,49493,2228.7,1414,63.7,2220682
2020-09-17,SGV,39247,2248.3,1121,64.2,1745644
2020-09-17,W,7746,1056.2,228,31.1,733375
