School name,Cases among students and staff
"TOLUCA LAKE EL",4
"TOPANGA EL CS",2
"TOPEKA DR CAS",6
"TORRES ELA PA MAG",1
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",2
"TORRES RENAISSANCE",0
"TOWNE AVE EL",2
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",5
"TWEEDY EL",0
"UNION AVE EL",1
"UNIVERSITY HS CHARTER",5
"UTAH ST EL",10
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",1
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",5
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NUYS EL",1
"VAN NUYS MS",1
"VAN NUYS SH",7
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",1
"VAUGHN EEC",0
"VENA AVE EL",5
"VENICE SH",4
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",5
"VERMONT AVE EL",4
"VERNON CITY EL",1
"VICTORIA AVE EL",3
"VICTORY BLVD EL",3
"VIEW PARK CONTN HS",1
"VINE ST EEC",0
"VINE ST EL",1
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",5
"VIRGIL MS",11
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",1
"VISTA MS",7
"VLADOVIC HARBOR TPA",3
"VOCES MAG",5
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",3
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",0
"WALNUT PARK MS STEM",0
"WARNER AVE EL",1
"WASHINGTON PC",1
"WASHINGTON PREP SH",2
"WATERS EMP PREP CTR",3
"WEBSTER MS",3
"WEEMES EL",3
"WEIGAND AVE EL",2
"WELBY WAY CEL",0
"WESM HLTH/SPORTS MED",7
"WEST ADAMS PREP SH",4
"WEST ATHENS EL",1
"WEST HOLLYWOOD EL",0
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",5
"WESTERN AV TECH MAG",3
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",2
"WESTPORT HTS EL",5
"WESTSIDE GLBL AWR MAG",5
"WESTWOOD CEL",5
"WHITE EL",1
"WHITE MS",11
"WHITE POINT EL",3
"WHITMAN HS",0
"WIDNEY CPTC",3
"WILBUR CEA",10
"WILLENBERG SP ED CTR",0
"WILLOW EL",2
"WILMINGTON EEC",0
"WILMINGTON PARK EL",9
"WILMINGTON STEAM MAG",10
"WILSHIRE CREST EL",2
"WILSHIRE PARK EL",1
"WILSON SH",4
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",0
"WINDSOR HILLS EL MAG",5
"WINNETKA AVE EL",3
"WISDOM EL",6
"WONDERLAND AVE EL",2
"WOODCREST EL",2
"WOODEN HS",0
"WOODLAKE ECC",6
"WOODLAND HILLS ACAD",4
"WOODLAND HILLS CES",5
"WOODLAWN AVE EL",4
"WRIGHT ENG DES MAG",3
"YES ACADEMY",0
"YORKDALE EL",1
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",0
