School name,Cases among students and staff
"NAVA LEARNING ACADEMY",1
"NESTLE AVE CHARTER",1
"NESTLE AVE SPS",0
"NEVADA AVE EL",1
"NEVADA AVE EL DTS",1
"NEVIN AVE EL",2
"NEW ACAD CANOGA PARK",1
"NEWCASTLE EL",5
"NEWMARK HS",0
"NIGHTINGALE GSTEM MG",0
"NIGHTINGALE MS",2
"NIGHTINGALE MS BET MG",0
"NIGHTINGALE MS MHK MG",0
"NIMITZ MS",2
"NIMITZ MS STM MAG",3
"NO HOLLYWD SH",12
"NO HOLLYWD SH HG MG",1
"NO HOLLYWD SH STEM MG",0
"NO HOLLYWD SH ZOO MG",1
"NO VALL OCC CTR AC2T",0
"NOBEL CMS",6
"NOBEL CMS STEAM MAG",3
"NOBLE AVE EEC",1
"NOBLE AVE EL",5
"NORMANDIE AVE CSPP",0
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",4
"NORMANDIE AVE EL DTS",0
"NORMONT EEC",1
"NORMONT EL",7
"NORMONT EL  DTS",1
"NORTH VALLEY OCC CTR",1
"NORTHRIDGE ACAD SH",4
"NORTHRIDGE EEC",0
"NORTHRIDGE MH CAR MAG",2
"NORTHRIDGE MS",2
"NORWOOD ST EL",1
"NUEVA VISTA EL",6
"NUEVA VISTA VAPA MAG",0
"OBAMA EL",3
"OBAMA GLBL PREP ACAD",2
"OBAMA GPA STEAM MAG",0
"OCHOA LC",3
"OCHOA LC DTS",7
"OCHOA LC PKFLP",0
"ODYSSEY HS",0
"OLIVE VISTA MS",3
"OLIVE VISTA STEAM MG",1
"OLYMPIC PC",2
"O'MELVENY CSPP",0
"O'MELVENY EL",0
"OPEN CHARTER MAG",2
"ORCHARD ACADEMIES 2B",4
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",1
"OSCEOLA ST CSPP",0
"OSCEOLA ST EL",1
"OVERLAND AVE EL",6
"OWENSMOUTH HS",1
"OXNARD ST EL",2
"PACIFIC BLVD DTS",0
"PACIFIC BLVD SCHOOL",8
"PACOIMA EEC",0
"PACOIMA MS",2
"PACOIMA MS CS/M MAG",2
"PACOIMA MS FMPA MAG",0
"PALISADES CEL",0
"PALISADES CHS",0
"PALMS EL",0
"PALMS MS",1
"PALMS MS GIFTED MAG",1
"PALMS MS MMC MAG",1
"PANORAMA CITY CSPP",0
"PANORAMA CITY EL",3
"PANORAMA GSTEAM MAG",0
"PANORAMA SH",4
"PANORAMA SH SJL MAG",0
"PANORAMA SH SMIT MAG",2
"PARK AVE EL",1
"PARK AVE EL DTS",0
"PARK WESTERN EEC",0
"PARK WESTERN SPS",0
"PARK WSTN PL EL",2
"PARK WSTRN GSTEAM MAG",1
"PARKS CSPP",1
"PARKS LC",5
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",1
"PARMELEE AVE EL DTS",1
"PARTHENIA AC ART TEC",5
"PASEO DEL REY EL MAG",0
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",6
"PEARY MS GIFTED MAG",0
"PEARY MS STEAM MAG",0
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",2
"PIO PICO MS",1
"PLAINVIEW ACADEMC CA",3
"PLASENCIA EL",1
"PLASENCIA EL STEAM MG",3
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",0
"PLUMMER EL",2
"PLUMMER EL CSPP",0
"POINDEXTER LAMOTTE EL",1
"POLITI EL",2
"POLYTECHNIC SH",1
"POLYTECHNIC STM MAG",1
"POMELO ARTS/SCI MAG",0
"POMELO COMMUNITY CS",2
"PORTER MS",3
"PORTER MS GIFTED MAG",4
"PORTER RANCH SCH DTK",0
"PORTER RANCH SCHOOL",4
"PORTOLA ACAD OF IA&T",1
"PORTOLA CM",3
"PORTOLA CM HG MAG",1
"PRESIDENT AVE EL",0
"PRESIDENT AVE EL DTS",1
"PRIMARY ACADEMY",2
"PRIMARY ACADEMY CSPP",0
"PT FERMIN EL MR/S MG",2
"PUEBLO DE LA HS",0
"PURCHE AV EL STEAM MG",1
"PURCHE AVE EL",0
"QUEEN ANNE PL EL",2
"QUEEN ANNE PL EL DTS",0
"RAMONA EL",2
"RAMONA HS",0
"RAMONA INFANT",0
"RANCHITO AVE DTS",0
"RANCHITO AVE EL",2
"RANCHO DOMNGZ PREP",3
"RANCHO DOMNGZ PREP MG",1
"RAYMOND AVE EL",6
"REED MS",4
"REGIONAL SH IDTE MAG",0
"RESEDA CAS AC2T",0
"RESEDA CHARTER HS",4
"RESEDA CHS AME MAG",0
"RESEDA CHS PA MAG",0
"RESEDA CHS SCI MAG",1
"RESEDA EL",5
"REVERE CMS",8
"REVERE CMS STM MAG",3
"RFK AMBSDR GBL DOS",0
"RFK AMBSDR GBL DTK",0
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",2
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",3
"RFK SCH VIS ARTS/HUM",4
"RFK UCLA COMM DOS",2
"RFK UCLA COMM SCH",2
"RICHLAND AVE EL",0
"RICHLAND AVE EL DTF",0
"RIDE EL SMART ACAD",1
"RILEY HS CYESIS",0
"RIO VISTA EL",2
"RIORDAN PC",2
"RIORDAN PC DWF",1
"RITTER EL",5
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",4
"RIVERA LC PERF ARTS",2
"RIVERA LC PUB SRV",3
"RIVERSIDE DR CS",2
"ROBERTI EEC",1
"ROCKDALE VAPA MAG",3
"RODIA HS",0
"ROGERS HS",1
"ROMER MS",0
"ROMER MS GIFT/HUM MG",0
"ROMER MS STEM MAG",0
"ROOSEVELT INFANT",0
"ROOSEVELT SH",2
"ROOSEVELT SH LPS MAG",0
"ROOSEVELT SH STM MAG",0
"ROSCOE EL",2
"ROSCOE EL DTS",0
"ROSCOMARE RD EL",7
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",3
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",0
"ROWAN AVE EL DTS",0
"ROYBAL LC",6
"ROYBAL LC ICAMP MAG",1
"ROYBAL-ALLARD EL",0
"ROYBAL-ALLARD EL DTS",1
"RUSSELL EL",2
"RUSSELL EL GIFTED MG",2
"RUSSELL SPS",0
"RYBL-ALLRD DREAMS MG",0
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",0
"SAN ANTONIO HS",0
"SAN ANTONIO STEM MAG",1
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",0
"SAN FERNANDO EL DTS",0
"SAN FERNANDO MS",6
"SAN FERNANDO MS IAM",2
"SAN FERNANDO SH",5
"SAN FERNANDO STM MAG",1
"SAN GABRIEL AVE DTS",0
"SAN GABRIEL AVE EL",3
"SAN JOSE ST EL",2
"SAN JOSE ST EL HG MAG",0
"SAN MIGUEL CSPP",0
"SAN MIGUEL EL",3
"SAN MIGUEL EL DTS",0
"SAN MIGUEL EL DWM",0
"SAN MIGUEL STEAM MAG",2
"SAN PASCUAL STEAM MG",1
"SAN PEDRO AC2T",0
"SAN PEDRO G/STEAM MG",1
"SAN PEDRO MS/T/M MAG",0
"SAN PEDRO SH",6
"SAN PEDRO SH PA MAG",0
"SAN PEDRO SH VAPA MG",0
"SAN PEDRO SPS",0
"SAN PEDRO ST EL",0
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",1
"SANTANA ARTS ACA DTS",1
"SANTEE EC",4
"SATICOY EL",4
"SATICOY EL CSPP",0
"SATICOY EL DTR",2
"SATURN ST EL",1
"SATURN ST EL AM MAG",0
"SCIENCE AC STEM MAG",1
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",0
"SENDAK EL A/C/T MAG",3
"SEPULVEDA GIFTED MAG",1
"SEPULVEDA KSM MAG",0
"SEPULVEDA MS",1
"SERRANIA AVE CES",3
"SHARP AVE EL",1
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",2
"SHERIDAN ST CSPP",0
"SHERIDAN ST EL",0
"SHERIDAN ST EL DTS",0
"SHERMAN OAKS EL CS",2
"SHIRLEY AVE EL",0
"SHORT AVE EL",2
"SIERRA PARK EL",0
"SIERRA PARK PKFLP",0
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",1
"SOCES MAG",18
"SOLANO AVE EL",2
"SOLIS LA",1
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",0
"SOUTH EAST SH",2
"SOUTH EAST STEAM MAG",0
"SOUTH GATE MS",4
"SOUTH GATE MS STM MG",1
"SOUTH GATE SH",1
"SOUTH GATE SH PSB MG",0
"SOUTH PARK EL",2
"SOUTH PARK EL DTS",0
"SOUTH SHORES EL PA MG",4
"SOUTHEAST DREAMS MAG",0
"SOUTHEAST MS",4
"STAGG ST EL",2
"STAGG ST SPS",0
"STANFORD AVE CSPP",0
"STANFORD AVE EL",2
"STANFORD AVE EL DTS",0
"STANFORD AVE PC",1
"STANFORD AVE PC DTS",0
"STATE ST EEC",0
"STATE ST EL",0
"STATE ST EL DTS",0
"STERRY EL",2
"STEVENSON CCP",3
"STEVENSON CCP CA MAG",1
"STEVENSON CCP GIFT MG",1
"STONEHURST AVE SPS",0
"STONEHURST STEAM MAG",2
"STONER AVE CSPP",1
"STONER AVE EL",0
"STONER AVE EL DOS",0
"STONEY POINT HS",0
"STRATHERN ST CSPP",0
"STRATHERN ST EL",2
"SUN VALLEY MAG BSEL",1
"SUN VALLEY MAG ES",2
"SUN VALLEY MAG ET",0
"SUNLAND EL",3
"SUNLAND EL GIFTED MG",1
"SUNLAND SPS",0
"SUNNY BRAE AVE CSPP",0
"SUNNY BRAE AVE EL",2
"SUNNY BRAE AVE EL DT",0
"SUNNY BRAE EL GA MAG",0
"SUNRISE EL",4
"SUNRISE EL DTS",0
"SUPERIOR ST EL",0
"SUTTER MS",2
"SUTTER MS STEAM MAG",1
"SYLMAR ACAD BH/E MAG",1
"SYLMAR CHS",8
"SYLMAR CHS STM MAG",0
"SYLMAR EL",4
"SYLMAR LDSHP ACAD",5
"SYLVAN PARK EEC",0
"SYLVAN PARK EL",0
"TAFT CHS",8
"TAFT GIFTED/STEAM MG",2
"TAPER AV EL STEAM MAG",0
"TAPER AVE EL",8
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",2
"TELFAIR AVE EL DTS",3
"THOREAU HS",0
"TOLAND WAY EL",2
"TOLUCA LAKE CSPP",0
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",3
"TOPANGA EL CS",1
"TOPEKA DR CAS",4
"TORRES ELA PA MAG",0
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",0
"TORRES HUM/ART/TECH",0
"TORRES RENAISSANCE",0
"TOWNE AVE EL",2
"TRINITY EEC",0
"TRINITY ST EL",0
"TRINITY ST EL DTS",0
"TULSA ST EL",3
"TWEEDY ADULT AC2T",0
"TWEEDY EL",0
"TWEEDY EL DTS",0
"UNION AVE CSPP",0
"UNION AVE EL",2
"UNIVERSITY HS CHARTER",4
"UNIVRSTY CHS MAST MAG",1
"UTAH ST EL",8
"VALERIO ST CSPP",0
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",1
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",4
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NESS AVE EL CSPP",0
"VAN NUYS CAS AC2T",0
"VAN NUYS EL",2
"VAN NUYS MS",1
"VAN NUYS MS STEAM MAG",0
"VAN NUYS SH",2
"VAN NUYS SH MED MG",0
"VAN NUYS SH PA MG",1
"VAN NUYS SH STM MAG",2
"VANALDEN AVE EEC",1
"VANALDEN AVE EL",3
"VAUGHN EEC",0
"VENA AVE EL",3
"VENA EL GIFTED MAG",0
"VENICE SH",4
"VENICE SH STEMM MAG",0
"VENICE SH WL/GS MAG",0
"VENICE SKILLS CENTER",0
"VENICE SKILLS CT AC2T",0
"VERDGO HLS SH",0
"VERDGO HLS SH STEMM M",1
"VERDGO HLS SH VAPA MG",1
"VERMONT AVE EL",3
"VERNON CITY EL",0
"VERNON CITY EL CSPP",0
"VICTORIA AVE EL",0
"VICTORY BLVD EL",0
"VICTORY EL STEAM MAG",1
"VIEW PARK CONTN HS",1
"VINE ST EEC",0
"VINE ST EL",1
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",3
"VIRGIL MS",5
"VIRGIL MS MED/HS MAG",3
"VIRGINIA RD EL",0
"VIRGINIA RD EL DTS",0
"VISTA DEL VALLE ACAD",1
"VISTA DEL VALLE CSPP",0
"VISTA DEL VALLE DTS",1
"VISTA MS",3
"VISTA MS GSTEAM MAG",0
"VISTA MS LGSJL MAG",0
"VISTA MS SMCP MAG",1
"VLADOVIC HARBOR TPA",3
"VOCES MAG",3
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",3
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",1
"WALNUT PARK MS STEM",0
"WALNUT PARK PKFLP",0
"WALNUT PRK EL DTS",0
"WARNER AVE EL",1
"WASHINGTON CSPP",0
"WASHINGTON PC",1
"WASHINGTON PC DTS",0
"WASHINGTON PREP SH",0
"WASHINGTON STEAM MAG",0
"WATERS EMP PREP AC2T",0
"WATERS EMP PREP CTR",2
"WATSON AC2T",0
"WEBSTER MS",2
"WEBSTER MS STEAM MAG",1
"WEEMES CSPP",0
"WEEMES EL",3
"WEIGAND AVE EL",2
"WEIGAND AVE SPS",0
"WELBY WAY CEL",0
"WELBY WAY GIFTED MAG",1
"WESM ENV NATRL SCI",2
"WESM GIFTED/STEAM MAG",2
"WESM HLTH/SPORTS MED",3
"WEST ADAMS PREP SH",0
"WEST ADAMS SH FA MAG",0
"WEST ADAMS SH PA MAG",1
"WEST ATHENS CSPP",0
"WEST ATHENS EL",0
"WEST HOLLYWOOD EL",0
"WEST VALL OC CTR AC2T",0
"WEST VALLEY OCC CTR",0
"WEST VERNON AVE EL",5
"WESTERN AV TECH MAG",2
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",2
"WESTPORT HTS EL",4
"WESTSIDE GLBL AWR MAG",5
"WESTWOOD CEL",2
"WHITE EL",1
"WHITE EL VIS ART MAG",0
"WHITE MS",1
"WHITE MS STEAM MAG",0
"WHITE POINT EL",2
"WHITMAN HS",0
"WIDNEY CPTC",1
"WILBUR CEA",6
"WILLENBERG SP ED CTR",0
"WILLOW EL",2
"WILLOW EL DTS",0
"WILMINGTON EEC",0
"WILMINGTON PARK EL",6
"WILMINGTON PARK SPS",0
"WILMINGTON STEAM MAG",7
"WILSHIRE CREST EL",1
"WILSHIRE CRST DTS",1
"WILSHIRE PARK EL",1
"WILSON SH",2
"WILSON SH AL MAG",1
"WILSON SH FF MAG",0
"WILSON SH PA MAG",0
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",0
"WILTON PL EL DTK",0
"WILTON PL EL DTS",0
"WINDSOR HILLS EL MAG",3
"WINNETKA AVE EL",2
"WISDOM CSPP",0
"WISDOM EL",4
"WONDERLAND AVE EL",1
"WONDERLAND GIFTED MG",0
"WOODCREST EL",2
"WOODEN HS",0
"WOODLAKE ECC",4
"WOODLAND HILLS ACAD",3
"WOODLAND HILLS CES",3
"WOODLAND HLS HUM MAG",0
"WOODLAWN AVE EL",1
"WOODLAWN AVE EL DTS",0
"WRIGHT ENG DES MAG",1
"WRIGHT GIFTED MAG",0
"YES ACADEMY",0
"YORKDALE EL",1
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",0
