School name,Cases among students and staff
"HADDON AVE EL",0
"HALE CA",10
"HALLDALE EL",5
"HAMASAKI MED/SCI MAG",2
"HAMILTON SH",8
"HAMLIN CA",2
"HANCOCK PARK EL",0
"HARBOR CITY EL",3
"HARBOR OCC CTR",2
"HARDING ST EL",7
"HARMONY EL",13
"HARRISON ST EL",3
"HART ST EL",1
"HARTE PREP MS",2
"HARVARD EL",0
"HASKELL EL STEAM MAG",1
"HAWAIIAN AVE EEC",3
"HAWAIIAN AVE EL",3
"HAWKINS SH C/DAGS",5
"HAWKINS SH CHAS",0
"HAWKINS SH RISE",0
"HAYNES CES",1
"HAZELTINE AVE EL",1
"HELIOTROPE AVE EL",3
"HENRY MS",6
"HERRICK AVE EL",3
"HESBY OAKS LEAD CHTR",2
"HIGHLAND PARK HS",0
"HILLCREST DR EL",5
"HILLSIDE EL",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",1
"HOLLENBECK MS",1
"HOLLYWOOD EL",0
"HOLLYWOOD SH",6
"HOLMES AVE EEC",1
"HOLMES AVE EL",0
"HOLMES MS",8
"HOOPER AVE EEC",0
"HOOPER AVE EL",5
"HOOPER AVE PC",0
"HOOVER ST EL",1
"HOPE HS",0
"HOPE ST EL",0
"HUBBARD ST EL",1
"HUERTA EL",2
"HUGHES EL",1
"HUMPHREYS AVE EL",2
"HUNTINGTON DR EL",0
"HUNTNGTN PK EL",3
"HUNTNGTN PK SH",6
"HYDE PARK EEC",0
"INDEPENDENCE EL",3
"INDEPENDENCE HS",2
"INTERNATIONAL ST LC",1
"IRVING MS MME MAG",7
"ISAACS AVALON HS",0
"IVANHOE EL",2
"JEFFERSON SH",1
"JOHNSON STEM ACADEMY",0
"JONES EL",0
"JONES PC",0
"JORDAN SH",3
"JUSTICE ST ACAD CHTR",0
"KAHLO HS",0
"KENNEDY EL",0
"KENNEDY SH",9
"KENTER CANYON EC",1
"KENTWOOD EEC",0
"KENTWOOD EL",0
"KESTER AVE EL",3
"KIM ACADEMY",4
"KIM EL",1
"KING JR EL",1
"KING MS MAG FLM/MDIA",6
"KING-DREW SH MD/S MG",3
"KINGSLEY EL",3
"KITTRIDGE ST EL",1
"KNOLLWOOD PREP ACAD",4
"KNOX EL",4
"KORENSTEIN EL",0
"LA SALLE AVE EL",0
"LACES MAG",4
"LAFAYETTE PARK PC",1
"LAKE BALBOA CP K-12",7
"LAKE ST PRIMARY",2
"LANAI RD EL",4
"LANE EL",1
"LANGDON AVE EL",7
"LANKERSHIM EL",1
"LASSEN EL",1
"LATONA AVE EL",2
"LAUREL CACT MAG",1
"LAUREL EEC",0
"LAWRENCE MS",7
"LAWSON ACAD A/M/S EL",2
"LE CONTE MS",2
"LEAPWOOD EL",2
"LEE EL MED HLTH MAG",0
"LEGACY SH STEAM",2
"LEGACY SH VAPA",1
"LEICHMAN CPTC",1
"LELAND ST EL",2
"LEMAY ST EEC",0
"LEMAY ST EL",3
"LEWIS HS",0
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",0
"LIECHTY MS",3
"LIGGETT ST EL",2
"LILLIAN ST EL",1
"LIMERICK AVE EL",3
"LINCOLN SH",3
"LIZARRAGA EL",1
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",3
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",0
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",0
"LOMA VISTA EL",1
"LOMITA EL M/S/T MAG",4
"LONDON HS",0
"LORENA ST EL",3
"LORETO ST EL",2
"LORNE ST EL",3
"LOS ANGELES ACAD MS",4
"LOS ANGELES EL",0
"LOS ANGELES SH",2
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",4
"LOWMAN SP ED & CTC",1
"LOYOLA VILLG EL F/PAM",1
"MACARTHUR PK EL VAPA",2
"MACES MAG",8
"MACK EL",0
"MACLAY MS",2
"MADISON EL",2
"MADISON MS",2
"MAGNOLIA AVE EL",1
"MAGNOLIA SCI ACAD #2",2
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",1
"MAIN ST EL",2
"MALABAR ST EL",4
"MANCHESTER AVE EL",6
"MANHATTAN PLACE EL",4
"MANN UCLA COMM SCH",3
"MANUAL ARTS SH",2
"MAPLE PC",1
"MAR VISTA EL",1
"MARIANNA AVE EL",0
"MARINA DEL REY MS",4
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",4
"MARKHAM MS",2
"MARLTON SCHOOL",0
"MARQUEZ CHARTER",2
"MARQUEZ SH HPIAM",1
"MARQUEZ SH LIBRA",1
"MARQUEZ SH SOC JUS",1
"MARSHALL SH",7
"MARVIN EEC",1
"MARVIN EL",1
"MAYALL ST AC A/T MAG",3
"MAYBERRY ST EL",2
"MAYWOOD ACADEMY SH",2
"MAYWOOD EL",2
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",1
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",3
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",1
"MENDEZ SH",3
"MENLO AVE EL",1
"MERIDIAN EEC",1
"METROPOLITAN HS",0
"MEYLER ST EL",0
"MICHELTORENA ST EL",1
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",2
"MIDDLETON ST EL",1
"MIDDLETON ST PC",1
"MIKES EEC",0
"MILES AVE EEC",1
"MILES AVE EL",2
"MILLER CTC",0
"MILLER EL",4
"MILLIKAN MS AC & PAM",1
"MIRAMONTE EEC",0
"MIRAMONTE EL",1
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",7
"MONROE SH",8
"MONTARA AVE EL",2
"MONTE VISTA EEC",0
"MONTE VISTA ST EL",2
"MONTEREY HS",0
"MOORE M/S/T ACAD",3
"MORNINGSIDE EL",2
"MOSK EL",1
"MOUNT GLEASON MS",2
"MOUNTAIN VIEW EL",4
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",3
"MULHOLLAND MS",5
"MULTNOMAH ST EL",1
"MURCHISON EEC",0
"MURCHISON ST EL",1
"NAPA ST EL",1
"NARBONNE SH",7
"NARBONNE SH HARTS LA",0
"NAVA COLLEGE PREP",0
"NAVA LEARNING ACADEMY",1
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",2
"NEVIN AVE EL",2
"NEW ACAD CANOGA PARK",1
"NEWCASTLE EL",5
"NEWMARK HS",0
"NIGHTINGALE MS",2
"NIMITZ MS",6
"NO HOLLYWD SH",14
"NOBEL CMS",9
"NOBLE AVE EEC",1
"NOBLE AVE EL",7
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",4
"NORMONT EEC",1
"NORMONT EL",10
"NORTH VALLEY OCC CTR",1
"NORTHRIDGE ACAD SH",5
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",4
"NORWOOD ST EL",1
"NUEVA VISTA EL",6
"OBAMA EL",3
"OBAMA GLBL PREP ACAD",2
"OCHOA LC",10
"ODYSSEY HS",0
"OLIVE VISTA MS",4
"OLYMPIC PC",1
"O'MELVENY EL",0
"OPEN CHARTER MAG",2
"ORCHARD ACADEMIES 2B",4
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",1
"OSCEOLA ST EL",1
"OVERLAND AVE EL",6
"OWENSMOUTH HS",1
"OXNARD ST EL",2
"PACIFIC BLVD SCHOOL",8
"PACOIMA EEC",0
"PACOIMA MS",3
"PALISADES CEL",0
"PALISADES CHS",0
"PALMS EL",0
"PALMS MS",4
"PANORAMA CITY EL",3
"PANORAMA SH",6
"PARK AVE EL",2
"PARK WESTERN EEC",0
"PARK WSTN PL EL",3
"PARKS LC",6
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",2
"PARTHENIA AC ART TEC",5
"PASEO DEL REY EL MAG",0
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",6
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",2
"PIO PICO MS",1
"PLAINVIEW ACADEMC CA",3
"PLASENCIA EL",4
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",0
"PLUMMER EL",2
"POINDEXTER LAMOTTE EL",1
"POLITI EL",3
"POLYTECHNIC SH",3
"POMELO COMMUNITY CS",3
"PORTER MS",7
"PORTER RANCH SCHOOL",4
"PORTOLA CM",5
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",2
"PT FERMIN EL MR/S MG",2
"PUEBLO DE LA HS",0
"PURCHE AVE EL",1
"QUEEN ANNE PL EL",2
"RAMONA EL",2
"RAMONA HS",0
"RAMONA INFANT",0
"RANCHITO AVE EL",2
"RANCHO DOMNGZ PREP",4
"RAYMOND AVE EL",6
"REED MS",4
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",6
"RESEDA EL",5
"REVERE CMS",10
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",2
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",3
"RFK SCH VIS ARTS/HUM",5
"RFK UCLA COMM SCH",4
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",1
"RILEY HS CYESIS",0
"RIO VISTA EL",2
"RIORDAN PC",3
"RITTER EL",5
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",4
"RIVERA LC PERF ARTS",2
"RIVERA LC PUB SRV",3
"RIVERSIDE DR CS",1
"ROBERTI EEC",1
"ROCKDALE VAPA MAG",3
"RODIA HS",0
"ROGERS HS",1
"ROMER MS",0
"ROOSEVELT INFANT",0
"ROOSEVELT SH",2
"ROOSEVELT SH STM MAG",0
"ROSCOE EL",2
"ROSCOMARE RD EL",9
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",3
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",0
"ROYBAL LC",7
"ROYBAL-ALLARD EL",1
"RUSSELL EL",4
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",1
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",0
"SAN FERNANDO MS",6
"SAN FERNANDO MS IAM",2
"SAN FERNANDO SH",6
"SAN GABRIEL AVE EL",3
"SAN JOSE ST EL",2
"SAN MIGUEL EL",6
"SAN PASCUAL STEAM MG",1
"SAN PEDRO SH",7
"SAN PEDRO ST EL",0
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",2
"SANTEE EC",4
"SATICOY EL",6
"SATURN ST EL",1
"SCIENCE AC STEM MAG",1
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",3
"SEPULVEDA MS",2
"SERRANIA AVE CES",3
"SHARP AVE EL",1
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",2
"SHERIDAN ST EL",0
"SHERMAN OAKS EL CS",2
"SHIRLEY AVE EL",0
"SHORT AVE EL",2
"SIERRA PARK EL",0
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",2
"SOCES MAG",18
"SOLANO AVE EL",2
"SOLIS LA",1
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",0
"SOUTH EAST SH",4
"SOUTH GATE MS",6
"SOUTH GATE SH",2
"SOUTH PARK EL",3
"SOUTH SHORES EL PA MG",4
"SOUTHEAST MS",4
"STAGG ST EL",2
"STANFORD AVE EL",2
"STANFORD AVE PC",1
"STATE ST EEC",0
"STATE ST EL",0
"STERRY EL",2
"STEVENSON CCP",3
"STONEHURST STEAM MAG",2
"STONER AVE EL",1
"STONEY POINT HS",0
"STRATHERN ST EL",2
"SUN VALLEY MAG ET",3
"SUNLAND EL",4
"SUNNY BRAE AVE EL",2
"SUNRISE EL",4
"SUPERIOR ST EL",1
"SUTTER MS",3
"SYLMAR ACAD BH/E MAG",1
"SYLMAR CHS",8
"SYLMAR EL",4
"SYLMAR LDSHP ACAD",5
"SYLVAN PARK EEC",0
"SYLVAN PARK EL",0
"TAFT CHS",10
"TAPER AVE EL",8
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",5
"THOREAU HS",0
"TOLAND WAY EL",2
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",3
"TOPANGA EL CS",1
"TOPEKA DR CAS",5
"TORRES ELA PA MAG",0
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",0
"TORRES HUM/ART/TECH",0
"TORRES RENAISSANCE",0
"TOWNE AVE EL",2
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",3
"TWEEDY EL",0
"UNION AVE EL",2
"UNIVERSITY HS CHARTER",5
"UTAH ST EL",8
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",1
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",4
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NUYS EL",2
"VAN NUYS MS",1
"VAN NUYS SH",5
"VANALDEN AVE EEC",1
"VANALDEN AVE EL",2
"VAUGHN EEC",0
"VENA AVE EL",3
"VENICE SH",6
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",2
"VERMONT AVE EL",3
"VERNON CITY EL",0
"VICTORIA AVE EL",0
"VICTORY BLVD EL",1
"VIEW PARK CONTN HS",1
"VINE ST EEC",0
"VINE ST EL",1
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",3
"VIRGIL MS",8
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",2
"VISTA MS",4
"VLADOVIC HARBOR TPA",3
"VOCES MAG",3
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",3
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",1
"WALNUT PARK MS STEM",0
"WARNER AVE EL",1
"WASHINGTON PC",1
"WASHINGTON PREP SH",0
"WATERS EMP PREP CTR",2
"WEBSTER MS",3
"WEEMES EL",3
"WEIGAND AVE EL",2
"WELBY WAY CEL",0
"WESM HLTH/SPORTS MED",7
"WEST ADAMS PREP SH",2
"WEST ATHENS EL",0
"WEST HOLLYWOOD EL",0
"WEST VALLEY OCC CTR",0
"WEST VERNON AVE EL",6
"WESTERN AV TECH MAG",2
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",2
"WESTPORT HTS EL",4
"WESTSIDE GLBL AWR MAG",6
"WESTWOOD CEL",2
"WHITE EL",1
"WHITE MS",2
"WHITE POINT EL",3
"WHITMAN HS",0
"WIDNEY CPTC",1
"WILBUR CEA",5
"WILLENBERG SP ED CTR",0
"WILLOW EL",2
"WILMINGTON EEC",0
"WILMINGTON PARK EL",6
"WILMINGTON STEAM MAG",8
"WILSHIRE CREST EL",2
"WILSHIRE PARK EL",1
"WILSON SH",3
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",0
"WINDSOR HILLS EL MAG",3
"WINNETKA AVE EL",2
"WISDOM EL",4
"WONDERLAND AVE EL",1
"WOODCREST EL",2
"WOODEN HS",0
"WOODLAKE ECC",5
"WOODLAND HILLS ACAD",3
"WOODLAND HILLS CES",4
"WOODLAWN AVE EL",2
"WRIGHT ENG DES MAG",2
"YES ACADEMY",0
"YORKDALE EL",1
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",0
